名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/09/18(月) 22:49:57.60 ID:slfn4o3X0<> なんてこったぁ <>コメントチラチラ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:45.63 ID:2DLrxnqn0<> <a href="../test/read.cgi/livemegami/1695044997/227" rel="noopener noreferrer" target="_blank">&gt;&gt;227</a> <br> これ捏造じゃなくてマジなの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:44.02 ID:Vy1iPfyF0<> 貢ぐw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:44.23 ID:nTU4jWrY0<> ねねちやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:45.84 ID:yv/3wBz10<> &#x3042;&#x308F;&#x30FC;&#x308F;&#x306E;&#x30B5;&#x30E0;&#x30CD;&#x304B;&#x308F;&#x3044;&#x3044;&#129303; <br> https://i.imgur.com/EsLS1Nz.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:46.58 ID:iqoD1v1T0<> <a href="../test/read.cgi/livemegami/1695044997/169" rel="noopener noreferrer" target="_blank">&gt;&gt;169</a> <br> ぺこアンに返信するのもなんだけど23時にらでんとかくるから引き伸ばしは悪手だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:45.16 ID:sWmBdtfv0<> ねねちASMRにしないで只の雑談で良かった <br> ASMRと雑談がお互いにデバフになっている <br> 雑談の内容自体はアリな内容なのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:47.94 ID:pD3Zjpne0<> すいちゃんのほうが青よりメス受けする声出せるのがもう… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:48.81 ID:A7GcSNkn0<> ロリ神レクイエムって割とスルメだな <br> 踊りが見たくて見てたつもりがフルで普通に何回も見るようになった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:47.56 ID:Vx/h8Fjx0<> チラッ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:49.76 ID:7+brtOuZ0<> ヘラ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:50.59 ID:d+7+JUiz0<> 貢ぐもまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:50.32 ID:wxx+XRF80<> かなでそ天才すぎるわ <br> おもしろい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:51.92 ID:fN63dx7Y0<> ヘラぐ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:54.01 ID:z+88yepk0<> うつからのヘラは草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:53.69 ID:nT39pav10<> へらぐwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:53:54.38 ID:/MKz1HUW0<> 鬱解んのすごいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:54.60 ID:gAu6kpYs0<> <a href="../test/read.cgi/livemegami/1695044997/223" rel="noopener noreferrer" target="_blank">&gt;&gt;223</a> <br> はえーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:54.75 ID:hV8tKGQZ0<> <a href="../test/read.cgi/livemegami/1695044997/33" rel="noopener noreferrer" target="_blank">&gt;&gt;33</a> <br> なお呪巣の同接でぺこらはすいちゃんに負けた模様 <br> どうすんの野糞 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:55.32 ID:eD79Uggf0<> 鬱をへらって読むの草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:56.28 ID:Bq1sSKWp0<> へらの発想w <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:54.54 ID:EJ9arjsy0<> 鬱読めるの草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:53:57.69 ID:UMXymISY0<> 鬱をヘラと読むな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:59.90 ID:WEJe+8i+0<> へらぐ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:59.99 ID:IX7WyaSe0<> ヘラｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:00.07 ID:pFGUgfdC0<> ヘラぐw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:00.38 ID:orjHbocN0<> SCUM微妙だったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:53:58.73 ID:dVlUXJVi0<> なんちゅうこった <br> ぱんなこった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:01.54 ID:yeU8Urg50<> ヘラ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:03.32 ID:iUjhb1h60<> 鬱ぐ＝へらぐ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:03.17 ID:DxRJ8fjH0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:07.45 ID:1AnJPO3y0<> ヘラは草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:07.60 ID:FyfjZLJ70<> ムービーだけは面白そうだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:07.68 ID:PqkJEqVx0<> <a href="../test/read.cgi/livemegami/1695044997/227" rel="noopener noreferrer" target="_blank">&gt;&gt;227</a> <br> 消せ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:06.66 ID:2Wx6/n1R0<> ぺこみこ惹かれるゲームが同じ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:09.59 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/282" rel="noopener noreferrer" target="_blank">&gt;&gt;282</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:07.76 ID:oVaUo1OG0<> ぺこーら「おもしろそー」って購入しても配信せんからな結局 <br> 有名ゲーしかやらんから <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:11.28 ID:2OpUs/Yg0<> <a href="../test/read.cgi/livemegami/1695044997/235" rel="noopener noreferrer" target="_blank">&gt;&gt;235</a> <br> 野うさぎは叩いてないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:12.65 ID:DxRJ8fjH0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:12.97 ID:HqjOEYLK0<> <a href="../test/read.cgi/livemegami/1695044997/156" rel="noopener noreferrer" target="_blank">&gt;&gt;156</a> <br> ルーナに逆凸する用仕向けてといてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:11.55 ID:PH72+D4N0<> <a href="../test/read.cgi/livemegami/1695044997/248" rel="noopener noreferrer" target="_blank">&gt;&gt;248</a> <br> アフィでしか炎上してないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:13.48 ID:5fUcpceA0<> <a href="../test/read.cgi/livemegami/1695044997/260" rel="noopener noreferrer" target="_blank">&gt;&gt;260</a> <br> ならCDでも買えば？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:13.73 ID:5naU+5bt0<> <a href="../test/read.cgi/livemegami/1695044997/109" rel="noopener noreferrer" target="_blank">&gt;&gt;109</a> <br> 両手にプレデター抱えてキャリーしてもらって一瞬踏んだだけよりはソロマスの方が難しい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:15.42 ID:AIuR5Mpd0<> なんてこった擦りすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:18.05 ID:DxRJ8fjH0<> <a href="../test/read.cgi/livemegami/1695044997/288" rel="noopener noreferrer" target="_blank">&gt;&gt;288</a> <br> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:16.07 ID:C2QtpUoZ0<> ねねち～&#128557; <br> https://i.imgur.com/M2cHAWW.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:18.66 ID:EfIxrFuI0<> なんでかなんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:18.74 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/290" rel="noopener noreferrer" target="_blank">&gt;&gt;290</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:17.19 ID:zrtZessJ0<> &#129313;凸きてね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:19.34 ID:ZK1d2mv90<> まきびし？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:18.77 ID:1gZEDlmp0<> ぺっさん3万越えてんじゃん <br> お前らまた負けたんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:19.03 ID:Vx/h8Fjx0<> まきびし？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:21.82 ID:SoQicaeK0<> 正直買いです！？もこう！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:24.36 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/296" rel="noopener noreferrer" target="_blank">&gt;&gt;296</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:25.95 ID:rXKI69YG0<> わためフレアはそろそろ親方にブチ切れてもいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:29.89 ID:euqjG2A10<> いめーぢ！（遺言） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:29.97 ID:9Te6WnJi0<> いうてRUSTみたいなゲームやけどなSCUM <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:31.45 ID:HerNOzZt0<> 110時代懐かしむならコミックLO朗読も思い出して <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:34.41 ID:pFGUgfdC0<> そそぐ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:34.25 ID:P43Y2wa80<> <a href="../test/read.cgi/livemegami/1695044997/5" rel="noopener noreferrer" target="_blank">&gt;&gt;5</a> <br> ぺっこりゃだりゃつぎゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:34.31 ID:yy+Ic/DO0<> <a href="../test/read.cgi/livemegami/1695044997/302" rel="noopener noreferrer" target="_blank">&gt;&gt;302</a> <br> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:35.58 ID:Vx/h8Fjx0<> そそぐ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:37.90 ID:2CD7oaVR0<> <a href="../test/read.cgi/livemegami/1695044997/260" rel="noopener noreferrer" target="_blank">&gt;&gt;260</a> <br> ういビームなのであーるで毎回イラッとくるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:40.23 ID:KnNwQGQF0<> <a href="../test/read.cgi/livemegami/1695044997/127" rel="noopener noreferrer" target="_blank">&gt;&gt;127</a> <br> いいアドバイスやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:39.95 ID:2alPxQka0<> <a href="../test/read.cgi/livemegami/1695044997/136" rel="noopener noreferrer" target="_blank">&gt;&gt;136</a> <br> なるほどなぁ <br> やはり本性はコーン向けではないか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:42.19 ID:whZIjavP0<> イカダやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:42.48 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/312" rel="noopener noreferrer" target="_blank">&gt;&gt;312</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:42.40 ID:H/zeYDVU0<> <a href="../test/read.cgi/livemegami/1695044997/127" rel="noopener noreferrer" target="_blank">&gt;&gt;127</a> <br> 質問者ガイジやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:44.45 ID:arym1xaG0<> <a href="../test/read.cgi/livemegami/1695044997/300" rel="noopener noreferrer" target="_blank">&gt;&gt;300</a> <br> 中指立ててんじゃねえよジャグラー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:45.48 ID:MmIW6Hd10<> <a href="../test/read.cgi/livemegami/1695044997/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> だいたいトップがローレンやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:46.57 ID:ut/IlO/N0<> <a href="../test/read.cgi/livemegami/1695044997/223" rel="noopener noreferrer" target="_blank">&gt;&gt;223</a> <br> このキラーパスを拾ってしまってかわいそうだったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:49.62 ID:5YpcvW4x0<> <a href="../test/read.cgi/livemegami/1695044997/124" rel="noopener noreferrer" target="_blank">&gt;&gt;124</a> <br> ぷるあき ぺこら <br> とか <br> 110 マグロ <br> とかの方がいいか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:49.79 ID:UlCAnbS20<> ホロってNARUTOとかもやらないけど自主的に規制してるんだろうか <br> https://i.imgur.com/IvhOEYr.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:51.90 ID:lZgP6Tiu0<> <a href="../test/read.cgi/livemegami/1695044997/223" rel="noopener noreferrer" target="_blank">&gt;&gt;223</a> <br> こんなのすぐ出てくるとか好き嫌い？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:50.89 ID:q3IB7/1n0<> <a href="../test/read.cgi/livemegami/1695044997/297" rel="noopener noreferrer" target="_blank">&gt;&gt;297</a> <br> だって雑談なんだもん&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:51.37 ID:yy+Ic/DO0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:53.54 ID:1AnJPO3y0<> わぁからんぞぉ！←これ好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:53.57 ID:Tqf4j8iB0<> Cパート中にぺこらに抜かれるごとに不自然な登山 <br> https://i.imgur.com/HgeFL90.png <br>  <br> Cパート中の登山により最大同接が過去のぺこらの同内容の枠を僅かに抜く(N字判定されず) <br> https://i.imgur.com/krPYlxI.png <br>  <br> 明らかにぺこらに数字対立仕掛けてる奴の仕業と考えるのが自然？&#129300; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:53.40 ID:GzNzLSgw0<> こう見るとぱっとしないまま終わったゲームかなりあるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:54.01 ID:bop7VWdx0<> <a href="../test/read.cgi/livemegami/1695044997/223" rel="noopener noreferrer" target="_blank">&gt;&gt;223</a> <br> これで好き嫌い上位から下位まで一気に落ちたんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:56.17 ID:+hRRBoqx0<> <a href="../test/read.cgi/livemegami/1695044997/282" rel="noopener noreferrer" target="_blank">&gt;&gt;282</a> <br> あくたんに負けるのは仕方ないってことかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:56.07 ID:KWoAj/i10<> あわーわどりゃｗ <br> https://i.imgur.com/kjCOmRB.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:54:58.99 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/327" rel="noopener noreferrer" target="_blank">&gt;&gt;327</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:54:59.67 ID:5WhK9baN0<> すいちゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:02.87 ID:YJ+iMfcM0<> &#129412;悩んだけどりりーかに角生やす決意したわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:03.16 ID:H2fO6zP70<> <a href="../test/read.cgi/livemegami/1695044997/258" rel="noopener noreferrer" target="_blank">&gt;&gt;258</a> <br> 途中から話に夢中で完全にただの雑談だもんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:05.65 ID:S0sXypu30<> 物申し系夫婦チャンネル、爆誕！ <br>  <br> &#128120;「処理水に関してどう思う？」 <br> &#128056;『ど…どう思うってどういう事？』 <br> &#128120;「タブーに切り込んで行こうぜ！二人で！」 <br> &#128056;『いいよいいよ！試していいよ！』 <br> &#128120;「処理水に関してどう思う？」 <br> &#128056;『どう思うってどういう事？その処理をどうするかって事？』 <br> &#128120;「ちげぇよ。なんかその福島県産の海産物が…」 <br> &#128056;『あー！あれか！あの…寿司の…あれを測ったってやつ？それを…え…あんま詳しく見てないけど…マナーがなってないなって思う！！』 <br> &#128120;「ｸﾞｷﾞｬｷﾞｬｷﾞｬｷﾞｬｷﾞｬ！どういう事？」 <br> &#128056;『だってお寿司屋さんってさ～、これから食べるお寿司の…あれを測ったって事でしょ？』 <br> &#128120;「…うん」 <br> &#128056;『めちゃくちゃ～ダメじゃん！！お寿司屋さん可哀想！！』 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:04.36 ID:eETzg3MY0<> 天下の主人公あくたんの実況ゼロなのすげーな <br> 数字も現在配信でダントツで出てるのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:04.68 ID:1Kcq9aRN0<> <a href="../test/read.cgi/livemegami/1695044997/323" rel="noopener noreferrer" target="_blank">&gt;&gt;323</a> <br> どういう意味？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:07.51 ID:wxx+XRF80<> ガハハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:05.94 ID:pxkRqlTU0<> 歌やLIVE活動メインでおまけでゲーム配信してる人に同じゲームの同接負けたってまじかw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:09.55 ID:Y3qUpvsG0<> どりゃああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:11.15 ID:dDtJ9zRD0<> <a href="../test/read.cgi/livemegami/1695044997/257" rel="noopener noreferrer" target="_blank">&gt;&gt;257</a> <br> 雑談とゲーム好きは客層あまり被らないだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:11.27 ID:G2XtBvch0<> がははは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:10.95 ID:d1auf1M30<> <a href="../test/read.cgi/livemegami/1695044997/312" rel="noopener noreferrer" target="_blank">&gt;&gt;312</a> <br> ガハハー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:13.36 ID:bLZVU5GI0<> 読めました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:15.06 ID:lqDhkcES0<> コードヴェインってトップにくるほど売れたんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:15.59 ID:mtt9r8ey0<> ポルカ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:17.10 ID:o8LSFBYZ0<> 火威青&#128395;ReGLOSS @hiodoshiao (2023/09/18 22:54:34) <br> 莉々華ちゃんと通話してたらJFTがヤキモチ妬いててかわいい…&#129782; <br> http://twitter.com/hiodoshiao/status/1703769484438192168 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:17.57 ID:8AabDKM60<> かなーで賢い&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:18.20 ID:2DLrxnqn0<> かなでそ過去問ちゃんと覚えてるの普通に地頭いいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:17.33 ID:ekRkNtoW0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:20.31 ID:fNEb3l3v0<> どりゃあああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:19.34 ID:uhAxV4yv0<> <a href="../test/read.cgi/livemegami/1695044997/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)V見てる時点でガイジ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:22.45 ID:ZPo5gyqh0<> ぷるあき知らんのは流石に客すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:22.70 ID:/MKz1HUW0<> 分水嶺読めるのはすごい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:22.82 ID:ZK1d2mv90<> タイピングはっや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:22.88 ID:vPclgvnq0<> 分水嶺どりやわあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:24.59 ID:k97NzSQX0<> <a href="../test/read.cgi/livemegami/1695044997/324" rel="noopener noreferrer" target="_blank">&gt;&gt;324</a> <br> お <br> これ通報でええか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:22.64 ID:Vy1iPfyF0<> かなでっち戦いの中で成長してます&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:24.76 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/353" rel="noopener noreferrer" target="_blank">&gt;&gt;353</a> <br>  <br> これってCパートが最高同接のやつだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:23.99 ID:BJ7pxL/30<> かなでそ頭いいです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:25.92 ID:euqjG2A10<> はいIQ200 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:24.42 ID:5WhK9baN0<> かなでそ覚醒 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:26.33 ID:VLfBaVTL0<> かなでそ天才です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:26.91 ID:78L3DqAf0<> カワボちゃん(16)のパンチラ <br> https://video.twimg.com/ext_tw_video/1666870026467708928/pu/vid/720x1680/QjmEWnRrILCW9Dyw.mp4 <br> https://video.twimg.com/ext_tw_video/1658488839080656901/pu/vid/548x1280/BBzr1nDS-IRlawg9.mp4?tag=12 <br> https://video.twimg.com/ext_tw_video/1656676202063753217/pu/vid/720x1680/MznR92hP-cOUmlhO.mp4?tag=12 <br> https://i.imgur.com/Z25URI3.jpeg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:30.18 ID:2oD2AVta0<> ヴァロは流行るのにヘイローは流行らない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:29.50 ID:nTU4jWrY0<> 覚醒してるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:30.33 ID:ekRkNtoW0<> ぺこらが超えなきゃいけないライン <br>  <br> 【 STEAM 】みこ、おもしろそうなゲーム発掘したいますッ！??【ホロライブ/さくらみこ】 <br> Sakura Miko <br> 39,818 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:33.54 ID:S+GBO0kp0<> ぺっさんいくら何でも知らなすぎじゃない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:35.07 ID:cSOY899n0<> みこーちのメンバーギフトぎりぎりで貰えた <br> お前らまだ配ってるぞ急げ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:37.99 ID:/qrsN7rJ0<> <a href="../test/read.cgi/livemegami/1695044997/165" rel="noopener noreferrer" target="_blank">&gt;&gt;165</a> <br> ハッタショの人形遊び <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/18(月) 22:55:38.17 ID:fTpf+8yu0<> ねっこだけどでそでいいや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:36.83 ID:Vx/h8Fjx0<> じ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/18(月) 22:55:39.01 ID:nHWVFIfS0<> <a href="../test/read.cgi/livemegami/1695044997/370" rel="noopener noreferrer" target="_blank">&gt;&gt;370</a> <br>  <br> これってCパートが最高同接のやつだよな <>
