名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/05/21(日) 20:02:38.56 ID:ao3u7ckt0<> ですですわ～ <>サロメオリ曲お披露目 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:19.74 ID:a1aBlKvQ0<> アラレちゃんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:20.69 ID:y5mkioX50<> &#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:21.42 ID:UwyJwoNW0<> しゅまん、パクスサロメーナってどういう意味？ <br> なんの元ネタ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:11:23.69 ID:JyVnZY6l0<> 勉強家だねえ <br> この世の配信者全部見てそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:24.04 ID:4z8VLn460<> <a href="../test/read.cgi/livemegami/1684666958/212" rel="noopener noreferrer" target="_blank">&gt;&gt;212</a> <br> 過眠ってのがある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:26.43 ID:OxEUB4Lu0<> おはこんちゃろちゃろ～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:33.80 ID:N4Vo+dQz0<> ぺこ者 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:11:34.33 ID:qVTR2Oma0<> <a href="../test/read.cgi/livemegami/1684666958/254" rel="noopener noreferrer" target="_blank">&gt;&gt;254</a> <br> わかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:11:36.99 ID:4WlsDobe0<> <a href="../test/read.cgi/livemegami/1684666958/225" rel="noopener noreferrer" target="_blank">&gt;&gt;225</a> <br> なーちゃんと仲良くできるんだ&#128548; <>
うんこ&#128169;<>sage<>2023/05/21(日) 20:11:42.69 ID:f5D4Au560<> <a href="../test/read.cgi/livemegami/1684666958/251" rel="noopener noreferrer" target="_blank">&gt;&gt;251</a> <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)スマホにちんちん擦り付けてろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:42.43 ID:OdN0Xk9q0<> &#129412;ぺこちゃん男の配信みてるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:45.64 ID:vR9h5R8H0<> マスオかな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:47.16 ID:yRW1+WWG0<> 倶楽部は今日も元気に山田あげかよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:47.66 ID:cuGxsXBZ0<> <a href="../test/read.cgi/livemegami/1684666958/150" rel="noopener noreferrer" target="_blank">&gt;&gt;150</a> <br> おまぁ～るかと思った <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:11:48.26 ID:ycltKlA80<> <a href="../test/read.cgi/livemegami/1684666958/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> マリンコスパ良すぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:11:55.92 ID:Tzqtidtc0<> んなたんまでに寝てしまいそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:11:57.33 ID:G9Peq8iw0<> えらい引き延ばすけど相当短いのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:02.54 ID:ScHlmT3k0<> <a href="../test/read.cgi/livemegami/1684666958/249" rel="noopener noreferrer" target="_blank">&gt;&gt;249</a> <br> マジか聞くか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:12:03.33 ID:QyjDVSUr0<> なんJ勢い死んでて草 <br> もう実況やめちまえよみっともない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:12:04.34 ID:lE1WxsVK0<> <a href="../test/read.cgi/livemegami/1684666958/260" rel="noopener noreferrer" target="_blank">&gt;&gt;260</a> <br> サロメ一強による世界平和 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:06.04 ID:wW66Cw2z0<> <a href="../test/read.cgi/livemegami/1684666958/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> ですわ連発サビ弱い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:06.02 ID:Fn68HtIi0<> <a href="../test/read.cgi/livemegami/1684666958/246" rel="noopener noreferrer" target="_blank">&gt;&gt;246</a> <br> ブルージャーニーのどこがアイドル活動なんだよエアプ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:06.94 ID:1XvraAcc0<> かなたそ未だに終了Tweetないけど鳩したほうがいいのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:12:22.00 ID:4uoqkTBJ0<> なろうで異世界転生物で地球で配信されるやつあるよな <br> 主人公がボロクソ言われて病むやつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:22.94 ID:Db/YNYfi0<> とんでもねえデバフゲーしてんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:12:23.16 ID:5+Mc3cb80<> <a href="../test/read.cgi/livemegami/1684666958/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> ahoyの時みたいにVtuberが次々に歌えばワンチャンありそうな良曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:12:23.20 ID:FXaHrljF0<> ぺっさんまた面白そうなの発掘してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:12:27.48 ID:JyVnZY6l0<> <a href="../test/read.cgi/livemegami/1684666958/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> 草 <br> さすがにかｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:40.30 ID:0Upkepnv0<> にじのソロのオリ曲って最高再生数どれ？ <br> くずーはですら300万再生ってのは知ってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:40.77 ID:b6fxUuoP0<> ぺこらゲーム音小さいんだがお前らは普通に聞こえてんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:12:43.63 ID:Tg8xCB8w0<> ぺこらがファファファ笑いに挑戦してるの気づいてるの俺だけか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:49.67 ID:zbWq7Fdp0<> <a href="../test/read.cgi/livemegami/1684666958/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> 30分もかからんぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:50.78 ID:eMbLLqQW0<> <a href="../test/read.cgi/livemegami/1684666958/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> ─────「歯茎」が出るぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:52.69 ID:nsRB2Az20<> オレこのクソゲーシリーズ好きじゃないんだよなあ(´・ω・｀) <br> 全然わらえるポイントがないわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:12:53.97 ID:Tzqtidtc0<> <a href="../test/read.cgi/livemegami/1684666958/288" rel="noopener noreferrer" target="_blank">&gt;&gt;288</a> <br> まじ？みるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:02.24 ID:XVzhRNl60<> <a href="../test/read.cgi/livemegami/1684666958/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> チラチラ見に行って気にしてるやつが一番みっともないよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:04.98 ID:EVg8D29E0<> <a href="../test/read.cgi/livemegami/1684666958/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> 別に毎回確実に終了ツイートあるわけじゃないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:05.68 ID:ONRMDLur0<> ぺこらは配信の鬼だから <br> 配信の鬼 <br> https://i.imgur.com/DDvC8Le.jpg <br> いっぱんまんさん <br> https://i.imgur.com/IogFuVS.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:13:05.93 ID:SxNtNEaH0<> <a href="../test/read.cgi/livemegami/1684666958/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> ぺこらの声でけーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:07.86 ID:Nu99BbFG0<> <a href="../test/read.cgi/livemegami/1684666958/291" rel="noopener noreferrer" target="_blank">&gt;&gt;291</a> <br> まあわかる <br> ネタないからしゃーなしとは思うが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:09.71 ID:ookbQKLK0<> なんか音量上げてるとぺこらのクチャ音聴こえるんだけど元々こうだっけ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:09.71 ID:w5NLvuEr0<> ぺこちゃん <br>  <br>  <br> ちゅま&#128542; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:13:10.86 ID:vic4PWc/0<> <a href="../test/read.cgi/livemegami/1684666958/235" rel="noopener noreferrer" target="_blank">&gt;&gt;235</a> <br> 切り抜きで言えば有利な筈だけどなぺこら <br> と思ったけどコラボしまくってるマリンのが有利か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:11.97 ID:nsRB2Az20<> <a href="../test/read.cgi/livemegami/1684666958/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> めっちゃ小さいよ <br> いつも小さいからもう諦めてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:13:12.95 ID:HkKheTXJ0<> ぺこーらが稀にやってるこのツクールゲーって同一作者？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:23.63 ID:ciVtahjj0<> <a href="../test/read.cgi/livemegami/1684666958/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> ぺこちゃんの声しか聴こえん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:30.09 ID:LSObi6zG0<> <a href="../test/read.cgi/livemegami/1684666958/286" rel="noopener noreferrer" target="_blank">&gt;&gt;286</a> <br> カリオペ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:32.48 ID:ge58q++L0<> <a href="../test/read.cgi/livemegami/1684666958/288" rel="noopener noreferrer" target="_blank">&gt;&gt;288</a> <br> 先週のホロぐらで頑張って再現しようとしてたろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:34.82 ID:6KrwDrpU0<> 笑い方ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:35.11 ID:jw0jVt3Z0<> このシリーズつまんないよな&#128543; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:36.66 ID:kjA3a+R/0<> このRPGピキピキパリピピーマンみたいなやつ作ったやつ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:39.56 ID:vOf31qm20<> <a href="../test/read.cgi/livemegami/1684666958/305" rel="noopener noreferrer" target="_blank">&gt;&gt;305</a> <br> うん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:13:43.31 ID:IJdifndv0<> ｸｶｶ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:13:45.70 ID:ClyCnsXD0<> <a href="../test/read.cgi/livemegami/1684666958/302" rel="noopener noreferrer" target="_blank">&gt;&gt;302</a> <br> いや違うはず <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:46.03 ID:X2sihIqn0<> ホロメンのやりたい活動と <br> リスナーが求める活動とで乖離があるだけで <br> アイドルが求められていないって決めつけるのは早計 <br>  <br> というか、「アイドル」って箱は <br> なんでも入っちゃうし <br> 「アイドル」っぽくはないけれど <br> 求められているからって芸人っぽいこともしてるわけで <br> そもそもゲーム実況とかもあって、一概にこれまでの <br> 「アイドル」と同一視して良いのかもわからない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:43.40 ID:j1jEpUwR0<> <a href="../test/read.cgi/livemegami/1684666958/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> 臭すぎて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:47.47 ID:lQrctBc80<> ぺっさんが楽しそうで良かった&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:49.43 ID:Z8Tqnmnt0<> <a href="../test/read.cgi/livemegami/1684666958/170" rel="noopener noreferrer" target="_blank">&gt;&gt;170</a> <br> やっぱ高尾山か <br> 高幡不動まで歩いて1時間くらいだし合わせてちょうどいい感じになりそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:13:50.02 ID:r1GHmVGG0<> びっくりするくらいつまらないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:50.22 ID:+yGjZs2C0<> お前らもなげろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:52.18 ID:ge58q++L0<> <a href="../test/read.cgi/livemegami/1684666958/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> BGMの話の時なんも聞こえんかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:13:52.82 ID:UhDbQoj00<> 俺４月から朝暖房昼冷房使ってんだけどお前ら我慢してるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:13:56.82 ID:QyjDVSUr0<> <a href="../test/read.cgi/livemegami/1684666958/293" rel="noopener noreferrer" target="_blank">&gt;&gt;293</a> <br> 煽るために監視してるに決まってんだろ <br> お前みたいなのが毎回簡単に釣れるし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:58.15 ID:AgYq3EX40<> <a href="../test/read.cgi/livemegami/1684666958/288" rel="noopener noreferrer" target="_blank">&gt;&gt;288</a> <br> やっぱそうか <br> 昔よりは声高いけどﾌｧﾌｧﾌｧしてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:58.22 ID:BKjed7TN0<> <a href="../test/read.cgi/livemegami/1684666958/293" rel="noopener noreferrer" target="_blank">&gt;&gt;293</a> <br> たし&#129408; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:13:58.33 ID:h2Jlq13B0<> 日曜の夜のクソゲーてサザエさん症候群軽く出るわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:03.33 ID:3VOsGPwn0<> もう自演する手間で再生数回した方が効率いいだろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:04.07 ID:JyVnZY6l0<> やったぜ <br> あの子にもおすすめだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:03.99 ID:8MPGADU70<> おかゆのゴッドフィールドまったりで良い眠い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:06.86 ID:Nu99BbFG0<> ゲーム内で許諾確認できてええな！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:07.15 ID:zbWq7Fdp0<> 黒人主演ディズニー「リトルマーメイド」初週156円を超える超ヒットの見込み。ポリコレアンチまた負けた <br> https://greta.5ch.net/test/read.cgi/poverty/1684667270/ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:08.41 ID:xWu22oNH0<> ぺっさん、小銭稼いでます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:09.93 ID:Tg8xCB8w0<> 投げ銭はまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:11.39 ID:ciVtahjj0<> ﾌｧﾌｧﾌｧ返せよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:15.95 ID:UI8rLgmN0<> ぺっさん1000円スパチャ止まりません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:16.06 ID:PYGATFIk0<> <a href="../test/read.cgi/livemegami/1684666958/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> お前はなんJの状況実況し続けてくれよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:17.04 ID:Q3u2LPR/0<> <a href="../test/read.cgi/livemegami/1684666958/295" rel="noopener noreferrer" target="_blank">&gt;&gt;295</a> <br> この辺の意識の違いで王になれるか決まるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:17.24 ID:vR9h5R8H0<> BGM聞こえないって言ってる奴まじ？ <br> 耳大丈夫か <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:19.27 ID:iF8i2WlZ0<> <a href="../test/read.cgi/livemegami/1684666958/107" rel="noopener noreferrer" target="_blank">&gt;&gt;107</a>はかっさん無しスレの害悪コテハン「カリブー」の仕業なので皆さん通報お願いします！ <br> https://twitter.com/Caribu_com <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:26.34 ID:TMmKBvrH0<> ぺこーらのマイク最近でかすぎるんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:26.38 ID:S1WqeUqd0<> なんJこよスレで一番ムカつくのは途中で離脱してかなたそ行くやつな <br> こっちは我慢してつまらんこより実況してんのにさ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:28.66 ID:/mJXES2o0<> <a href="../test/read.cgi/livemegami/1684666958/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> どんな立地に住んでんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:29.60 ID:0Upkepnv0<> <a href="../test/read.cgi/livemegami/1684666958/304" rel="noopener noreferrer" target="_blank">&gt;&gt;304</a> <br> 日本語不自由な人に用はないです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:30.33 ID:5+Mc3cb80<> ファファファチャレンジ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:31.61 ID:1OkW6Oxp0<> 107 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/05/21(日) 19:27:19.76 ID:fn2kGTfX0 <br> マリン「ヘタクソのFPSって見る価値ない」 <br> マリン「上手い人のプレイならおおーってなるしヘタクソでも別のゲームならコメントと対話しながらできるけどヘタクソのFPSってゲームに集中しっきりでコメントは読めないしヘタクソだしで何見せられてるんだって気分になる裏でやっとけやそんなもん」 <br>  <br> これマジ？ <br>  <br>  <br>  <br> これはガチだけど「だから船長の配信皆見ないんでしょ」ってのが切り取られてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:37.41 ID:kDDCUQnP0<> おかゆマルチ対戦ゴッフィコラボ計画中です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:36.73 ID:y2mLSBw70<> ぺっさんハセシンみたいなテンションです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:38.59 ID:y5mkioX50<> 小銭稼げていいなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:38.85 ID:vR9h5R8H0<> 水溜まりボンド？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:40.97 ID:JyVnZY6l0<> <a href="../test/read.cgi/livemegami/1684666958/322" rel="noopener noreferrer" target="_blank">&gt;&gt;322</a> <br> そういう絡み方したいなら単発やめたほうがいいよ <br> 安っぽい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:41.39 ID:39JNue2+0<> <a href="../test/read.cgi/livemegami/1684666958/312" rel="noopener noreferrer" target="_blank">&gt;&gt;312</a> <br> 乖離があるってのがもう答えでは… <>
うんこ&#128169;<>sage<>2023/05/21(日) 20:14:45.38 ID:f5D4Au560<> <a href="../test/read.cgi/livemegami/1684666958/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)やべえ奴いるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:45.11 ID:pLE81tSF0<> お前らがまつりに甘くて山田に厳しいのはなぜ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:45.66 ID:Tg8xCB8w0<> ちょっとファファファ出たな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:48.54 ID:c5laDWIV0<> <a href="../test/read.cgi/livemegami/1684666958/295" rel="noopener noreferrer" target="_blank">&gt;&gt;295</a> <br> クソガキも入れろ <br> https://i.imgur.com/xVskr7u.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:49.03 ID:a2F1JQyY0<> 胡桃のあ　2023年大会実績 <br>  <br> 第10回CRカップ (Apex Legends)　開催日 : 2023/1/21 <br> メンバー : 胡桃のあ、える、TIE_Ru <br> 結果 : 3位 <br>  <br> 第6回GGC×BOSS CUP (Apex Legends)　開催日 : 2023/1/26 <br> メンバー :胡桃のあ、猫汰つな、英リサ <br> 結果 : 4位 <br>  <br> カラフェス2023冬 (スプラトゥーン3)　開催日 : 2023/1/29 <br> メンバー : 胡桃のあ、小沢高広(うめ)、くろす、不破湊 <br> 結果 : 3位 <br>  <br> えぺまつりトライアスロン　開催日 : 2023/3/10 <br> チーム名 : HIKAKINチーム <br> 結果 : 優勝 <br>  <br> VTuber最協決定戦 Ver.APEX LEGENDS Season5　開催日：2023/4/15 <br> メンバー：胡桃のあ、兎咲ミミ、樋口楓　コーチ：みこだよ <br> 結果：優勝 <br>  <br> ApexLegends GGC杯　開催日：2023/4/26 <br> メンバー：胡桃のあ、小雀とと、ハセシン <br> 結果：3位 <br>  <br> APEX　えぺまつり外伝S3　開催日：2023/5/21 <br> メンバー：胡桃のあ、みこだよ、ZerO <br> 結果：2位 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:49.78 ID:qKWDHt4e0<> 気まぐれクック！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:51.54 ID:XVzhRNl60<> <a href="../test/read.cgi/livemegami/1684666958/320" rel="noopener noreferrer" target="_blank">&gt;&gt;320</a> <br> 効いてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:14:53.15 ID:5+Mc3cb80<> <a href="../test/read.cgi/livemegami/1684666958/337" rel="noopener noreferrer" target="_blank">&gt;&gt;337</a> <br> マイクがデカすぎる！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:56.29 ID:2Fb2VL650<> めっちゃ男の名前出すじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:14:59.43 ID:VxcvU3ht0<> カネコどりゃああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:00.68 ID:j+zpm7Ah0<> 金子！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:02.79 ID:vOf31qm20<> すぐ出てくるところがよく研究しとるね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:15:07.68 ID:IJdifndv0<> &#129412;… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:15:09.11 ID:PBANYVhz0<> 俺毎日結構涼しいんだけど、、死ぬんか？ <br> 寝るときは暖房付けてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:15:09.64 ID:Tld8rNE/0<> 水溜りボンド&#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:09.93 ID:mwxj2aKM0<> 水溜りボンドどりゃああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:10.33 ID:VxcvU3ht0<> 男の名前出しまくりで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:12.12 ID:OdN0Xk9q0<> &#129412;ぺこちゃん男の名前出さないで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:12.19 ID:3JNmln/f0<> <a href="../test/read.cgi/livemegami/1684666958/335" rel="noopener noreferrer" target="_blank">&gt;&gt;335</a> <br> は？持病で片耳聞こえないんだけど <br> お前それ差別な？謝ってくれん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:13.34 ID:YjY+JGV00<> おがゆ？！ <br>  <br> https://i.imgur.com/JmzmnrN.jpg <br> https://i.imgur.com/zKFZhup.jpg <br> https://i.imgur.com/uFMk7S9.jpg <br>  <br> https://i.imgur.com/HWrfNPW.jpg <br> https://i.imgur.com/wWmyz3n.jpg <br> https://i.imgur.com/jC8AGJc.jpg <br> https://i.imgur.com/45nOfQa.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:15.21 ID:wwS+OAfh0<> ぺこらが男youtuber見ててわんわん泣いちゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:16.17 ID:JPZS1WOF0<> bgmに興奮してるけどこっちは全然聞こえてないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:15:16.40 ID:+Jic7aSg0<> こよりもノエルも数字に囚われずに好きなゲームやってて偉いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:15:17.91 ID:uRKft+J30<> <a href="../test/read.cgi/livemegami/1684666958/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> 捲られて困る人のリスナーか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/21(日) 20:15:18.76 ID:SxNtNEaH0<> ぺこーらの声煩くないボリュームにするとBGMほぼ聞こえん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:20.90 ID:Gruhxje+0<> やれそう！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/21(日) 20:15:21.32 ID:AgYq3EX40<> ヤレそう！？ <>
