名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/07/30(日) 16:10:48.76 ID:KzsLfdXu0<> 夏だが <>(・o・&#10052;) 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:32.25 ID:VOhvfVFw0<> 着替えめっちゃ勿体ぶるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:35.02 ID:HSqplOmX0<> これは30代後半のセトリ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:36.18 ID:L/6R+fpt0<> ラミィ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:39.69 ID:WCzgdHjW0<> 姫崎ルーナ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:39.71 ID:PaE0qhf10<> この曲ではい！はい！はい！はおかしいだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:41.47 ID:Zwn5q03V0<> ラミィ、2階レベル3で死亡です、、、 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:42.45 ID:6irWDnJ40<> これが&quot;ホロライブ&quot;な <br> ホリメンはこれを見て勉強しろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:44.13 ID:0u7/IlDB0<> ラミィガガガガガガガガ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:44.20 ID:agjKZo7L0<> <a href="../test/read.cgi/livemegami/1690701048/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> ミオと変わらんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:45.81 ID:lhNxMClh0<> <a href="../test/read.cgi/livemegami/1690701048/217" rel="noopener noreferrer" target="_blank">&gt;&gt;217</a> <br> 歌わないんだよなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:46.24 ID:Ukb8wsth0<> <a href="../test/read.cgi/livemegami/1690701048/185" rel="noopener noreferrer" target="_blank">&gt;&gt;185</a> <br> どちらかというと秋冬なイメージ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:46.86 ID:NG3f8z3J0<> あっこれかあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:47.05 ID:gdV4sKJE0<> これめっちゃ懐かしいなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:47.13 ID:BJ/qU6e70<> んなぁ…&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:50.33 ID:f4sieIUU0<> スバル今日やってること今週平日に十分消化出来たことなんだよな <br> P5の日常パートP4よりテンポ悪いうえに長いからこういうの平日に消化した方がいいんよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:50.49 ID:OIZl+qCe0<> これはギリ夏曲じゃない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:50.21 ID:t/YAvpTC0<> ぺっさんが完全空き巣＆8万の放流で3.3万しか行かなかった話しとく？ <br> https://livedoor.blogimg.jp/vstats/imgs/1/e/1e5b7982.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:51.77 ID:U4EAytvq0<> リレーの数字マジでゴミだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:52.56 ID:sPX6yFEX0<> ラミィ～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:52.74 ID:uErH8TOB0<> ルーナ&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:54.17 ID:MsRywd+v0<> 良い声だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:54.70 ID:HNqxOCdl0<> んなななーーーいやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:56.64 ID:ZLQC5R4D0<> <a href="../test/read.cgi/livemegami/1690701048/243" rel="noopener noreferrer" target="_blank">&gt;&gt;243</a> <br> んなは新しい曲は何もしらない <br> マジで何もしらない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:56.85 ID:u//cDuRC0<> 何故か泣けてきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:57.59 ID:oa+dOq070<> みこは登録も再生も激減してるしやっぱオワコンになってるわ  <br> ・コーン飼ってて男と絡めない  <br> ・外部に友達いないから外交できない  <br> ・思想が保守的で新しいことに挑戦できない  <br> 結果、ホロ内での狭いマンネリコラボとマンネリソロゲー配信しかできないから新規が入る導線がもはやない  <br>  <br> この、ホロライブ内に引きこもる程オワコンになる現象は今後さらに加速していくだろうね  <br> コロナ明けの新時代ではコミュ力が高ければ高い程ファン増える <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:14:57.85 ID:OiCGmMKI0<> 2階ＬＶ３で死ぬ女 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:14:59.29 ID:g0KmB0ly0<> ルーナイトって逆張りカッケェとか思ってそうw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:00.05 ID:QRVJfYpl0<> この歌浜崎で一番好き&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:00.65 ID:iVS6RIXJ0<> ラミィ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:00.98 ID:vPoKAOUc0<> ラミィチュートリアル越せたの奇跡か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:00.94 ID:oHevbgiv0<> ルーナのセトリたまんねえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:02.02 ID:Zwn5q03V0<> ラミィ草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:04.95 ID:jLNYg/tB0<> ルーナはイノセントワールド歌って初見の度肝抜いて欲しいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:05.37 ID:KyFZGOpt0<> あーこの曲かなつい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:05.60 ID:EuGkMT2g0<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> 初手GetWild草あ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:05.80 ID:qe+g45Kq0<> 【悲報】ラミィ、システムを理解していなくて荒れる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:07.39 ID:HcxL/4CX0<> <a href="../test/read.cgi/livemegami/1690701048/273" rel="noopener noreferrer" target="_blank">&gt;&gt;273</a> <br> 荒れるからしなくてよし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:07.42 ID:Txy8uAuD0<> んな崎あゆみだわこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:10.19 ID:pS5Y72F30<> 今のはアカン <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:09.99 ID:ixeRwQN10<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> ニコ生全盛期感 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:10.32 ID:A9Z1Pnw50<> <a href="../test/read.cgi/livemegami/1690701048/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> ルーナの新衣装が空き巣とな？と思ったけどただのタイプミスか <br> ぺこらが空き巣だったしな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:10.51 ID:8cXhbmII0<> 始まったばかりなのに夏の終わりを感じさせるのら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:10.98 ID:T5wiDqXr0<> サムネおすすめに出てきて草 <br> http://img.youtube.com/vi/PpYoUeeMQHc/sddefault.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:11.89 ID:GeYjAbmS0<> 何でみんなXのことまだTwitterって呼ぶの？ <br> はやく適応してほしいんですけど <br> 頭硬いのかリテラシーがねぇのか知らんけどよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:12.71 ID:Epvxh6IK0<> ルーナの浜崎が五臓六腑に染み渡る <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:12.54 ID:1rMvQr1c0<> なんかルーナが歌ってると泣けるなこの曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:13.24 ID:OIZl+qCe0<> んな崎ルーナ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:13.25 ID:Zwn5q03V0<> やっぱラミィだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:13.06 ID:WY2pb7Ir0<> んなたんやってるのにラミィの実況してるキチガイ邪魔すぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:13.08 ID:3OM9fV5S0<> <a href="../test/read.cgi/livemegami/1690701048/9" rel="noopener noreferrer" target="_blank">&gt;&gt;9</a> <br> 結局本人来なかったのか <br> まあ危ないししょうがないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:13.74 ID:Ukb8wsth0<> ブルーバードとかだと夏っぽいけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:14.81 ID:aUg5knGp0<> ラミィ・・・ <br> お前それで本気かよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:14.61 ID:NZDpeHcg0<> <a href="../test/read.cgi/livemegami/1690701048/273" rel="noopener noreferrer" target="_blank">&gt;&gt;273</a> <br> みこは登録も再生も激減してるしやっぱオワコンになってるわ  <br> ・コーン飼ってて男と絡めない  <br> ・外部に友達いないから外交できない  <br> ・思想が保守的で新しいことに挑戦できない  <br> 結果、ホロ内での狭いマンネリコラボとマンネリソロゲー配信しかできないから新規が入る導線がもはやない  <br>  <br> この、ホロライブ内に引きこもる程オワコンになる現象は今後さらに加速していくだろうね  <br> コロナ明けの新時代ではコミュ力が高ければ高い程ファン増える <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:15.16 ID:OmqV+1xU0<> ルーナイトとりあえず泣いています <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:15.79 ID:BC5/IZCF0<> 草　どんな熟練者も無理だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:17.64 ID:8XFrfyZ60<> 浜崎あゆみ側が曲名間違えてんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:18.38 ID:48eWS+XG0<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> if聞きてぇわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:19.67 ID:db6alc190<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> 今と変わらねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:20.29 ID:lhNxMClh0<> んなの歌枠は上手い下手で語れない質がある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:20.53 ID:SfpRKyGu0<> <a href="../test/read.cgi/livemegami/1690701048/217" rel="noopener noreferrer" target="_blank">&gt;&gt;217</a> <br> 歌えないリストにぶち込まれてたのら&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:20.56 ID:+k/q1D9G0<> <a href="../test/read.cgi/livemegami/1690701048/2" rel="noopener noreferrer" target="_blank">&gt;&gt;2</a> <br> なめたけのツイートをチェックしてる人間が存在してる事に驚いた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:22.21 ID:7feFtqaU0<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> 質 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:24.23 ID:DeT64TGR0<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> 今より一般ウケ考えてて息苦しそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:25.61 ID:NruM0ciH0<> そろそろラミィの死にざまを一覧にする人出てきそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:25.99 ID:ZVJjB5Vt0<> ロコちゃんが成長した後の歌だよなこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:26.01 ID:sNUBYHbu0<> ミオころねとカラオケ行ってほしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:28.63 ID:CMfVB4kM0<> SEASONS(浜崎あゆみ・2000年) <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:30.17 ID:sFlkcvzn0<> んなたん水着わすれてない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:30.62 ID:MsRywd+v0<> <a href="../test/read.cgi/livemegami/1690701048/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> 王道だが？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:35.27 ID:HNqxOCdl0<> 地声で歌っていいんやぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:36.20 ID:MZn9ujHh0<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> なんで保存してるんだい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:36.83 ID:vxTJWg5r0<> ぺっさんは今回のイベントで話についていけなかったから2部配信でやるぺこってならんよな…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:38.41 ID:aWZGRVKI0<> <a href="../test/read.cgi/livemegami/1690701048/175" rel="noopener noreferrer" target="_blank">&gt;&gt;175</a> <br> そもそも男が人気にならねーと女人気なんて得られないんだから <br> 女Vがいくらコラボしても意味ないねん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:41.35 ID:LK89Ugxn0<> こよりが裏でメメントス消化したの大正解すぎたな <br> ダレるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:44.96 ID:o/jBVr0f0<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> よく知らんけどコイツ顔色悪いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:45.29 ID:Th/zI9FK0<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> 銀河烈風バクシンガー入ってないじゃん！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:51.92 ID:OiCGmMKI0<> ラミィ失敗点を反省しないからヤバいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:52.00 ID:cPrCPwKK0<> 歌詞にんなが入ると反応してしまう <br> そんな、とかこんな、とか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:52.60 ID:BJ/qU6e70<> はよおっぱい見せろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:15:53.17 ID:L/6R+fpt0<> <a href="../test/read.cgi/livemegami/1690701048/299" rel="noopener noreferrer" target="_blank">&gt;&gt;299</a> <br> コアラミィ概念 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:55.69 ID:PQ6A0hJ40<> FGO、1分で2万RT増されました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:56.70 ID:8nlGYadc0<> <a href="../test/read.cgi/livemegami/1690701048/231" rel="noopener noreferrer" target="_blank">&gt;&gt;231</a> <br> ローグライクってストーリーもクソもないから大声だしてりゃ成立するんだよな <br> ターン制だから反射神経とか特別なスキルも必要ないし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:15:58.21 ID:DeYpacPz0<> んなたん質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:02.08 ID:NZDpeHcg0<> <a href="../test/read.cgi/livemegami/1690701048/328" rel="noopener noreferrer" target="_blank">&gt;&gt;328</a> <br> みこは登録も再生も激減してるしやっぱオワコンになってるわ  <br> ・コーン飼ってて男と絡めない  <br> ・外部に友達いないから外交できない  <br> ・思想が保守的で新しいことに挑戦できない  <br> 結果、ホロ内での狭いマンネリコラボとマンネリソロゲー配信しかできないから新規が入る導線がもはやない  <br>  <br> この、ホロライブ内に引きこもる程オワコンになる現象は今後さらに加速していくだろうね  <br> コロナ明けの新時代ではコミュ力が高ければ高い程ファン増える <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:03.05 ID:8ScYyInB0<> <a href="../test/read.cgi/livemegami/1690701048/307" rel="noopener noreferrer" target="_blank">&gt;&gt;307</a> <br> そっちも聞いたけど分からねえってなった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:03.81 ID:vqtluwH+0<> なんかモルルに見えてきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:04.77 ID:0oEqvgZ30<> ラミィ嘘だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:05.41 ID:A3v+IROd0<> <a href="../test/read.cgi/livemegami/1690701048/273" rel="noopener noreferrer" target="_blank">&gt;&gt;273</a> <br> スト6つまらんし仕方ないべ <br> 切り替えていけー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:05.19 ID:LEW2JzDz0<> <a href="../test/read.cgi/livemegami/1690701048/273" rel="noopener noreferrer" target="_blank">&gt;&gt;273</a> <br> ぺこらつよ <br> 同じ条件で2万さえ出せるホロメンいるだろうか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:06.18 ID:As3oiFl00<> んな&#129394; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:06.66 ID:OIZl+qCe0<> クッソ懐いなw <br> 妹がよくカラオケで歌ってたの思い出すわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:06.68 ID:OpkB1tL90<> <a href="../test/read.cgi/livemegami/1690701048/309" rel="noopener noreferrer" target="_blank">&gt;&gt;309</a> <br> オワコンってワード使ったらいつもの粘着自演ガイジ即バレするからやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:07.24 ID:agjKZo7L0<> <a href="../test/read.cgi/livemegami/1690701048/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> ボカロのほうが逆張りなんだが？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:07.86 ID:MOoeEeA/0<> <a href="../test/read.cgi/livemegami/1690701048/323" rel="noopener noreferrer" target="_blank">&gt;&gt;323</a> <br> 曲名間違ってるやんけ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:07.69 ID:5z91Vn9v0<> スバルのペルソナって <br> こよりと何時間くらい進行違うの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:09.46 ID:XJa1erxD0<> セレちゃん後20人か <br> 歌枠2窓はしんどいがミュート解除する <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:09.53 ID:XJDqC+K50<> AZKi～&#128525; <br> https://i.imgur.com/gWIKENL.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:11.23 ID:ZLQC5R4D0<> ルーナに比べたらマリンとか若者曲しってるほうだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:12.09 ID:heD1Yb9D0<> え？何歳？&#128559; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:13.82 ID:5fwa+w6A0<> 浜崎あゆみは嫌いだけど歌は割と名曲多い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:14.14 ID:Zwn5q03V0<> ラミィ、敵に会うととりあえず逃げます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:15.85 ID:PGzEWuOi0<> <a href="../test/read.cgi/livemegami/1690701048/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> ニコ厨やなー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:16.49 ID:NG3f8z3J0<> キャラ声ならなんでもアリです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:18.86 ID:uVz4qHzp0<> AZKi @AZKi_VDiVA (2023/07/30 16:14:40) <br> このあと16:30から #ホロサマ歌枠リレー &#127965;&#10024; <br> みんなのリクエストでセトリつくりました！お楽しみに～～！ <br> http://twitter.com/AZKi_VDiVA/status/1685549454563414016 <br>  <br> [引用元] AZKi @AZKi_VDiVA (2023/07/30 08:50:00) <br> 【#あずきんち 配信のお知らせ】 <br>  <br> 本日&#128339;16:30(JST)~ <br>  <br> &#10024;&#127965; #ホロサマ歌枠リレー &#127965;&#10024; <br>  <br> #hololivesummer2023 新水着お披露目&#128089; <br> そして夏らしい曲を歌っていきたい！&#127908; <br>  <br> この夏、一緒に盛り上がっていこう～～！！！&#127803; <br>  <br> 配信場所&#9654;https://youtu.be/-F9L8DfS4Hg <br> https://pbs.twimg.com/media/F2N5HvSawAEw_yd.jpg <br> http://twitter.com/AZKi_VDiVA/status/1685437548720443392 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:19.02 ID:W5c8TXhJ0<> Mが一番良いよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:20.02 ID:htrYVeIW0<> <a href="../test/read.cgi/livemegami/1690701048/207" rel="noopener noreferrer" target="_blank">&gt;&gt;207</a> <br> でも実際は外出た奴の方が登録1万程度と引き換えに微妙になってる感じある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:20.59 ID:8sjJFqIr0<> モルル（んなたん）「笑える日が来るだろう」 <br>  <br>  <br> ルーナイトはこれで泣くらしいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:20.91 ID:YetyPG7d0<> おかゆルーナAZKiかなたの流れ最高じゃん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:24.11 ID:hjjcLRcH0<> あくたん次のバトンとか言ってるけど <br> お前に渡すバトンなんかないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:28.65 ID:Epvxh6IK0<> ルーナ間奏でちゃんとんなんなして？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:28.65 ID:MlHnzop50<> &#128557; <br>  <br> https://i.imgur.com/LG3O1bM.jpeg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:29.06 ID:cYBAJrKp0<> さくらみこ王は18時からか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:29.70 ID:V5hxD+cZ0<> <a href="../test/read.cgi/livemegami/1690701048/337" rel="noopener noreferrer" target="_blank">&gt;&gt;337</a> <br> マジ？ <br> ぺこらの宣伝力強すぎるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:30.70 ID:VisoPZh60<> どこにみこアンが発狂する要素があったのかまるでわからん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:30.54 ID:nBgueSVi0<> ルーナとラミィとかなたそってアンスレの姫だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:31.81 ID:K+kuBqrQ0<> しんみりしゅるのらね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:32.95 ID:yEEwMVsB0<> <a href="../test/read.cgi/livemegami/1690701048/328" rel="noopener noreferrer" target="_blank">&gt;&gt;328</a> <br> 配信はまだ解禁してくれんやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:39.30 ID:DeT64TGR0<> <a href="../test/read.cgi/livemegami/1690701048/353" rel="noopener noreferrer" target="_blank">&gt;&gt;353</a> <br> んなたんみろや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:39.93 ID:NZDpeHcg0<> <a href="../test/read.cgi/livemegami/1690701048/345" rel="noopener noreferrer" target="_blank">&gt;&gt;345</a> <br> みこは登録も再生も激減してるしやっぱオワコンになってるわ  <br> ・コーン飼ってて男と絡めない  <br> ・外部に友達いないから外交できない  <br> ・思想が保守的で新しいことに挑戦できない  <br> 結果、ホロ内での狭いマンネリコラボとマンネリソロゲー配信しかできないから新規が入る導線がもはやない  <br>  <br> この、ホロライブ内に引きこもる程オワコンになる現象は今後さらに加速していくだろうね  <br> コロナ明けの新時代ではコミュ力が高ければ高い程ファン増える <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:40.66 ID:Sxti7SFG0<> <a href="../test/read.cgi/livemegami/1690701048/273" rel="noopener noreferrer" target="_blank">&gt;&gt;273</a> <br> お前が来るとアンスレ下山するんだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/07/30(日) 16:16:40.71 ID:SrQENNkf0<> <a href="../test/read.cgi/livemegami/1690701048/230" rel="noopener noreferrer" target="_blank">&gt;&gt;230</a> <br> 何にそんな時間かかってんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:42.18 ID:gmIY9LX70<> 俺一生このまま独身なのか…？&#129412; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/07/30(日) 16:16:42.49 ID:gIdXWVjH0<> セレちゃん達成しそうです <>
