名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/02(水) 20:22:38.28 ID:0aVFUYW00<> カバーしろ <>ホロメンのメンタルはボロボロ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:21.47 ID:EBWm1e060<> クソゲーしか持ってこない時点で電通のトラップだと気づけよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:21.76 ID:V6XwhOQj0<> まつりちゃこれどうすんの…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:21.44 ID:XoI1vpQx0<> クソガキも来てくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:21.55 ID:COoCqSPI0<> <a href="../test/read.cgi/livemegami/1690975358/78" rel="noopener noreferrer" target="_blank">&gt;&gt;78</a> <br> ミオしゃまでしんみりした雰囲気になったらもう配信にのせられないだろ <br> 笑って少しでも空気明るくしねぇとやばいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:24.17 ID:uJCtKp8A0<> お前らが壊した <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:24.93 ID:LOMtgMgv0<> オタクチョロいな泣いたら全部許されて好感度バク上がり&#129322;&#129322;&#129322; <br> これの可能性も0じゃないけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:27.22 ID:9zY7YLFE0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> 安心する&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:27.56 ID:+Wnj7muC0<> ホロメン壊したホリライブを許すな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:27.71 ID:ILtaxedc0<> 泣いたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:28.12 ID:5c5vUesD0<> ござるきた？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:28.23 ID:HswHl8kp0<> もしかしてホロライブで一番メンタル強なのミオ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:28.78 ID:4iXxBJYB0<> 助けになってない助言で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:28.87 ID:rw621gM60<> ホリメン来んなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:28.52 ID:fin5WsL50<> valoもう5キルくらいしてね？最強かよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:29.58 ID:RxGkPAzH0<> 涙のハットトリッカーミオ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:29.78 ID:m4ISPhb60<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> ミオしゃさあ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:30.36 ID:ffQexcBT0<> <a href="../test/read.cgi/livemegami/1690975358/124" rel="noopener noreferrer" target="_blank">&gt;&gt;124</a> <br> でゃまれ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:29.97 ID:6bm7ndyN0<> ロボ子さんAチームに移籍しよう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:31.12 ID:MR2TAivl0<> <a href="../test/read.cgi/livemegami/1690975358/234" rel="noopener noreferrer" target="_blank">&gt;&gt;234</a> <br> 俺は面白いけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:31.28 ID:WshtVEIZ0<> ろぼーこ最近やらかしあった気がするが忘れちった&#129402;最近アンスレいる時間少なくて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:31.61 ID:MwIAj/FZ0<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> なんだこの兎の化け物 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:31.79 ID:ZWx9Qm/20<> つまんねーし数字も出ないしメンタルも壊れるゲーム <br> ヴァロとかいうクソゲーやる意味あるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:32.16 ID:jni+ZlJC0<> ロボ子さんはホリライブで輝いてるって聞いたんだが？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:32.40 ID:jZm7Dxwv0<> あれ？ミオしゃが優しいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:32.70 ID:9o9cNRB60<> アーカイブ閉じたら余計ロボ子さん辛いだろが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:32.76 ID:1HNGRadf0<> ちゃんとVCで会話しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:33.18 ID:sFFIA/VY0<> ねねち <br> まつり <br> ロボ子 <br> 壊したヴァロ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:33.55 ID:jz/qCOba0<> ろぼーこ質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:33.41 ID:xn03dZFe0<> ホリゾンタルよりホロメンタルのほうがヤバいって話 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:33.99 ID:+Cp17V9l0<> <a href="../test/read.cgi/livemegami/1690975358/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> 非公開非公開非公開非公開非公開非公開非公開非公開非公開非公開非公開非公開削除削除削除削除削除削除削除削除削除 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:34.15 ID:O0ESlxag0<> わためクリニック→わためいと専門 <br>  <br> ミオしゃクリニック→ホロメン専門 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:34.55 ID:/FkbBcJt0<> <a href="../test/read.cgi/livemegami/1690975358/265" rel="noopener noreferrer" target="_blank">&gt;&gt;265</a> <br> あいつもヘラってるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:35.10 ID:aEhXMnRg0<> エドモンド本田 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:35.25 ID:u2YCMyxI0<> <a href="../test/read.cgi/livemegami/1690975358/128" rel="noopener noreferrer" target="_blank">&gt;&gt;128</a> <br> あやめとタイガ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:36.03 ID:nYOHLhpd0<> 俺らだってvaloとかホロスタだのに舵切らなきゃ文句言わないが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:36.18 ID:KbTvUSOs0<> お前ら耳ふさいどけ <br>  <br>  <br>  <br>  <br>  <br> 鬱はうつるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:35.88 ID:rRQeQRzX0<> 必死に泣くの隠してるロボ子さんにグッときちゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:36.55 ID:ngkMjADk0<> この状況 <br>  <br> 不味いだろwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:36.76 ID:BLnJJr+b0<> <a href="../test/read.cgi/livemegami/1690975358/245" rel="noopener noreferrer" target="_blank">&gt;&gt;245</a> <br> ヴァロ大会開きます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:36.87 ID:5696IVtN0<> 特大張り手どりゃあああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:36.92 ID:bRJ7fn8U0<> ホリメンホリメンホリメンホリメンホリメンホリメン <br> 数字数字数字数字数字数字数字数字数字数字数字数字 <br> 数字数字数字数字数字数字数字数字数字数字数字数字 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:37.19 ID:5uLyIbID0<> ヴァロなんて捨てべ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:37.32 ID:UFIWe6A00<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> この前も永遠に砂取ってたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:37.38 ID:QE7cEJYd0<> やっぱFPSってクソだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:37.06 ID:oE1hhOmY0<> そらみんなでエンジョイ大会してんのに空気読めないやつが勝手にイライラして勝手にヘラったら泣きたくもなるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:37.89 ID:ZGAkbREB0<> ねねちもきてくれ&#12316; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:37.59 ID:7nw+mGee0<> これ誰が悪いの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:38.26 ID:qFJzAeWP0<> 泣いてるロボこちょっとかわいかったじゃんどうすんのこれ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:39.86 ID:hYVoqbEy0<> &#128058;周りを見ろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:39.97 ID:DnoTyc0V0<> どちらかというと死にかけのホロメンにミオしゃが単にとどめを刺していく配信 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:39.92 ID:8L+kNwLo0<> まつりきたらもう配信にならねーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:40.86 ID:1X2q2pNa0<> こよりの配信との温度差で笑う <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:41.37 ID:zQCYTqFW0<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> 天賦の才 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:41.15 ID:7lJtj9Xc0<> そらこよのハグ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:41.54 ID:LlWIFJFV0<> 酔ったマリン呼ぼう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:41.28 ID:/HHBr+y70<> &#128058;（どいつもコイツもなんやねん…） <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:41.97 ID:wwQey5e/0<> これでは流石のミオしゃも全面的に優しいお母さんモード <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:42.38 ID:+ieFO3lC0<> こよりカムバーック <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:42.62 ID:hO/zoVkS0<> LOLガイジ僕「そういうゲームだろヴァロもLOLも」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:42.82 ID:FptuEH+20<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> &#128048;「なんで配信しててストレスたまんの？配信者向いてない」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:43.19 ID:Xk8yEKoy0<> <a href="../test/read.cgi/livemegami/1690975358/241" rel="noopener noreferrer" target="_blank">&gt;&gt;241</a> <br> ホロアン見ながら酒のんでそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:43.97 ID:RVjTbDC90<> ちょっと見るの辛いわ <br> こよりの相談見返すか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:44.22 ID:oQDc0ieb0<> 0期生で1人だけ周年ライブのゲストに呼ばれなかったり自分より下手な後輩にうるさく言われたりロボ子さんのメンタルはボロボロ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:44.61 ID:oY+Yd0q90<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> 結局この界隈は <br> メンタル最強が上に立つ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:44.91 ID:S8XKcpBp0<> <a href="../test/read.cgi/livemegami/1690975358/243" rel="noopener noreferrer" target="_blank">&gt;&gt;243</a> <br> かなん… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:45.09 ID:l2V8ao8V0<> 500人の社員を養わないといえないからしゃーない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:45.95 ID:9tXeSyJS0<> あのさぁ <br> こんなのを見にきてるんじゃねえんだよホロライブさんさぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:45.70 ID:gKq4i/Nt0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> 彩りを無視した味重視のお弁当みたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:45.75 ID:9+HG9ovs0<> ロボ子にはちょこ先がいるだろよい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:46.28 ID:DlasIbuT0<> 伝説に立ち会ってるぞこれ <br>  <br> 録画しとけよお前ら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:46.39 ID:VVsSIutw0<> 堀面頑張れよ&#128170;&#128513; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:46.40 ID:2WeFcjz30<> 0期生でロボ子だけみこちのライブに呼ばれなかったからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:47.63 ID:vwBRte5W0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> お前暇人すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:48.04 ID:oJ7qkoL60<> &quot;即効性の毒&quot; <br>  <br>  <br> ────────VALORANT <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:49.20 ID:GtL0KQXb0<> ろぼーこには理解のある彼氏が必要なんや！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:49.50 ID:+umnxsIE0<> <a href="../test/read.cgi/livemegami/1690975358/213" rel="noopener noreferrer" target="_blank">&gt;&gt;213</a> <br> 不安をなるべく解消し <br>  <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:49.54 ID:gML6ZFXO0<> カバー産業医いねーの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:49.85 ID:wH/ubh/C0<> ミオしゃ泣いてなかったら張り手してたんだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:50.33 ID:rw621gM60<> ホリメン <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> ギャハハハハハハハハハハハハハハハハハハハハハ <br> ギャハハハハハハハハハハハハハハハハハハハハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:51.64 ID:A6PCqVsU0<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> やめ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:52.11 ID:rQ52zNdO0<> <a href="../test/read.cgi/livemegami/1690975358/40" rel="noopener noreferrer" target="_blank">&gt;&gt;40</a> <br> メンタルは大事よマジで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:52.73 ID:hJaKKsx10<> マリンも酔っぱらって来いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:52.94 ID:X0uAD7Qo0<> <a href="../test/read.cgi/livemegami/1690975358/19" rel="noopener noreferrer" target="_blank">&gt;&gt;19</a> <br> 1台のロボットを壊したゴミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:53.29 ID:ECDm4FMW0<> ホリの事言ってるようにしか聞こえる… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:53.57 ID:3551ieb80<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> みこライブ見てないけどマジかよ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:53.57 ID:1xO5s3560<> かな建に入れろよロボ子 <br> どろ建は5人だからキャパオーバー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/02(水) 20:24:53.63 ID:iaPj9iEM0<> <a href="../test/read.cgi/livemegami/1690975358/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> さすがにおかゆ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:53.85 ID:ffQexcBT0<> <a href="../test/read.cgi/livemegami/1690975358/130" rel="noopener noreferrer" target="_blank">&gt;&gt;130</a> <br> 島流し <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:54.19 ID:HswHl8kp0<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> あっこりゃ... <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:54.03 ID:QQQblfif0<> ヴァロとかいう猛毒 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:54.51 ID:PI35qhVa0<> メンタル残りHP <br> こより＞＞＞＞＞かなたそ＞＞＞＞天皇＞＞＞ノエル＞ロボ子 <br>  <br> かなたそが2番目にメンタル余裕あったってマジ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:55.08 ID:iNcHJ3EK0<> にぃなねるねるねるねのCM知ってます。 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:55.10 ID:oU/1C93M0<> ちょっと待って&#129306; <br>  <br>  <br>  <br>  <br>  <br>  <br> さくらみこの同接雑魚すぎない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:55.66 ID:n4sjspIq0<> やめろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:57.00 ID:NmNNx4e90<> この後まつり来そう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:57.03 ID:u4YqL0IF0<> 自由でマイペース!? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:57.57 ID:6ViwWlH80<> 面白すぎて他の配信にいけないw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:24:59.50 ID:aEhXMnRg0<> ビッグモーター <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:24:59.56 ID:m9imupLB0<> 次の人はしょーもない下ネタと設定ネタやるだけでしょ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:00.03 ID:FkoDolDh0<> ロボ子さんもようみとる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:00.22 ID:Xjay0V1e0<> ルーナ頼むロボちゃを助けてあげてくれ&#128557;&#128557;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:01.28 ID:D+7tEbUP0<> 人気ないのにメンタル壊れても知らんがな、数字だせよ無能 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:01.41 ID:tFKyGqsW0<> 底辺が泣いてる傍で <br> マリンは酒を飲み <br> みちこは楽しそうにライブを振り返り <br> こよりはウソ発見器に犯されている <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:01.57 ID:/kHSESiI0<> ｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:01.78 ID:NgJSb3ZV0<> ちなみにミオのメンタルは誰が救ってくれるん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:02.27 ID:u2YCMyxI0<> <a href="../test/read.cgi/livemegami/1690975358/145" rel="noopener noreferrer" target="_blank">&gt;&gt;145</a> <br> カバーやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:02.27 ID:ngkMjADk0<> ろぼーこ <br> 質すぎる&#128518; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:02.94 ID:/FkbBcJt0<> 愚者？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:02.97 ID:k4qst4wX0<> そういえばまつりも壊れてたな <br> もうだめだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:03.05 ID:RxGkPAzH0<> ホリメン全員のケアしてくれ頼む <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:03.11 ID:dRX1yfUc0<> 自由でマイペースって… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:02.96 ID:mmkZ/a130<> 愚者です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:03.83 ID:GOa3QTA00<> <a href="../test/read.cgi/livemegami/1690975358/295" rel="noopener noreferrer" target="_blank">&gt;&gt;295</a> <br> 勝手にキレて勝手にヘラってるだけやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:04.00 ID:vB7rvRJO0<> <a href="../test/read.cgi/livemegami/1690975358/241" rel="noopener noreferrer" target="_blank">&gt;&gt;241</a> <br> この配信肴にして飲んでそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:03.85 ID:tOxVl16l0<> <a href="../test/read.cgi/livemegami/1690975358/215" rel="noopener noreferrer" target="_blank">&gt;&gt;215</a> <br> 勇次郎の「なんで？」ばりに変化がない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:04.20 ID:+rBKpc+00<> ロボ子さんノイキャンふざけんなと思ったら <br> 泣いてたのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:04.55 ID:MgmYPoTv0<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> ほーん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:05.59 ID:rJ0NDmts0<> これもどうせ表だと「厄介アンチがFPSやることを叩くせいでホロメンが病んでる！」って解釈になるんだろ <br> はーしょーもな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:06.26 ID:V6XwhOQj0<> 愚者ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:05.95 ID:HrX1wgWX0<> フェニックス最高だったわすまんロボ子 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:06.29 ID:O0ESlxag0<> はじまった…！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:07.49 ID:0uolBzVO0<> もうロボ子からFPS取り上げろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:08.75 ID:jz/qCOba0<> 俺怖いよ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:08.49 ID:vAs6da6c0<> 俺メルさんがお世話になってロボ子の株爆上がりなんよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:08.80 ID:gFfOLBkV0<> ぺこらひよった？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:08.70 ID:OBwIDXTp0<> 愚者のカード <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:08.97 ID:wwQey5e/0<> 過去が愚者はなかなかの張り手 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:09.98 ID:s5Qq3QMl0<> <a href="../test/read.cgi/livemegami/1690975358/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> ミオしゃはけっこう弱い <br> クソ強いのはぺこみこわため <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:10.14 ID:1t+1BwhO0<> どんどん張り手飛んできて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:10.86 ID:fC218kEB0<> 魂動かしてるやつはダメだなやっぱ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:10.86 ID:l0xYdS+00<> 愚者！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:11.48 ID:xchBTiDV0<> にぃな見んべ&#128580; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:11.93 ID:sTDqaDPR0<> ヴァロラント <br> ・コーンは発狂してガイガイします <br> ・同接は出ません <br> ・チーム練すると辛くてメンタル壊れます <br>  <br> このゲームをカバー推す理由 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/02(水) 20:25:12.10 ID:K9HE5qfv0<> 愚者は草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:13.18 ID:0LtUJ5e10<> 気球儀 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:14.76 ID:TAfqelC10<> <a href="../test/read.cgi/livemegami/1690975358/322" rel="noopener noreferrer" target="_blank">&gt;&gt;322</a> <br> まぁそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:15.11 ID:3f0fjY4N0<> 正位置の大アルカナ出るまでシャッフルしてやれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:15.18 ID:m8M543F80<> <a href="../test/read.cgi/livemegami/1690975358/89" rel="noopener noreferrer" target="_blank">&gt;&gt;89</a> <br> みこの新曲の歌詞に0期生全員出てるから！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/02(水) 20:25:15.13 ID:eA4VYQ000<> カバーってヤバい会社なんだな <br> ホロメン守れよな <>
