名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/09/07(木) 19:11:31.74 ID:+ZHO6vXs0<> まあ他にないんだけど <>ロボ子さんをいじめるな&#128545; 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:26.30 ID:0c5Pg71J0<> ホロスタ倶楽部どりゃあああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:26.23 ID:R2opMyMD0<> ダンクしていい？&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:26.61 ID:l14V3dQL0<> <a href="../test/read.cgi/livemegami/1694081491/30" rel="noopener noreferrer" target="_blank">&gt;&gt;30</a> <br> 実際ロボ子さん渾身のネタだったんだぞ <br> 珍しくこのスレでも少し話題になったろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:26.72 ID:/GFmlrAZ0<> やべえ飯食ったのに月見食いたくなってきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:27.04 ID:DCyGKWa10<> ホロスタ倶楽部どりゃああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:27.12 ID:sTC602vl0<> ホロスタ倶楽部ｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:27.32 ID:8oLHMvDQ0<> ぼく「ﾅﾊﾊ&#129303;」 <br> お前ら「ガイガイガイ！」 <br>  <br> どっちが幸せかは明白だよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:27.70 ID:H4ivRMl+0<> ほんとカスみたいな人気のゴミ紐集団が優遇されまくってんなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:27.78 ID:QWT9pwxx0<> みこちホロスタに触れないで&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:27.75 ID:aNyRvpGM0<> (´・ω・｀)はぁ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:27.99 ID:5WETukKk0<> <a href="../test/read.cgi/livemegami/1694081491/219" rel="noopener noreferrer" target="_blank">&gt;&gt;219</a> <br> 耳と髪飾り要らねーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:28.03 ID:GSgCC+h90<> オウガしか知らねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:28.19 ID:a+fADuvg0<> ホロスタいやあああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:28.36 ID:TvWLs4Dy0<> ホロスタwwwwwwwwwwwwwwww <br> いるかこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:29.03 ID:741zKGhB0<> 低評価した <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:29.17 ID:lAdp9OCk0<> みこめっと　　ファーストテイク、東京観光大使 <br> そらあず　コラボ曲、ビクターメジャーデビュー <br>  <br> ロボ　　ハゲ <br>  <br> 病んじまうよ&#128553; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:29.88 ID:wzsMuLnj0<> カバーってどこまでアホなんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:30.60 ID:GoDvKkNi0<> ホリゾンもホロスタもなかったことにせぇよ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:30.57 ID:8aY4r5TW0<> 0期生の6周年じゃなくてそらちゃんの6周年やろ？ <br>  <br> ホロプロだって発足したのホロスタの後だし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:31.14 ID:xO6xO/5n0<> やらおん最強&#128170;やらおん最強&#128170; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:31.78 ID:ryVdcYS+0<> ここぞとばかりにホロスタ宣伝してて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:32.18 ID:NyxCgByK0<> 女は自分より劣る男に冷たいから気にするなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:32.64 ID:1TG9JSkB0<> こっちで宣伝すんのやめろ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:33.07 ID:WnLx5iMf0<> はあ <br>  <br> クソ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:33.40 ID:AHDyVIh60<> この番組酷すぎて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:33.75 ID:g2z+d9kZ0<> 当たり前のようにホロスタの宣伝してんじゃねーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:33.68 ID:WEYOztFN0<> これはつまりハゲが東京観光大使並みってことじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:34.06 ID:Cu1VgNa60<> ホロスタ最強！ホロスタ最強！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:34.31 ID:Oh2h7qXR0<> 半分以上分からねえ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:34.73 ID:b6xJzdrf0<> すべてが繋がっていく <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:34.96 ID:Wc5N6MpU0<> ホロスタ来たああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:35.33 ID:PTbe2Pve0<> ふざっーけるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:35.39 ID:NTvr5lnn0<> 0期生ってみんな古参みたいなイメージあるけど3/5が2期生より後にホロライブに加入してるんだよな <br> ここのにわかは知らなそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:36.20 ID:JcDlxN6n0<> ホストっていきそうなやついそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:36.60 ID:QWT9pwxx0<> ホロスタ倶楽部 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:36.68 ID:vehJpyLz0<> 女にキャリーされるとか恥ずかしい奴らやなぁ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:36.55 ID:fY+c0dF+0<> ホロライブのチャンネルで何でホロスタ見せられてるんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:37.11 ID:i2EM430R0<> ガンマロベル神聖性だけでいいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:37.25 ID:6ND5neUX0<> さいねガワってホント可愛いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:37.41 ID:S6YIZLz+0<> <a href="../test/read.cgi/livemegami/1694081491/24" rel="noopener noreferrer" target="_blank">&gt;&gt;24</a> <br> アズキはいいのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:37.50 ID:MIJoMrFT0<> スタッフ「ここでホロスタの宣伝をはさみますね」 <br> ろぼーこ「はい」 <br>  <br>  <br>  <br> ろぼーこ「体調不良で休みます」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:37.83 ID:eDIyGlnq0<> ダンクしとくね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:38.39 ID:QcdFGzfe0<> なんでホロの配信でこういうことするんだよ <br> もうホロスタとか売れねえよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:39.17 ID:VcvkdkEj0<> すまん <br>  <br>  <br>  <br> 文句あるならバリウムでもみてればよくね&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:39.32 ID:aaEvkaUc0<> 青くんどうすんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:39.38 ID:HTnjvFOJ0<> 応援見守り尊重 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:39.76 ID:BrgKazeM0<> いい加減ホロの公式でホロスタの宣伝するのやめろ <br> CM入ってるのと変わらんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:42.58 ID:q+HzTUgS0<> 逃げれない所でホロスタいいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:42.81 ID:B7Q9VRud0<> ルイの配信の方がマシじゃない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:42.87 ID:8SYb2JxO0<> 倶楽部ってそういう・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:42.93 ID:G66kEEPT0<> ホロスタ倶楽部熱すぎんだろ! <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:43.16 ID:PHxk9VfD0<> AGFってコーヒーギフトじゃないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:43.41 ID:AnhiRknn0<> <a href="../test/read.cgi/livemegami/1694081491/177" rel="noopener noreferrer" target="_blank">&gt;&gt;177</a> <br> ｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:44.04 ID:lCkUN2fO0<> アルハゲの顔まじでむかつくわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:44.35 ID:ZxvhU53+0<> まじでホロプロ特番にしてホロプロねじこんでくるのやめろ <br> ホロスタのチャンネルでやれよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:44.37 ID:rdxJVwbQ0<> 倶楽部民どりゃあああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:44.81 ID:oOLP8T0Z0<> この番組ホロスタ目当てで見てる奴いねーだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:44.99 ID:u5fqKMLR0<> 久しぶりにダンクしたわ舐めたことしてんじゃねーぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:45.51 ID:aiP2hhyW0<> ホロスタの紹介＞ホロライブの紹介なの草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:45.78 ID:/GFmlrAZ0<> ナハーハかわいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:46.47 ID:Igj+wc1d0<> ホロスタってやっぱり倶楽部なの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:47.49 ID:ENL+dGvq0<> つまんね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:47.57 ID:8O5gLchH0<> もしかしてホロスタ合コン告知放送か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:47.63 ID:jOkCRePY0<> はい低評価 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:48.16 ID:THWeObNG0<> ホロスタなんか美化しすぎやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:49.72 ID:E1QqaVjp0<> 554 名前はないないナイアガラよ！ (ﾜｯﾁｮｲ)  2023/09/06(水) 23:03:07.00 <br> しゃーねーから誰と絡めばいいか教えてやるよ <br>  <br> ロベル　ホロスタ脱出した男　仮にホロスタ解体されても一人だけ生き残る生還者 <br> 今ホロスタで単独グッズ出せるのはロベルだけ　いつもトイレが近い男だが他箱と交流してハーレムを築いてる <br>  <br> アステル　特級呪物と揶揄されてはいるが渋ハルにエペプレデター（最高ランクの評価）認定されている <br> 仮にホロスタ首になってもネオポルテに移籍濃厚な男　現実でもイケメンなので憎い存在 <br>  <br> オウガ　中身はおっさん　悪人ではないホロスタとしての活動より独自で案件取ったりしてる <br> ホロライブの沙花又みたいな女に気を付けろと警告を出した <br>  <br> 水無世燐央　ホロスタで唯一絶対安全だと言える存在 <br> 何故安全かは何となく分かる　猫を飼っている　みやびはいつもリオの事を気にしてる　ギター弾き語りもやる <br>  <br>  <br> 以下要注意な連中 <br>  <br> 花咲みやび　ゲーム大好き　FPSでは狙撃が得意 <br> ホロスタの後輩であるリオ君にいつも優しい　だが同期は平気で売る男　油断するな <br>  <br> 奏手イヅル　見た目は粗暴だがホロスタ1の良識人　いつも同期の事を考えて <br> 厳しい事も言うが最後には同期を見捨てないのもイヅル　歌も上手い　欠点は仲間を見捨てられない事　油断するな <br>  <br> 律可　歌が上手い　割と良識ある <br> 中身が高齢だと噂もあるが落ち着きもあり悪評は少ない <br> だが油断はできない <br>  <br> アルランディス <br> ホロスターズの問題児　自分の欲望に忠実で遠慮なく後輩にたかる結果 <br> いつも同期にボコボコにされている　だけど同期に殴られて文句を言ったことはないが糞野郎 <br> 接触したら孕まされる <br>  <br> 岸堂天真　正々堂々騎士ムーブを掲げてはいるが <br> 裏では腹黒い事を考えてる可能性もある信用ならない男　油断はできない <br>  <br> 影山シエン　なんでも器用にこなすバランス派 <br> 目立った欠点がないからこそ信用ならない　イケメンボイスに騙されるな <br>  <br> 夜十神封魔　色々な意味で残念な男 <br> 鼻水垂らしてそうだが演技の可能性もある　油断できない <br>  <br> 羽継烏有　誰かに何か言われた訳でもないのに36時間配信する配信モンスター <br> 場合によっては第二の釈迦になる可能性もあるので油断できない　FPSは上手い <br>  <br> 緋崎ガンマ　元漫画家　コミュ強でスト鯖にも招待された経験あり <br> ぶいすぽっ！と仲がいいので油断は出来ない　だがアホだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:50.02 ID:QWT9pwxx0<> ホロライブ方針変わってんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:50.10 ID:OBswNrhb0<> 下山しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:50.38 ID:MmLkBARY0<> 刀ピーの1000万記録&#8594;41日と1時間 <br>  <br>  <br>  <br>  <br>  <br> びしょパイの1000万記録&#8594;38日と21時間  <br>  <br>  <br>  <br> あっ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:50.16 ID:QUv6XotX0<> ホロスタはまだ半分以上認識すらしてないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:52.09 ID:nnxJIPzM0<> 表のコメントも結構ストレートなこと言うなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:52.15 ID:+19AKD3h0<> 女性人気だりゃあああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:52.49 ID:kUTX8YW30<> いまうわぁって言ったの誰だw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:52.63 ID:ZvlV2lyY0<> まーたホロリスおちょくられてやんのw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:53.14 ID:2nkspGH30<> 0期生にこんなんやらせるなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:53.38 ID:DCyGKWa10<> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:53.60 ID:cNZ4dhF/0<> すまん <br> ホロスタ最強 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:53.67 ID:zKdgMa8b0<> ホロスタでテンションダダ下がりで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:54.71 ID:KgeIWkBf0<> ホロアンのパクリかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:54.85 ID:Gm81J4xa0<> 0期生見に開いたら <br> ホロスタクラブ見せられたんだけど <br> 気分最悪 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:55.26 ID:JcDlxN6n0<> ここで紹介すんなぼけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:55.78 ID:a+fADuvg0<> めっちゃ力入ってるって京言葉け？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:56.68 ID:WEYOztFN0<> 女にヨイショされるとか男としてのプライドねぇのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:57.21 ID:Lh0+U5t00<> ガールズフェスティバル <br>  <br> かっぱには無関係なんだが？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:57.81 ID:Aut8sL370<> ホロスタ最強！ホロスタ最強！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:13:58.12 ID:ryOrkjPe0<> ﾅﾊﾊ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:13:59.73 ID:5GggexhS0<> この配信って二時間くらい配信しなかったけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:00.07 ID:39iMniNM0<> <a href="../test/read.cgi/livemegami/1694081491/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> 切っても切り離せない関係なのが辛いな <br> 必ずホロスタ絡まされるし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:00.19 ID:jZupwWqx0<> ナハハってメンタルは強そうだな <br> お金に余裕がありそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:00.39 ID:IEL9nJeH0<> <a href="../test/read.cgi/livemegami/1694081491/225" rel="noopener noreferrer" target="_blank">&gt;&gt;225</a> <br> 実は好きでも嫌いでもない <br> 本当に嫌ってるのここでも半分くらいだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:02.57 ID:PTbe2Pve0<> ホロライブだけでいいやろ&#128545;&#128545;&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:03.22 ID:60v41XJb0<> ほんとひでーわ公式番組って <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:03.37 ID:PIs+L/RX0<> 月見やらないのはこれのせいだろ <br> https://i.imgur.com/OWHKq1H.png <br> https://i.imgur.com/psRwbWU.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:04.12 ID:8aY4r5TW0<> まだホロスタ出すんかい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:04.37 ID:LWSAQ0DN0<> なにこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:04.62 ID:DCyGKWa10<> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:04.31 ID:4J0oXNSu0<> <a href="../test/read.cgi/livemegami/1694081491/225" rel="noopener noreferrer" target="_blank">&gt;&gt;225</a> <br> 昔はよそで頑張ってるならどうでもいい存在だったんだけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:04.64 ID:UDHLLuF/0<> ホロスタにブスが入れば俺たちも推せるのに女ウケ狙ってるイケメンしか居ないんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:04.68 ID:NPYvUNz60<> これホロスタの告知したかっただけ？　カバーしねや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:04.99 ID:QWT9pwxx0<> すまんホロライブのチャンネルでホロスタ見せないで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:05.31 ID:6sr4qsHW0<> スタハラやめろ！訴えるぞ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:05.34 ID:lCkUN2fO0<> はやくながせや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:05.19 ID:Ec4kXrYY0<> ホロスタの宣伝ばっちりやね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:07.02 ID:8QcJcXmU0<> ホロスタ強要を許すな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:08.88 ID:mUtkgIG+0<> <a href="../test/read.cgi/livemegami/1694081491/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> みてるよ&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:10.09 ID:H6h4bQqf0<> 谷郷はホロスタを諦めない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:09.90 ID:uUYuqZbm0<> 数字ある奴を優遇は理解できなくはないけどホロスタゴリ押しはマジで理解できない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:10.20 ID:q0wazgGa0<> <a href="../test/read.cgi/livemegami/1694081491/100" rel="noopener noreferrer" target="_blank">&gt;&gt;100</a> <br> これは正直面白い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:11.07 ID:fdhkgvsC0<> ブラバしたわ、やっぱナハーハしか勝たん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:10.92 ID:BE5hi1RW0<> ホロスタ最強！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:11.70 ID:QhD4cCMS0<> これもうセクハラだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:11.55 ID:Q1DjSytc0<> <a href="../test/read.cgi/livemegami/1694081491/6" rel="noopener noreferrer" target="_blank">&gt;&gt;6</a> <br> ぼっさんトドメ刺すなや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:14.01 ID:qxGJ8Bvo0<> &#128117;ババアッババアッババアッ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:16.83 ID:DCyGKWa10<> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <br> ホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタホロスタ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:16.89 ID:iasUCyK40<> ナハーハ、ペロペロしてます&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:17.12 ID:NPYvUNz60<> ダンクした <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:17.31 ID:HTnjvFOJ0<> まだまだホロスタの宣伝するのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:17.54 ID:x2IKwPZt0<> <a href="../test/read.cgi/livemegami/1694081491/318" rel="noopener noreferrer" target="_blank">&gt;&gt;318</a> <br> ホロライブとしてじゃなければデビュー自体は早かったりするからややこしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:17.57 ID:vevfMNUm0<> ホロスタの紹介のが手が込んでる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:18.00 ID:10kFpelg0<> さあホロスタだ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:17.97 ID:Oc2iTZJN0<> ナハーハ、舐めてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:18.27 ID:Pn9R0ZSn0<> 正解者多くて草 <br> https://i.imgur.com/vvegeqA.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:18.32 ID:5WETukKk0<> ナハハ舐めろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:18.31 ID:BqeGpTlg0<> Aちゃんの照れ顔かわいいです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/09/07(木) 19:14:19.47 ID:0c5Pg71J0<> スイッチャー無能で草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:19.73 ID:QWT9pwxx0<> ホロスタ強要 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:19.91 ID:iQjM2QXh0<> ホロスタのせいで未来が真っ暗なんですが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:19.80 ID:hz6+VlvL0<> ソース舐めるのは食いしん坊すぎんかｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/09/07(木) 19:14:20.20 ID:741zKGhB0<> ホロスタ強要すんな <>
