名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/18(金) 23:40:31.05 ID:qqFV2MvU0<> &#128003; <>牛 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:45:42.80 ID:yeSHMmqU0<> 1092 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:45:42.48 ID:72lcx6K60<> <a href="../test/read.cgi/livemegami/1692369631/234" rel="noopener noreferrer" target="_blank">&gt;&gt;234</a> <br> それは、そう&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:45:46.65 ID:1HA0f0LP0<> バリウム強くなってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:45:52.98 ID:Bw1/pMNS0<> <a href="../test/read.cgi/livemegami/1692369631/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> MIXしてあればシャチもいいと思うよ <br> 常夜リペイントのソロとゾンビ好きだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:45:53.28 ID:B6lAWDy50<> <a href="../test/read.cgi/livemegami/1692369631/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> 休めててえらい！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:45:55.47 ID:QXL7t8c50<> みこフレア団長の３人も雰囲気よくて中々ええな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:45:57.68 ID:AYoOA+/q0<> すいちゃんトイレだったの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:45:58.46 ID:6JVkzOgR0<> ウタノも上手いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:00.97 ID:0898bIAV0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> 福山雅治なら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:02.82 ID:io9G4B910<> デバフ選曲なのに登山し続けてるのは質の証 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:05.23 ID:I+/q3cut0<> &#128003;&#129344;&#127926;&#128003;&#129344;&#127926; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:06.66 ID:Xg5zfeQz0<> すいちゃんより上手いとか言ってるやつはリスやアイリスのことも持ち上げてそう <br> 別に持ち上げるのはいいけどちゃんと聞けな？ <br> 上手いだけじゃ売れないからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:08.30 ID:cOb5b9/u0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> 今年はsquidよく聴いてるわ、あとjohn carroll kirbyとtim hecker <br> 女ボーカルだととキャロラインポラチェクとパラモア <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:13.42 ID:IeOURkdW0<> <a href="../test/read.cgi/livemegami/1692369631/264" rel="noopener noreferrer" target="_blank">&gt;&gt;264</a> <br> 配信の実力()は仕方ないにしても歌はなんとかなるだろって思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:15.37 ID:ij3UMDcc0<> バリウムは既に５ｃｈだけでなく表でも見つかる段階に入ったぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:16.12 ID:HOd2WxBh0<> 1095どりゃあああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:16.59 ID:E/WCOSMU0<> <a href="../test/read.cgi/livemegami/1692369631/282" rel="noopener noreferrer" target="_blank">&gt;&gt;282</a> <br> 今日の歌で確信したわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:16.64 ID:fHOdH6Vr0<> 1100いきそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:17.94 ID:7oBsmh/T0<> <a href="../test/read.cgi/livemegami/1692369631/129" rel="noopener noreferrer" target="_blank">&gt;&gt;129</a> <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:22.22 ID:0w6P18Pi0<> にじさんじには…？ <br>  <br> https://i.imgur.com/TU9ZMZj.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:22.47 ID:K8ryG+1k0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> ナハ太郎 <br> となりのナハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:23.63 ID:cKj9cSvq0<> <a href="../test/read.cgi/livemegami/1692369631/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> お盆なのに、配信サボったのがガチで気分損ねたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:24.41 ID:9dKIy8EF0<> <a href="../test/read.cgi/livemegami/1692369631/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> あわーわの声出てなくて掠れてる感じも好きだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:26.09 ID:xxFzQAfE0<> <a href="../test/read.cgi/livemegami/1692369631/282" rel="noopener noreferrer" target="_blank">&gt;&gt;282</a> <br> 1万人が見てる中ピクロスの解説実況やるの言うほど見たいか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:28.99 ID:SygzOmVa0<> <a href="../test/read.cgi/livemegami/1692369631/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> 大丈夫 <br> これがホロアンの姿なのだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:29.97 ID:9ZT6dZAp0<> ばりうむは2期生の補強が本気で効いてる <br> 一期生はどうにもならんかったぶっちゃけ <br> うめちも言ってる何やっても伸びなかったと <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:31.50 ID:25lWIEi70<> パックが凍らせればよくないっすか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:32.12 ID:Qrr0OavM0<> <a href="../test/read.cgi/livemegami/1692369631/122" rel="noopener noreferrer" target="_blank">&gt;&gt;122</a> <br> 実際最初はしてたぞ。コミュニティでヘラってたし <br> そっからメラメラで3時間ぐらい歌枠取ったり <br> 急に深夜歌枠とったりしてた。 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:33.95 ID:OsSqe7+R0<> <a href="../test/read.cgi/livemegami/1692369631/291" rel="noopener noreferrer" target="_blank">&gt;&gt;291</a> <br> MIXすればもこうですら1000万再生だしなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:35.05 ID:6gRc9MYh0<> でもお前らバリウム二期とホロ六期交代できるってなってもちょっと考えてやめとくだろ <br> ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:36.08 ID:N/af/onE0<> <a href="../test/read.cgi/livemegami/1692369631/299" rel="noopener noreferrer" target="_blank">&gt;&gt;299</a> <br> アズキ持ち上げてるのと同じやつだなｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:40.77 ID:fy82uG4X0<> <a href="../test/read.cgi/livemegami/1692369631/299" rel="noopener noreferrer" target="_blank">&gt;&gt;299</a> <br> それはそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:44.49 ID:b3gnthzc0<> <a href="../test/read.cgi/livemegami/1692369631/311" rel="noopener noreferrer" target="_blank">&gt;&gt;311</a> <br> 見たいでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:44.90 ID:xBszA0SI0<> <a href="../test/read.cgi/livemegami/1692369631/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> 俺はむしろ知らない曲を聞きに来てるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:46.54 ID:rKwalONy0<> <a href="../test/read.cgi/livemegami/1692369631/178" rel="noopener noreferrer" target="_blank">&gt;&gt;178</a> <br> やっぱへい民混ざってるよなそりゃそうか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:47.89 ID:TuSwWbOd0<> <a href="../test/read.cgi/livemegami/1692369631/182" rel="noopener noreferrer" target="_blank">&gt;&gt;182</a> <br> FPSしないコーン特化のバリウム2期推すぞ！がいつの間にか裏ヴァロしてた一期まで実況&持ち上げ始めてる奴らだから <br> ダブスタなんて今さらなんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:49.34 ID:06ZAardy0<> フレア毎回冴島衣装だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:49.86 ID:Bw1/pMNS0<> セレちゃんは他の歌リレーに呼んでもらえるようになれば一気に行くでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:50.21 ID:uj8gEC9C0<> <a href="../test/read.cgi/livemegami/1692369631/138" rel="noopener noreferrer" target="_blank">&gt;&gt;138</a> <br> セレちゃんが歌ってくれる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:50.67 ID:vdxyQBiF0<> <a href="../test/read.cgi/livemegami/1692369631/317" rel="noopener noreferrer" target="_blank">&gt;&gt;317</a> <br> こよりだけ残してくれない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:52.78 ID:yeSHMmqU0<> <a href="../test/read.cgi/livemegami/1692369631/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> ちゃんとホロライブまったり実況スレあるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:52.83 ID:K8ryG+1k0<> <a href="../test/read.cgi/livemegami/1692369631/304" rel="noopener noreferrer" target="_blank">&gt;&gt;304</a> <br> ここまで質出すとは思ってなかったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:52.91 ID:A2RhIc1u0<> 私の好きなアーティストはチャットモンチーとthe peggiesとSHISHAMOとネクライトーキーなのですが誰も歌ってくれないので悲しいです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:46:58.06 ID:4CS0EbUw0<> セレちゃんの緩急やばすぎる&#12316;&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:58.29 ID:PaLjPGRp0<> <a href="../test/read.cgi/livemegami/1692369631/313" rel="noopener noreferrer" target="_blank">&gt;&gt;313</a> <br> うめちそれどこで言ってた？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:46:59.90 ID:AYoOA+/q0<> <a href="../test/read.cgi/livemegami/1692369631/129" rel="noopener noreferrer" target="_blank">&gt;&gt;129</a> <br> わかりやすすぎてシンプルに頭悪いんだろうな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:03.12 ID:C623kDZo0<> サロメ3D <br> 再生数 <br> 68万 <br> 高評価7.3万 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:05.91 ID:9dKIy8EF0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> GLAYラルク浜崎あゆみミスチルポルノ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:06.01 ID:Hux9ZOM70<> <a href="../test/read.cgi/livemegami/1692369631/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> それは胡散臭いだろ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:07.44 ID:4wywEI160<> スバル泣いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:07.71 ID:cuVZRXXA0<> <a href="../test/read.cgi/livemegami/1692369631/129" rel="noopener noreferrer" target="_blank">&gt;&gt;129</a> <br> これが倶楽部かあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:08.13 ID:jcvRsUKo0<> <a href="../test/read.cgi/livemegami/1692369631/311" rel="noopener noreferrer" target="_blank">&gt;&gt;311</a> <br> それは <br>  <br> 見たい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:08.21 ID:K8ryG+1k0<> <a href="../test/read.cgi/livemegami/1692369631/311" rel="noopener noreferrer" target="_blank">&gt;&gt;311</a> <br> ｺｳﾅｯﾃｺｳﾅｯﾃｺｳﾅｯﾃｺｳﾅｯﾃｺｳﾅｯﾃｺｳﾅｯﾃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:08.82 ID:2IWTeaG60<> <a href="../test/read.cgi/livemegami/1692369631/299" rel="noopener noreferrer" target="_blank">&gt;&gt;299</a> <br> 上手いだけじゃ売れないけど上手いのはそうだよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:10.88 ID:rX6EoO1M0<> Deco27の曲しか知らんのだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:15.94 ID:O2LfNT+x0<> <a href="../test/read.cgi/livemegami/1692369631/293" rel="noopener noreferrer" target="_blank">&gt;&gt;293</a> <br> これはええわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:18.02 ID:1JHF0dyv0<> <a href="../test/read.cgi/livemegami/1692369631/291" rel="noopener noreferrer" target="_blank">&gt;&gt;291</a> <br> かわいい系の歌はガチで良いんだけどな <br> クソガキもそうだけど無理に上手そうに歌う方面に行きたがるのはなんでやろか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:21.34 ID:+x/hhn8c0<> 明日デビューのこの子 <br> こういう子がホロには必要だわ <br> https://youtube.com/shorts/hx4S0UVoMt0?feature=share <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:25.01 ID:OsSqe7+R0<> <a href="../test/read.cgi/livemegami/1692369631/129" rel="noopener noreferrer" target="_blank">&gt;&gt;129</a> <br> イブラヒムを巡って好き嫌いvsにじアンで戦争ですやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:25.37 ID:dflrS/9u0<> <a href="../test/read.cgi/livemegami/1692369631/299" rel="noopener noreferrer" target="_blank">&gt;&gt;299</a> <br> 唄の上手さだけじゃＣＤの売り上げには直結しないけど <br> 今のすいちゃんはまともに歌えないのでそれ以前の問題だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:26.23 ID:5oCWDZdU0<> ホロはもう完成してるんだから本当に逸材ならこれからデカくなる場所にいたほうがええやろ <br> グループの顔になれる可能性も高いし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:26.70 ID:BsfTag1i0<> <a href="../test/read.cgi/livemegami/1692369631/307" rel="noopener noreferrer" target="_blank">&gt;&gt;307</a> <br> 叶いません！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:27.85 ID:2YGbHGgL0<> <a href="../test/read.cgi/livemegami/1692369631/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> 夏に何もしないホロが悪いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:27.92 ID:i+kA/Xwm0<> <a href="../test/read.cgi/livemegami/1692369631/267" rel="noopener noreferrer" target="_blank">&gt;&gt;267</a> <br> でも野糞はN字は有効だっていってたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:28.50 ID:YA1b0All0<> <a href="../test/read.cgi/livemegami/1692369631/313" rel="noopener noreferrer" target="_blank">&gt;&gt;313</a> <br> 箱は人数増えて箱感強まらんとどうしようもない感はある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:29.11 ID:yeSHMmqU0<> <a href="../test/read.cgi/livemegami/1692369631/311" rel="noopener noreferrer" target="_blank">&gt;&gt;311</a> <br> 絶対みたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:29.65 ID:gudfunI70<> <a href="../test/read.cgi/livemegami/1692369631/313" rel="noopener noreferrer" target="_blank">&gt;&gt;313</a> <br> てか5人では箱として小さすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:30.81 ID:Xul9Oq0J0<> MGS3、既プレイやんけ <br> 意味ある？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:31.66 ID:+C9AGXmT0<> すいちゃんマイクはついてんのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:31.49 ID:VcXz6Ap50<> リレーでこの選曲はちょっと… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:31.42 ID:F0Mr1wju0<> スバル最後の質シーン来るぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:35.39 ID:r/QQfE7/0<> 星街もオフモードです <br> 星詠みは集まって下さいが <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:36.66 ID:pN4hRDIC0<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> 　　/&#8978;ヽ <br> 　/　.i!　ヽ <br> （　 ^)o(^ ） <br> 　）　.||　（　　　海藻列車ほんの少しだけ夢の中で <br> （　　.||　　）　　　ゆらゆら揺られて <br> 　）　.||　（　　　　　波に包まれていたい <br> 　ヽ　||　ﾉ <br> 　　ヽ||/ <br> 　　　|| <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:37.99 ID:4IMiyI/s0<> セレちゃん韓国大好きだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:39.70 ID:Pug2r+Qk0<> <a href="../test/read.cgi/livemegami/1692369631/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> ホロアンは質ならなんでもオッケーだから <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:39.69 ID:5HKCqHLs0<> <a href="../test/read.cgi/livemegami/1692369631/36" rel="noopener noreferrer" target="_blank">&gt;&gt;36</a> <br> 誰も興味ないから <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:44.30 ID:ULOnP8/k0<> <a href="../test/read.cgi/livemegami/1692369631/301" rel="noopener noreferrer" target="_blank">&gt;&gt;301</a> <br> 歌こそなんともならんやつだろ <br> 特に一定以上のうまさになると限界が見える <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:44.61 ID:sR42z10D0<> <a href="../test/read.cgi/livemegami/1692369631/93" rel="noopener noreferrer" target="_blank">&gt;&gt;93</a> <br> 音楽の好みなんてそれこそ千差万別じゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:49.28 ID:0898bIAV0<> Firebomber歌ってくれんかセレちゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:49.11 ID:awVPMdwn0<> <a href="../test/read.cgi/livemegami/1692369631/299" rel="noopener noreferrer" target="_blank">&gt;&gt;299</a> <br> イノタクが天才ってコト？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:50.55 ID:xR2Z6O8B0<> <a href="../test/read.cgi/livemegami/1692369631/335" rel="noopener noreferrer" target="_blank">&gt;&gt;335</a> <br> アラフォーのクソジジイさぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:51.54 ID:06ZAardy0<> <a href="../test/read.cgi/livemegami/1692369631/330" rel="noopener noreferrer" target="_blank">&gt;&gt;330</a> <br> チャットモンチーMCで喋っててめっちゃ声可愛かったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:54.80 ID:X2cAR4m40<> この質が無料なんだ&#129395; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:55.76 ID:AEPcfIdw0<> <a href="../test/read.cgi/livemegami/1692369631/317" rel="noopener noreferrer" target="_blank">&gt;&gt;317</a> <br> 今のホロからこより消えるのは考えられん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:55.95 ID:gMpU7YRV0<> セレちゃん&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:57.27 ID:K8ryG+1k0<> セレちゃんもっと登山できる歌うたってよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:47:57.15 ID:5Q6VeMQC0<> 違うねここはアニソンとか映画の歌歌うターンなんだよ <br>  <br> 自分の活動できる範囲狭くしてるだけ <br>  <br> 歌上手いのはみんな知ってるんだよ　　ここは普段歌えない子供っぽい歌歌う時間なんだよね <br>  <br>  <br> ホロリスの目は厳しいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:47:57.15 ID:6SWYKja60<> <a href="../test/read.cgi/livemegami/1692369631/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> ふん...ジャップpopなんて2000年代の知識で止まってるぞ <br>  <br> 怖いか？？？&#127770; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:02.89 ID:UlKS5fUN0<> <a href="../test/read.cgi/livemegami/1692369631/317" rel="noopener noreferrer" target="_blank">&gt;&gt;317</a> <br> 絶対配信しなくなるけどすいすいが幸せなら良いよ…&#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:03.82 ID:IeOURkdW0<> <a href="../test/read.cgi/livemegami/1692369631/330" rel="noopener noreferrer" target="_blank">&gt;&gt;330</a> <br> vのカラオケはアニソンかボカロになってないときついイメージあるわ <br> チャットモンチーならちょいちょいありそうだけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:03.98 ID:L+700cSk0<> お水きちゃあああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:06.75 ID:vdxyQBiF0<> お水を飲みます&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:08.16 ID:jcvRsUKo0<> セレちゃんは歌うまくてピアノ弾けてギターも弾けるからな <br> パーフェクトVシンガーだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:09.37 ID:yNprALPn0<> フブポルとかフレア取られた組がコラボしててなんかワロタ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:09.49 ID:9ZT6dZAp0<> 2期生が凄いのは <br> 2期生入りで一期生のファンになってるやつがいること <br> 入り口のあわわがどんどん捨てられている <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:10.29 ID:QXL7t8c50<> <a href="../test/read.cgi/livemegami/1692369631/330" rel="noopener noreferrer" target="_blank">&gt;&gt;330</a> <br> ネクライトーキー聞いた時ビビったわ <br> あのひろしとデュエットしてるみたいな曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:13.08 ID:vtPvKNlm0<> バリウム2期生追加て正気かって思ったけど大正解だったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:16.33 ID:AEPcfIdw0<> この歌い終わった後が可愛すぎんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:16.25 ID:H/W+zU4L0<> バリウムは半年後の箱同接1万超えてても不思議じゃない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:16.70 ID:Qrr0OavM0<> セレちゃんの「お水頂きます」久々に聞いた&#9786; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:16.73 ID:1jm9CuGX0<> セレちゃんの嬉しい楽しい連呼が身に沁みる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:17.16 ID:4CS0EbUw0<> セレちゃんすげえ <br> 知らん曲で1000だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:17.18 ID:HOd2WxBh0<> <a href="../test/read.cgi/livemegami/1692369631/300" rel="noopener noreferrer" target="_blank">&gt;&gt;300</a> <br> ノイズフォロワーがここにいるとは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:17.07 ID:C4x/gNZf0<> お水をﾉﾐﾏｧｽ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:17.34 ID:Eyqv+q/F0<> <a href="../test/read.cgi/livemegami/1692369631/323" rel="noopener noreferrer" target="_blank">&gt;&gt;323</a> <br> 未来永劫配信でしないのが確定しているからな <br> 人はやり直せる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:27.99 ID:K8ryG+1k0<> <a href="../test/read.cgi/livemegami/1692369631/299" rel="noopener noreferrer" target="_blank">&gt;&gt;299</a> <br> うまいかどうかの話を勝手に売れるかどうかの話にすり替えてないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:28.93 ID:Drx/t31f0<> 負けを認めるわ… <br> 肛門スレはセレちゃんが今後は担ってね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:30.95 ID:N/af/onE0<> <a href="../test/read.cgi/livemegami/1692369631/380" rel="noopener noreferrer" target="_blank">&gt;&gt;380</a> <br> オリソンは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:31.75 ID:E/WCOSMU0<> ギャップがすごい&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:31.32 ID:JI6lgkQD0<> <a href="../test/read.cgi/livemegami/1692369631/350" rel="noopener noreferrer" target="_blank">&gt;&gt;350</a> <br> 有料サマーライブがあるから... <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:31.65 ID:SDeTKTKV0<> こより急にホラゲになったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/18(金) 23:48:32.37 ID:YA1b0All0<> 飲水願います！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/18(金) 23:48:33.77 ID:IFvom6jk0<> MTとかのネームドガイジがコメ欄に現れたらキャッキャしてるバリウム民がマトモなワケねぇよなぁ <>
