名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/03/28(火) 19:21:31.57 ID:qov6fbHX0<> たそ&#128546; <>カズさん質です 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:52.81 ID:2nrFsUEr0<> 誰かカズ三浦カズって言った？ <br> 言ってるなら見る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:53.20 ID:afuRZkFY0<> この4人はかなたの事が嫌いなのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:53.48 ID:wbpjW5d00<> ksonSOUCHOU VSHOJO☆ @ksononair (2023/03/28 19:23:25) <br> 23:00～～～～ <br>  <br> ちょうまじめな話！きいてくれるか！ <br>  <br> https://youtube.com/live/ScVSeQ4UswY <br> https://pbs.twimg.com/media/FsTMPKIaAAIcNSD.jpg <br> http://twitter.com/ksononair/status/1640660857263915008 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:53.98 ID:1/i7oi2u0<> 山田はカズさんに目つけてんのがクレバーだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:54.85 ID:x61SQxVy0<> 三笘どりゃあああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:55.94 ID:U2YXylb60<> ハニトラライブに名前変えたほうが <br>  <br>  <br>  <br> よくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:55.96 ID:9wjZaxeS0<> なぁ <br>  <br> 言ってる事apexでCRのアクセに成り下がったVのにじリスと同じだけど大丈夫？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:56.37 ID:OrCjG4lO0<> <a href="../test/read.cgi/livemegami/1679998891/251" rel="noopener noreferrer" target="_blank">&gt;&gt;251</a> <br> これへいゴミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:56.33 ID:dbE2PgBP0<> <a href="../test/read.cgi/livemegami/1679998891/228" rel="noopener noreferrer" target="_blank">&gt;&gt;228</a> <br> お前らが悪い&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:56.92 ID:ye+HYawN0<> <a href="../test/read.cgi/livemegami/1679998891/170" rel="noopener noreferrer" target="_blank">&gt;&gt;170</a> <br> 逆に男の名前連呼しないと盛り上がれないのかよ <br> だとしたらどうしようもないわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:23:57.47 ID:qqcXCsTE0<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> カズは見てる人多いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:23:58.04 ID:QvUmt3PE0<> マリン...好きだ&#128525;&#128149;&#127474;&#127473;&#127474;&#127473;&#127474;&#127473; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:01.91 ID:AOIOckM30<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> 痴漢みたいな凸しまくってた田口に似てるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:02.66 ID:S5yCzmPg0<> かなたそは元々内政担当で出るって言ってるんだから <br> それは了解取ってるだろ想定通り <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:04.03 ID:c7Use6Dk0<> カズーラに告白しようと思ってる・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:04.28 ID:6B+alKnz0<> かなたそは鉄壁の処女だ <br>  <br> 信じられるわ&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:04.62 ID:pgktUOF90<> かなたとぺこらはむしろコーンが多いからこそ選ばれたんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:05.65 ID:aHYyXJeC0<> かなたその声聴こえなくない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:05.45 ID:hpPR7Kb10<> この後、2次会回避22時枠で泣いてへい民から「かなたんの気持ち嬉しかったよ&#129392;」って慰められるまで読めた <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:05.82 ID:pVEJ47iv0<> 山田これからは配信みるわ <br> コーンレベルは低いけど面白さは一軍レベルやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:06.39 ID:xcXLTO690<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> なんちゅういい笑顔なんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:06.99 ID:bR5wRSI00<> カズさんと空気感違いすぎる <br> ホロは完全にお散歩 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:06.77 ID:xyImfM9V0<> 三笘 <br> すげーよ <br> まじで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:07.58 ID:mpN6BDq/0<> サッカーいくわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:07.68 ID:iyDGkgmz0<> 山田は本当に入る箱間違えたな <br> カズカズうるさすぎる <br> 当て付けだよなどう見ても <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:07.84 ID:LVXnFNZA0<> <a href="../test/read.cgi/livemegami/1679998891/266" rel="noopener noreferrer" target="_blank">&gt;&gt;266</a> <br> ひーん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:08.19 ID:8WekPcpd0<> みんなでふざけあってたら本物が来ちゃったような空気感 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:09.53 ID:UXdFI8Wr0<> 山田鳩拾ってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:09.73 ID:zrkrokja0<> <a href="../test/read.cgi/livemegami/1679998891/228" rel="noopener noreferrer" target="_blank">&gt;&gt;228</a> <br> ギャバババババババババババババ&#129315;&#129315;&#129315; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:10.44 ID:c/gbyepE0<> へい民2窓してかなたのところで実況してるんだな <br> どうしてこうなった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:11.83 ID:VA3sgc0s0<> かなたちゃんと会話入ってんじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:13.24 ID:0Un23HeW0<> カズさんにへこへこするホロライブ <br> これだよな俺たちが見たかったものは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:14.39 ID:MUfvaLY00<> <a href="../test/read.cgi/livemegami/1679998891/251" rel="noopener noreferrer" target="_blank">&gt;&gt;251</a> <br> コーンはいない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:14.47 ID:B6x0sa4N0<> 三笘やばくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:14.69 ID:HuXYC3fb0<> <a href="../test/read.cgi/livemegami/1679998891/155" rel="noopener noreferrer" target="_blank">&gt;&gt;155</a> <br> &#10084;ヘンディー×かなたそ&#10084; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:15.21 ID:L8qtP+pp0<> <a href="../test/read.cgi/livemegami/1679998891/8" rel="noopener noreferrer" target="_blank">&gt;&gt;8</a> <br> あーこの人か <br> この人いい人やで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:17.06 ID:76f4s7EL0<> 山田ほんとすげぇけど深層組あたりにいそうなすごさ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:17.24 ID:OiN/kfje0<> 案件の関わり方としては山田のムーブが100点ではある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:18.30 ID:quHLADf70<> かなた辛そう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:18.14 ID:XBweRCfR0<> 先生、一人だけ案件頑張って無いメンバーが居ます！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:19.64 ID:lqK9XNDS0<> まあトップなんだからそりゃ襲撃されるわな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:20.52 ID:yh8ibFJi0<> そろそろダレてきたからやっていいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:20.34 ID:QeH+eCWD0<> すまん、&#129412;抜きにカズさん擦り芸面白いか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:20.83 ID:/vmRcdqa0<> すまん <br>  <br> これがホロメンにとっての幸せだったんじゃないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:21.11 ID:0eiGFH9g0<> ホロライブの文明開花に万歳！ <br> いつまでもちょんまげ結ってるのやめてな？恥ずかしいから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:23.46 ID:7cP9bHO80<> 4人してかずさんかずさんすごいねｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:24.21 ID:MDUyqKOU0<> <a href="../test/read.cgi/livemegami/1679998891/266" rel="noopener noreferrer" target="_blank">&gt;&gt;266</a> <br> 今狩猟してっから… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:24.34 ID:Yl1pd6Cd0<> 三笘大学時代に応援してるチームがレイープされてからトラウマだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:24.66 ID:9usqomoF0<> どっちにする？ <br> https://i.imgur.com/HzcMh59.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:25.09 ID:uf4aQmZh0<> かなた何してんの&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:24.79 ID:y9nHkGCZ0<> 今見始めたけど質なくね？ <br> 山田とぼたんがうるさいだけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:25.41 ID:+Ra3rVbl0<> <a href="../test/read.cgi/livemegami/1679998891/277" rel="noopener noreferrer" target="_blank">&gt;&gt;277</a> <br> カズさんなら絡んでもリスクないしいい選択だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:26.44 ID:ht735/Dl0<> さかまたはコーン売りじゃなかったんか！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:27.62 ID:scV/bpOQ0<> <a href="../test/read.cgi/livemegami/1679998891/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> 子持ちはセーフ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:27.53 ID:hbzomuaa0<> <a href="../test/read.cgi/livemegami/1679998891/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> まんま同じやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:27.77 ID:3c5oOit/0<> お前らがかなたそをこんなにしちまったんだ <br> 反省しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:28.92 ID:76LMYVYY0<> カズさんチャンネル登録したわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:28.89 ID:W70kcsIk0<> バーサスしてなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:29.33 ID:i5NNWR9Z0<> かなクロコーン瀕死です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:29.17 ID:Dq/iNMk50<> かずさんクソ登山してて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:29.44 ID:qhXHEoWV0<> まだ間に合う？ <br> 三苫どりゃああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:30.20 ID:n5zuHvhP0<> 厄介ファンが自宅まで来てるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:30.47 ID:Z98/7WHZ0<> 山田は面白い奴なんだけどホロじゃないんだよ <br> 他箱で頑張れ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:30.88 ID:Nf6vyPF+0<> カズさんの雪かきグッズ紹介ラッシュはみんな参考になったやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:31.32 ID:RQhF6mFq0<> 心は────────泣いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:31.20 ID:ZvsgEQyd0<> かなたん喋って <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:31.62 ID:dQ+IHmwl0<> <a href="../test/read.cgi/livemegami/1679998891/251" rel="noopener noreferrer" target="_blank">&gt;&gt;251</a> <br> これで燃えるならぺこらを燃やせよｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:32.32 ID:KbAJJfx10<> ぺっさんが山田気にいる理由わかったろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:32.68 ID:jJOJmmw60<> なんかきた <br>  <br>  <br> ksonSOUCHOU&#127829;VSHOJO&#10024; <br>  <br> @ksononair <br> 23:00～～～～ <br>  <br> ちょうまじめな話！きいてくれるか！ <br>  <br> https://twitter.com/ksononair/status/1640660857263915008 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:32.84 ID:k1pmdist0<> カズさんホロスタ来ちゃうわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:33.09 ID:MT/ejHf20<> 山田これファンだから絡みたいだけじゃん <br> マジで他のホロメンやかなたそを巻き込むなよ…… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:33.65 ID:OWx+xZla0<> これを機に男とのコラボ増えたらお前らどうする? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:33.90 ID:eLYUhVEs0<> <a href="../test/read.cgi/livemegami/1679998891/298" rel="noopener noreferrer" target="_blank">&gt;&gt;298</a> <br> 明らかにぶいすぽの方が良かったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:33.85 ID:KeXqDlwA0<> <a href="../test/read.cgi/livemegami/1679998891/276" rel="noopener noreferrer" target="_blank">&gt;&gt;276</a> <br> 真面目な話興味無い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:34.17 ID:r9mlccwA0<> かなたそ頑張れ&#128557;かなたそ頑張れ&#128557;かなたそ頑張れ&#128557;かなたそ頑張れ&#128557;かなたそ頑張れ&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:35.96 ID:igaFv3pF0<> カズさんエンドラ再討伐です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:37.42 ID:EmQ89Las0<> どう？カップル誕生した？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:37.98 ID:aYlzjFtM0<> <a href="../test/read.cgi/livemegami/1679998891/316" rel="noopener noreferrer" target="_blank">&gt;&gt;316</a> <br> よくわからんが質らしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:38.93 ID:CJZLRGQv0<> <a href="../test/read.cgi/livemegami/1679998891/228" rel="noopener noreferrer" target="_blank">&gt;&gt;228</a> <br> もうこの箱おしまいだわ&#129412; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:39.76 ID:b8xkjlOa0<> みなさぁーん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:40.49 ID:lqK9XNDS0<> あ、そういう仕組みのゲームね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:42.27 ID:oaROiZAD0<> カズさんカズさんカズさん <br>  <br> カズ以外一切触れられないの草 <br> カズハーレムやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:43.04 ID:gCHE3PlG0<> <a href="../test/read.cgi/livemegami/1679998891/316" rel="noopener noreferrer" target="_blank">&gt;&gt;316</a> <br> あんまり <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:43.77 ID:thzJw3Z90<> みこちQの選択は良かったのに <br> マリンが箱推しバキュームするからきついな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:44.61 ID:OT4d95JE0<> 【2022年】ホロメンとの関係性変化を見る【ホロライブ/宝鐘マリン】 <br> https://www.youtube.com/watch?v=ea4knJSf4vQ <br>  <br> どりゃあああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:44.88 ID:MUfvaLY00<> 装備もういらないからもな鉱石掘ろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:45.39 ID:veVcWt5F0<> まずい <br> エンドラ狩られるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:45.29 ID:xjstw/MO0<> お前らカズクラ見ててくさ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:46.36 ID:maFVG4Uk0<> ぺこらかずさんのチェストにゴミ入れてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:46.95 ID:8I/+RHki0<> これたぁかまつり呼んどきゃ結構いい企画になったろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:47.34 ID:o8wLr4WG0<> 最初ゲラゲラ笑ってたけどマジでかなたんかわいそうになってきたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:47.69 ID:YV9cqtzI0<> <a href="../test/read.cgi/livemegami/1679998891/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> 誇らしいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:48.35 ID:TpbrcBnJ0<> ゴミ入れてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:48.44 ID:EiIwZshV0<> 外部コラボはこうでなきゃ <br> 突破口を作ってくれたカズさんありがとう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:49.22 ID:2fWxCsdV0<> かなたその霊圧が… <br> いやでもそれでいいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:49.93 ID:81aITGNd0<> <a href="../test/read.cgi/livemegami/1679998891/322" rel="noopener noreferrer" target="_blank">&gt;&gt;322</a> <br> 一人拠点シコってる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:50.72 ID:DrOgxQTX0<> 痴漢されちゃううううううううううううううううううううとか言ってたけど <br> 実際はこっちが痴女でした・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:50.41 ID:VY87+MvF0<> 7割のコーン切ってストリーマーの楽園築くぞ&#9994; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:51.51 ID:bUGMri+t0<> ここにかなたがいる理由選んだ運営以外誰もわからない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:54.33 ID:kweCj9OP0<> これマジでコーン層にダメージありそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:24:54.50 ID:aLE70QqU0<> 金リンゴとか貰って何が嬉しいんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:24:56.42 ID:m0kHbi9y0<> 頑張ってる人をバカにするなってKのツイートレスに「分かる」、ってレスしてた奴がこより叩いてたの何で？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:00.38 ID:67lh3rzq0<> 謝りつつ殴るて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:00.92 ID:xcXLTO690<> カズさんの紹介するガジェットは実用的 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:00.70 ID:DVSoy/9u0<> <a href="../test/read.cgi/livemegami/1679998891/293" rel="noopener noreferrer" target="_blank">&gt;&gt;293</a> <br> 山ちーはイキリキッズ全開で見てられなかったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:02.51 ID:68JmKrA50<> カズとデートで大騒ぎしてるのに <br> かなたそと来たら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:03.38 ID:4sq+VOVi0<> カズさんイジられ担当やん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:03.90 ID:iXuRhISP0<> かなたもういい、いけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:04.46 ID:VLVSXJr20<> 俺のユーチューバーのイメージはカズとか瀬戸弘司なんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:04.81 ID:OiN/kfje0<> カズさん完全にYAGOOポジションで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:04.68 ID:AWPHUvg20<> <a href="../test/read.cgi/livemegami/1679998891/355" rel="noopener noreferrer" target="_blank">&gt;&gt;355</a> <br> yagoo枠か <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:06.43 ID:jmgFOgTJ0<> かなたそがマジで心配です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:07.47 ID:OrCjG4lO0<> <a href="../test/read.cgi/livemegami/1679998891/344" rel="noopener noreferrer" target="_blank">&gt;&gt;344</a> <br> むしろかなたがこの中じゃアウェーだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:07.55 ID:YpN7/OVi0<> <a href="../test/read.cgi/livemegami/1679998891/361" rel="noopener noreferrer" target="_blank">&gt;&gt;361</a> <br> ガジェット系は見てるやつ多そう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:09.26 ID:IhBqgKiM0<> 会長いたら <br> 「オメーなんでしゃべらねーんだよ　腹から声出せ」 <br> ってかなたん叱責されていそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:09.49 ID:mOaEn7ZC0<> <a href="../test/read.cgi/livemegami/1679998891/342" rel="noopener noreferrer" target="_blank">&gt;&gt;342</a> <br> 誰へのお気持ちやねん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:09.47 ID:pOAMruay0<> なんでかなたそ叩かれてるのかわからん <br> かなたそが一番信じられる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:09.84 ID:r9mlccwA0<> これが媚びライブか… <br> ぺっさん俺情けないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:09.84 ID:c/gbyepE0<> <a href="../test/read.cgi/livemegami/1679998891/292" rel="noopener noreferrer" target="_blank">&gt;&gt;292</a> <br> メン限になりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:10.38 ID:q5CzDNBZ0<> カズさんバトってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:10.59 ID:tPfZSDHr0<> 意外と盛り上がってんじゃん <br>  <br> かなた以外 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:13.62 ID:dLFLWtnu0<> <a href="../test/read.cgi/livemegami/1679998891/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> こっちの方が数字は上だし <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:13.73 ID:HuXYC3fb0<> <a href="../test/read.cgi/livemegami/1679998891/332" rel="noopener noreferrer" target="_blank">&gt;&gt;332</a> <br> クロエを巻き込まないでくれんかへいゴミ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:14.21 ID:MN0k9eYD0<> VCつなげればセーフって言い方からスペース段階ではかなたもPVPやる気だったでしょ <br> その後倶楽部がへい民のふりして叩いたのとガチの厄介の平民に叩かれたからこうなった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:15.04 ID:hGxzu/+90<> <a href="../test/read.cgi/livemegami/1679998891/280" rel="noopener noreferrer" target="_blank">&gt;&gt;280</a> <br> アクセでええやん、カズさんの役にたてるんやし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:16.18 ID:6Pk/KZyy0<> 山田はやっぱりホロ出たほうが幸せだろう <br> こういう絡みが日常的にできるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:17.19 ID:S9M/d6vL0<> <a href="../test/read.cgi/livemegami/1679998891/251" rel="noopener noreferrer" target="_blank">&gt;&gt;251</a> <br> この流れで燃やすのへい民しかいないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:17.73 ID:4Jp5JUlp0<> 地蔵ふたたび <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:18.24 ID:ShQbA7jp0<> <a href="../test/read.cgi/livemegami/1679998891/290" rel="noopener noreferrer" target="_blank">&gt;&gt;290</a> <br> 運営はコーン焼き尽くしてホロスタと絡ませたいからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:18.56 ID:w8d2S7Uk0<> 山田 <br> 帰ってきてくれてありがとう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:18.74 ID:N+sWNA7m0<> 拠点に攻めてきてくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/28(火) 19:25:19.67 ID:36h9qvCU0<> かなたひっでえぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/28(火) 19:25:19.83 ID:p+h+Kx8z0<> 山田ほんとホロ破壊したいんだな <>
