名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/05/22(月) 00:22:43.97 ID:8dxB0eBD0<> (・o・&#127852;)かなルーナしか勝たん <>&#129313;今年はポルーナでいく 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:29:49.12 ID:nEXy0QFc0<> うおおおおポルカヨシヨシすっぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:29:52.31 ID:i1jV2BFo0<> かなポルーナで再起しろ <br> エルデの王になれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:29:52.66 ID:ShNhPZYw0<> <a href="../test/read.cgi/livemegami/1684682563/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> 大丈夫か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:29:52.50 ID:fIuZSzH00<> かなたそ話すことなくなってんなたんに捨てられました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:29:55.00 ID:5BMvezio0<> <a href="../test/read.cgi/livemegami/1684682563/182" rel="noopener noreferrer" target="_blank">&gt;&gt;182</a> <br> エリトラってがたんごとんできるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:30:02.12 ID:KOBGL9QX0<> <a href="../test/read.cgi/livemegami/1684682563/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:30:05.26 ID:cvu5tL140<> <a href="../test/read.cgi/livemegami/1684682563/218" rel="noopener noreferrer" target="_blank">&gt;&gt;218</a> <br> へい民はこれを予測して最初からルーナ枠に居たから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:06.01 ID:CKuEeX6K0<> <a href="../test/read.cgi/livemegami/1684682563/182" rel="noopener noreferrer" target="_blank">&gt;&gt;182</a> <br> AI絵とか好きそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:05.80 ID:UYwC1Zb40<> <a href="../test/read.cgi/livemegami/1684682563/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> 突然刺して来て草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:07.15 ID:whJNQPS50<> megaちゃん！！中に出すぞ！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:09.85 ID:nkIy9fM20<> <a href="../test/read.cgi/livemegami/1684682563/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> 社畜さん壊れちゃった&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:10.07 ID:AhGbQTCa0<> &#129313;「ポルーナも形になってきたな！」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:11.76 ID:gnHMNPlA0<> これポルカ側で見るとBSSだろ？ｴｯｯｯｯｯ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:11.80 ID:2kcAmDAf0<> <a href="../test/read.cgi/livemegami/1684682563/83" rel="noopener noreferrer" target="_blank">&gt;&gt;83</a> <br> 今回のは敵の攻撃力が異様に高い <br> それ故に敵の集団に関してはステルスで近づいて弓矢で混乱撃ち込んだらめっちゃサクサクだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:30:15.30 ID:VUj7a6km0<> <a href="../test/read.cgi/livemegami/1684682563/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br> できなくはない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:16.61 ID:EdaYYSwn0<> 三笘ってパスカットして決定機作るの異様に上手いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:23.48 ID:K/YFPqkC0<> <a href="../test/read.cgi/livemegami/1684682563/226" rel="noopener noreferrer" target="_blank">&gt;&gt;226</a> <br> かなたポルカ天皇は面白かったけどルーナはないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:25.42 ID:m/DzlDri0<> <a href="../test/read.cgi/livemegami/1684682563/199" rel="noopener noreferrer" target="_blank">&gt;&gt;199</a> <br> 昼の感じ配信終わってヘラって寝てたんだろう <br> 起きて色々やろうとしたらルーナがやってたから入ってきた <br> 最近深夜ルーナがやってるとインする確率が高い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:28.72 ID:MrRjRIFg0<> まだ11時なったばかりだと思ったら日付変わってたんだけど <br> 全く後悔ないのら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:28.92 ID:hQf4V24V0<> この前のみこのラジコン配信はかなぽる息が合ってたけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:29.87 ID:8iE1Xjp+0<> ポルカ配信準備じゃねえの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:41.84 ID:C1raAxe40<> 今北けど今日は当たり回だったみたいだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:30:44.94 ID:fIuZSzH00<> <a href="../test/read.cgi/livemegami/1684682563/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> 今日だぞ　早く寝て華金に備えろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:07.07 ID:QGkPhT+G0<> かなルーナとトワわためがあるのに4人揃わないという謎 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:09.49 ID:wA4s1JF40<> https://i.imgur.com/cV4dV7M.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:31:12.38 ID:1P2449ns0<> 僕が先に好きだったのに！？！？！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:12.46 ID:lM6ovmhT0<> <a href="../test/read.cgi/livemegami/1684682563/182" rel="noopener noreferrer" target="_blank">&gt;&gt;182</a> <br> 世界の車窓から <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:18.38 ID:dVMShEFd0<> <a href="../test/read.cgi/livemegami/1684682563/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> 大丈夫か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:19.94 ID:7c+zUt1/0<> お前ら座員を不憫なポッさんでシコる変態集団と思ってないか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:31:20.34 ID:qSUFt7q/0<> かなた「んなたんは今なに作ってるの？」 <br> ルーナ「今はんな電鐵を作ってる」 <br> そら「旧鯖では私が作ってたんだよ」 <br>  <br> これ必要だったか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:21.61 ID:KvkNGhJ60<> &#129313;ﾃｨﾊﾊ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:31:24.36 ID:VUj7a6km0<> <a href="../test/read.cgi/livemegami/1684682563/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> トワわためがある…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:31:24.38 ID:TZXpxUYp0<> 天音かなた配信しろ&#8252; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:29.56 ID:dzvWlFc80<> ポル始まらないんですけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:30.28 ID:9KnUDVtn0<> なぁ、かなルーナのイチャイチャにたぁが割り込んで来たらどうする？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:33.08 ID:NnjctrRQ0<> <a href="../test/read.cgi/livemegami/1684682563/219" rel="noopener noreferrer" target="_blank">&gt;&gt;219</a> <br> 結局ぺこみこマリンスバルあたりが４強で安定してる <br> マリンはちょっと打席少ないがそれでも <br> ４人中３人は何時も安定してるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:36.37 ID:TQhQ+/FL0<> <a href="../test/read.cgi/livemegami/1684682563/226" rel="noopener noreferrer" target="_blank">&gt;&gt;226</a> <br> かなルーナ→相性いい <br> ポルーナ→相性いい <br> かなポル→相性いい <br>  <br> 相性悪くなりようがない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:37.10 ID:wmL4gcND0<> <a href="../test/read.cgi/livemegami/1684682563/182" rel="noopener noreferrer" target="_blank">&gt;&gt;182</a> <br> &#128293;景観がー！ <>
(&#5153; o&#820;&#822; &#65228; o&#820;&#822; &#5153;)<>sage<>2023/05/22(月) 00:31:37.65 ID:DGagIMYs0<> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)もう0時半だけど？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:31:37.68 ID:/Rm7iGIe0<> たそもう通話してくれや <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:37.86 ID:BOR/bmF00<> アンジュの逆裁おもしれえ <br> そういえばぺっさんは例の冷めチキ事件のせいで4話やってないんだよな <br> あれが一番面白いのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:38.23 ID:sUm4WwSW0<> ひゃだ(・o・&#127852;) <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:40.57 ID:QlfmY6Pd0<> ここに入れるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:41.17 ID:8+HTO0OO0<> ひゃだ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:42.53 ID:K/YFPqkC0<> <a href="../test/read.cgi/livemegami/1684682563/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> アイドル像違うもん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:44.49 ID:fIuZSzH00<> かなたそ構ってちゃんです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:45.64 ID:rWxHsEEZ0<> &#129313;燃えてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:46.13 ID:ONf3SGtw0<> かなたそ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:31:46.28 ID:Eyg0FR6B0<> かなためっちゃルーナにかまうやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:46.90 ID:lxmaIw/O0<> <a href="../test/read.cgi/livemegami/1684682563/268" rel="noopener noreferrer" target="_blank">&gt;&gt;268</a> <br> もしかして違うのか…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:51.31 ID:1Qb8nZSL0<> <a href="../test/read.cgi/livemegami/1684682563/271" rel="noopener noreferrer" target="_blank">&gt;&gt;271</a> <br> あるよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:51.99 ID:ncNC2k4N0<> <a href="../test/read.cgi/livemegami/1684682563/268" rel="noopener noreferrer" target="_blank">&gt;&gt;268</a> <br> 事実やろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:52.65 ID:OJwlTTge0<> あまねちゃ奇行しすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:52.93 ID:sAnfGCFW0<> <a href="../test/read.cgi/livemegami/1684682563/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> トワは明らかに異質だけど <br> わためと他が相性悪いの謎だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:31:54.02 ID:fFocv2SN0<> お前らなんで貼らなくなったの? <br> https://livedoor.blogimg.jp/vstats/imgs/3/1/312e271c.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:54.15 ID:32QVIxqm0<> ポルカ気絶してる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:55.84 ID:WK/6vnzZ0<> <a href="../test/read.cgi/livemegami/1684682563/268" rel="noopener noreferrer" target="_blank">&gt;&gt;268</a> <br> 何も間違ってないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:57.42 ID:5drrlP8c0<> かなルーナいちゃいちゃです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:58.37 ID:C1raAxe40<> 姫ぶルーナw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:31:59.55 ID:HCJVP2zh0<> キン肉マン読んできたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:01.75 ID:VyXfWksW0<> 姫ぶルーナ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:04.34 ID:jaloOF9c0<> かなたそピロートーク求めてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:07.78 ID:Yx4R+5cX0<> ああ、生きててよかった… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:08.45 ID:/Rm7iGIe0<> <a href="../test/read.cgi/livemegami/1684682563/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> メリットがないからない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:12.14 ID:IUtXgU4i0<> たそボルカの首射ってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:12.98 ID:1ArK/+f20<> んなたん、スナイパーに狙撃されて暗殺されそうになりました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:13.96 ID:72tkm/P60<> <a href="../test/read.cgi/livemegami/1684682563/271" rel="noopener noreferrer" target="_blank">&gt;&gt;271</a> <br> この間一緒にパンダ捕まえてなかったか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:14.43 ID:ONf3SGtw0<> 我姫ぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:14.49 ID:ZaxPKURe0<> そういえばフレポルって完全消滅したな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:14.80 ID:0CVA1KMA0<> かなたそがルーナで癒やされようとしてる <br> ダクソがアレだから <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:14.50 ID:qu7igixm0<> かまととぶるーなの亜種かな？&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:15.67 ID:zFQU1WXz0<> 我にじさんじぞ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:17.63 ID:saJ6MIY20<> <a href="../test/read.cgi/livemegami/1684682563/259" rel="noopener noreferrer" target="_blank">&gt;&gt;259</a> <br> どう見ても噛み合って無かったぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:18.43 ID:eaAEBTQE0<> https://youtu.be/3y_6dFsNU_8?t=1h37m5s <br> XboxGamepass案件に遅刻した尾丸ポルカに、配信の終わる間際ししラミは名誉挽回のチャンスを与える <br>  <br> ラミィ「こんな楽しいゲームはなにでできるんだっけ？」 <br> ぼたん「じゃあ尾丸さん復習。このゲームはなにでできるんですか？」 <br> ポルカ「では今日の復習、尾丸ポルカがさせていただきましょうか…」（老婆風の物真似声） <br>  <br> ポルカ「ﾋｯﾋｯﾋ」 <br> ラミィ「言ってよ」 <br> ポルカ「え？」 <br>  <br> ポルカ「えー……じゃあ復唱します獅白ぼたん先生。ポルカは、復唱します」 <br> ぼたん「…………あ、先生が言ってくれってこと！？」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:21.06 ID:+dB7afYs0<> あまねちゃ帰ったからルーナ閉じるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:24.92 ID:D/U3coTt0<> ポルカ始まりません… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:25.29 ID:GFEfkNQ+0<> <a href="../test/read.cgi/livemegami/1684682563/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> かなたぁあるんだけど？ <br> https://i.imgur.com/7x9MEqs.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:29.21 ID:dT+5DprE0<> <a href="../test/read.cgi/livemegami/1684682563/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> お疲れ様です <br> メールボックス溜まってましたよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:31.84 ID:QJ2CPXyU0<> <a href="../test/read.cgi/livemegami/1684682563/269" rel="noopener noreferrer" target="_blank">&gt;&gt;269</a> <br> 天皇がでんちゃ作ってた時期はもう誰もマイクラやってなかったからな <br> 少しぐらい言いたくなるだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:32.34 ID:LuEXu+UG0<> ポルカがログインしてすぐんな電に乗ってルーナに絡みに来てたら逆だったかもしんねぇ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:34.95 ID:hHNhn62v0<> こよりも朝から現場なのにようやるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:35.78 ID:dzvWlFc80<> 今年はポルーナで行けなくなったか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:35.37 ID:FK2h0CUg0<> 4期ってお互いがお互いの事を見下しあってるってのが伝わってくるよね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:36.73 ID:QGkPhT+G0<> <a href="../test/read.cgi/livemegami/1684682563/271" rel="noopener noreferrer" target="_blank">&gt;&gt;271</a> <br> https://www.youtube.com/watch?v=AIjsLy9S9oI <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:40.90 ID:ncNC2k4N0<> <a href="../test/read.cgi/livemegami/1684682563/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> 男がいる組と男がいない組 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:41.10 ID:V23dAIOn0<> <a href="../test/read.cgi/livemegami/1684682563/294" rel="noopener noreferrer" target="_blank">&gt;&gt;294</a> <br> もう他に興味なくなっちゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:41.77 ID:VUj7a6km0<> <a href="../test/read.cgi/livemegami/1684682563/306" rel="noopener noreferrer" target="_blank">&gt;&gt;306</a> <br> あーそういやなんかそんなのもあったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:50.42 ID:jaloOF9c0<> かなルーナで一日がはじまる <br> 今日は良い日だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:51.16 ID:m/DzlDri0<> <a href="../test/read.cgi/livemegami/1684682563/269" rel="noopener noreferrer" target="_blank">&gt;&gt;269</a> <br> これ勘違いされてるけどそらちゃんは今ギルドで忙しいから代わりにやってくれてすごい助かってる素晴らしいって大絶賛スタンディングオベーションだったからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:51.77 ID:LGZopHaN0<> ポルカの配信頻度ヤバすぎだろ <br>  <br> https://i.imgur.com/iRIK8YW.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:32:52.15 ID:CPXD/Ke20<> <a href="../test/read.cgi/livemegami/1684682563/271" rel="noopener noreferrer" target="_blank">&gt;&gt;271</a> <br> ゴッフィ教えてもらってただろ <br> 1回戦で豪運にわからされて終わったけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:32:54.86 ID:qcKErWek0<> さんざイチャイチャしてポルカが始まるタイミングで退出ってお前マジでNTR見せつけにきたんか・・・？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:33:00.73 ID:08UxzWqy0<> <a href="../test/read.cgi/livemegami/1684682563/269" rel="noopener noreferrer" target="_blank">&gt;&gt;269</a> <br> この会話いつしたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:03.27 ID:AhGbQTCa0<> ポルカこれショックで気絶してるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:06.41 ID:dSr++Nre0<> こっちまで心臓が痛くなってきたのら&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:33:09.63 ID:VkjYMGjL0<> <a href="../test/read.cgi/livemegami/1684682563/131" rel="noopener noreferrer" target="_blank">&gt;&gt;131</a> <br> 今月のデイリートップぺこらだけど何が見えてんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:11.50 ID:gnHMNPlA0<> <a href="../test/read.cgi/livemegami/1684682563/294" rel="noopener noreferrer" target="_blank">&gt;&gt;294</a> <br> 勝つのがあたりまえでホロが負けた時に化け物が貼るだけになってしまったよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:33:13.92 ID:XaYYpsI80<> <a href="../test/read.cgi/livemegami/1684682563/294" rel="noopener noreferrer" target="_blank">&gt;&gt;294</a> <br> みこの配信が無いからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:16.10 ID:9KnUDVtn0<> かなたそがへい民裏切ってルーナに浮気したらどうしよう… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:16.40 ID:KTtY4w3N0<> ルーナイト気持ち悪すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:17.34 ID:m/DzlDri0<> まじでかなたそルーナに会いに来ただけで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:18.28 ID:ONf3SGtw0<> ぽるか始まらんやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:33:20.47 ID:i1jV2BFo0<> かなポルーナでいけ！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:33:23.78 ID:IGsdXyzV0<> あの…ポルカ始まりません… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:25.03 ID:dAs0v5fl0<> ポルカ始まってないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:27.20 ID:NnA47isa0<> かなたポルカに謝罪しろ今すぐ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:30.69 ID:D/U3coTt0<> ポルカを救いたい&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:30.92 ID:8+HTO0OO0<> ポルカおらんか… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:33:32.54 ID:qu7igixm0<> あの、ポルカ始まりません… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:32.40 ID:nEXy0QFc0<> ポルカおりません <br>  <br>  <br> まじでやばいです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:36.80 ID:vsRnflvD0<> ポルカ震えてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:37.20 ID:guO9pIZA0<> <a href="../test/read.cgi/livemegami/1684682563/269" rel="noopener noreferrer" target="_blank">&gt;&gt;269</a> <br> キミの2行目の簡体字読めないわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:33:39.33 ID:XgxmeonE0<> ポルカ枠開けるか？ <br> 俺なら無理だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:39.97 ID:zFQU1WXz0<> ポルカショック死してるんじゃね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:33:45.91 ID:1P2449ns0<> てかみこちはんな電どう思ってんの？？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:46.14 ID:3vCb4uc90<> ルーナはこのままホロメン達を女にしまくって全員に包丁持って狙われそう <br> んなああああああ！！！って叫んで勇敢に立ち向かうけど1人目に刺されてお&quot;あ&quot;ぁ&quot;！！って断末魔と共に呆気なく死にそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:51.00 ID:ZFFgUG0i0<> ポルカなんでなん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:51.33 ID:33sG1pRl0<> ぽぅぽぅどこ&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:52.94 ID:IUtXgU4i0<> ポルカはじまらねんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:56.08 ID:FFMXqAsN0<> <a href="../test/read.cgi/livemegami/1684682563/208" rel="noopener noreferrer" target="_blank">&gt;&gt;208</a> <br> こいつ金曜の夜に帰宅して今まで気絶してた哀しき社畜 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:56.61 ID:Dunj4mD00<> ポルカどうしたの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:33:59.55 ID:p82Hby0w0<> 【悲報】んな鉄、終わりが見えない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:34:04.97 ID:Uj5+6zPO0<> 3年見てるけど一番伸びたのは姫なのらね&#128548; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:34:05.37 ID:8eOokbV10<> <a href="../test/read.cgi/livemegami/1684682563/351" rel="noopener noreferrer" target="_blank">&gt;&gt;351</a> <br> &#129325; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/05/22(月) 00:34:06.89 ID:45HwKMZp0<> ポルカ泣いています <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:34:07.45 ID:lX3AA+Sl0<> ポルカまじで始まらんやん&#129327; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:34:08.34 ID:WK/6vnzZ0<> ポルカここ見てないでさっさと始めろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/05/22(月) 00:34:09.38 ID:dSr++Nre0<> ルドーの悲劇 <>
