名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/03/20(月) 21:40:23.77 ID:R4HD/pcB0<> にぇ <>おつみこでした～ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:09.47 ID:qvQqsAhA0<> 3.5万をたったの40分で放流とは漢らしいじゃないか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:10.10 ID:neDXpnYn0<> こよりの凍結が解凍された日数考えるとみこちは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:12.56 ID:d8qUpYuA0<> ころさんの人気が年々落ちてくの辛すぎる <br> どうすれば全盛期の数字に戻るんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:12.58 ID:RTp9j9kC0<> こよりそろそろくるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:13.59 ID:JMvEsUm90<> ぺこマリめっちゃあるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:13.82 ID:mqp9u1b10<> 30分でも面白けりゃ満足できんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:14.26 ID:z9uD9Azk0<> ライブとか歌とか一ミリも興味ないからしんどい週末だったわ <br> なんかぺっころね並走またやってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:14.38 ID:+N0LJQGY0<> 開始40分でようやく音ゲー開始って、台本書いてる企業側もこの部分つまらんって理解してるんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:14.12 ID:bnTFip5A0<> マリンってほんといい奴だよなぺこら見捨てないでくれて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:16.51 ID:5nzucZMh0<> 正直、今のぺこらはマリンやすいせい、かなた、トワといったガチの1軍についていけてないよな <br> いくら細かく数字取って行っても、ここ1番の大舞台で存在感を示せなきゃ、この箱ではトップには立てないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:17.74 ID:iE6UKzw+0<> ぺこマリも家近くなったのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:19.06 ID:cBh6fT/U0<> フブちゃん&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:18.84 ID:a6YtH50T0<> マリンの話はいい <br> 早く2日目の話をしろ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:19.77 ID:pyf0c7xf0<> なーにが倶楽部だよ <br> みこ実況してるやつがぺこら叩きまくってるやん <br> 今日のスレ全部保存しとくわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:20.20 ID:2fDUZyQQ0<> <a href="../test/read.cgi/livemegami/1679316023/93" rel="noopener noreferrer" target="_blank">&gt;&gt;93</a> <br> &#129412;ホッ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:21.33 ID:tNxYFLtH0<> https://i.imgur.com/8TRzIXW.png <br> ツイッター「みこめっとキメセク気持ち良すぎだろ! 」 <br>  <br> ええんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:21.65 ID:fTnQzl/u0<> こより攻撃力ひっくいなー <br> 探索不足のせいでレベル不足だからかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:22.27 ID:jNDQ79oA0<> みこちが配信中はずっとぺこらを完封していたという事実 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:26.79 ID:G+q76bff0<> ふぶちゃんテンション高いな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:26.72 ID:NLHCSUeD0<> <a href="../test/read.cgi/livemegami/1679316023/55" rel="noopener noreferrer" target="_blank">&gt;&gt;55</a> <br> 一般ホロリスのらーら <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:26.97 ID:1h3dApwW0<> みこちこんなのやったらまじ面白いわ　画像ゆするだけで笑っちまった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:28.23 ID:0lSF4d6C0<> <a href="../test/read.cgi/livemegami/1679316023/82" rel="noopener noreferrer" target="_blank">&gt;&gt;82</a> <br> いまさらか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:29.53 ID:3MA+BGhg0<> 子宮をｺﾝｺﾝｺｰﾝ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:31.30 ID:Zzvc/kgJ0<> フブちゃんライブしたがってて前向きで　ええな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:31.13 ID:JbkYuJ7D0<> 35pも野うさぎも仲良くしようよ！ <br> 同じホロリスじゃないか！ <br> みこちとぺこら仲がいいのになんでファンのお前らがそんな喧嘩するんだよ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:32.10 ID:JSJgXVXf0<> <a href="../test/read.cgi/livemegami/1679316023/29" rel="noopener noreferrer" target="_blank">&gt;&gt;29</a> <br> ダグトリオに返答する一発ネタとしてはまあ理解できるかな <br> 作るだけじゃ芸が足りない気もするからなにか仕込んでほしいけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:33.86 ID:HN6pBVo+0<> ホロプロ全体は勘弁してください <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:34.91 ID:yP2YQHjc0<> 待って、白上かわいすぎる <br> 脇めっちゃエッチじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:35.56 ID:Q9VMaTXc0<> <a href="../test/read.cgi/livemegami/1679316023/55" rel="noopener noreferrer" target="_blank">&gt;&gt;55</a> <br> お前もうカバーに入社しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:36.03 ID:USe013Vn0<> なんとかのロマってボスくそだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:36.03 ID:WLv3YznT0<> フブちゃんのオリ曲もハズレ無しよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:36.29 ID:PHAWhk9S0<> <a href="../test/read.cgi/livemegami/1679316023/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> (  ･&#7620;&#7109;･&#7621; )つまんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:39.15 ID:0gSYSSf40<> ドブなんかと絡まんでいいよころさん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:39.56 ID:cBh6fT/U0<> っぱ親方よ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:39.76 ID:GhZZzP2I0<> <a href="../test/read.cgi/livemegami/1679316023/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> ワッカ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:39.58 ID:EYYRdBeP0<> でもマリンって味覚バカじゃん <br> グルメぶってたくせにかなたにボロ負け <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:41.01 ID:JMvEsUm90<> ぺこちゃんマリンに頼りまくってんな&#128522; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:42.94 ID:t8V9aBqQ0<> フブちゃん薬やった後のテンションだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:43.20 ID:YU8EWqN10<> アニメ満足度たかかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:42.80 ID:Pcc+/3KO0<> &#128048;放流待ってたぺこな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:44.40 ID:R4eLiI5l0<> バカタレライブどりゃああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:42:46.19 ID:5xOv03sN0<> <a href="../test/read.cgi/livemegami/1679316023/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> おもんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:48.08 ID:aeSuctGm0<> <a href="../test/read.cgi/livemegami/1679316023/115" rel="noopener noreferrer" target="_blank">&gt;&gt;115</a> <br> 倶楽部じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:49.31 ID:fI4TOez10<> <a href="../test/read.cgi/livemegami/1679316023/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> おすすめトレンドだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:49.86 ID:gN5E/6LA0<> <a href="../test/read.cgi/livemegami/1679316023/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> WACCAの風評被害やめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:50.00 ID:CxweglY80<> <a href="../test/read.cgi/livemegami/1679316023/104" rel="noopener noreferrer" target="_blank">&gt;&gt;104</a> <br> 外人を召喚する <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:50.63 ID:mIldpPTe0<> <a href="../test/read.cgi/livemegami/1679316023/84" rel="noopener noreferrer" target="_blank">&gt;&gt;84</a> <br> マリン軍団筆頭だから仕方ない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:52.01 ID:Si8kku6D0<> ぺこらは早くぺこみこの話をしろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:53.26 ID:2djYiuBH0<> ぺこーらみてやるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:54.57 ID:2rnZron90<> やっぱ親方よ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:55.13 ID:v+HI2ior0<> ぺこらって三期の話しかしねえし閉じてんだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:57.38 ID:AdxRt0P00<> ころねトワのFPS見て勉強してます&#128052; <br> もう終わりです&#128052; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:59.33 ID:mkwdGAc90<> <a href="../test/read.cgi/livemegami/1679316023/133" rel="noopener noreferrer" target="_blank">&gt;&gt;133</a> <br> (  ･&#7620;&#7109;･&#7621; )&#128065;&#128065; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:42:59.70 ID:UZ0/je+30<> イツメン揃ったな <br> https://i.imgur.com/793VQ4p.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:01.97 ID:QpUcVO3k0<> <a href="../test/read.cgi/livemegami/1679316023/104" rel="noopener noreferrer" target="_blank">&gt;&gt;104</a> <br> バフゲーやるべ <br> フロムやろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:03.44 ID:usGGf6Q40<> フブちゃんってホロライブ好きだよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:08.43 ID:tMgmzVZU0<> お前のおすすめどうなってんねん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:09.04 ID:UZ0/je+30<> すいちゃんてやっぱみこちの配信よく見てるよなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:09.61 ID:tWJKfNeU0<> 野うさぎ「凍結はレアバフなんでデイリーの対象外です&#128557;&#128557;&#128557;」 <br>  <br> こうか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:10.42 ID:fDiXREzg0<> フブちゃんガバガバです… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:10.38 ID:mvz/WuDk0<> ころさんたぁのFPS配信大好きです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:14.16 ID:P4piwRWR0<> 親方におシコり報告したらブロックされる？&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:14.92 ID:wBd2C1sk0<> <a href="../test/read.cgi/livemegami/1679316023/115" rel="noopener noreferrer" target="_blank">&gt;&gt;115</a> <br> それが倶楽部なのでは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:16.11 ID:gat5lH9Z0<> たぁと絡むのやめろやめろやめろやめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:18.57 ID:dzmKFqD70<> 親方バグってきました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:18.41 ID:dgajWmt/0<> ぺこちゃん「オケ～」までトワの移っとるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:19.61 ID:XDTSd8CO0<> <a href="../test/read.cgi/livemegami/1679316023/126" rel="noopener noreferrer" target="_blank">&gt;&gt;126</a> <br> 狙いが透けててすっげーきもいレスだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:21.55 ID:NLHCSUeD0<> <a href="../test/read.cgi/livemegami/1679316023/111" rel="noopener noreferrer" target="_blank">&gt;&gt;111</a> <br> これ倶楽部 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:21.83 ID:cBh6fT/U0<> <a href="../test/read.cgi/livemegami/1679316023/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> キメセクワッカさん！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:21.59 ID:pQsFM3HP0<> 適当に話してモッシュレーススルーする気かぺこーら <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:21.75 ID:1dPjtYFS0<> ティーダのチンポ気持ちよすぎだろ！！ <br> って発祥どこなの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:23.47 ID:zEuTqs8S0<> <a href="../test/read.cgi/livemegami/1679316023/133" rel="noopener noreferrer" target="_blank">&gt;&gt;133</a> <br> (  ･&#7620;&#7109;･&#7621; )ごめんて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:26.21 ID:3fEmfsjA0<> <a href="../test/read.cgi/livemegami/1679316023/137" rel="noopener noreferrer" target="_blank">&gt;&gt;137</a> <br> その後のお風呂配信で数字だしたから別の味覚はあるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:28.01 ID:KvY5X5Mg0<> 野うさぎ「凍結はレアバフなんでデイリーの対象外です??????」  <br>  <br> こうか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:29.33 ID:1J6aPai00<> <a href="../test/read.cgi/livemegami/1679316023/164" rel="noopener noreferrer" target="_blank">&gt;&gt;164</a> <br> そいつが倶楽部やぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:30.32 ID:4bV/E83g0<> <a href="../test/read.cgi/livemegami/1679316023/104" rel="noopener noreferrer" target="_blank">&gt;&gt;104</a> <br> なんかでバズる <br> バズった後バフ配信やりまくる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:30.73 ID:J/qRal3D0<> 興奮した白上と汗だく種付けえっちしたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:30.73 ID:X9uz2dFu0<> ぺっさん通常営業だしフブちゃん見るか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:30.88 ID:CpDUhOF00<> まあまさかアカウント消えることは無いだろうけど <br> 運営がツイッターに連絡取ってすぐどうにかなるだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:32.69 ID:R4eLiI5l0<> <a href="../test/read.cgi/livemegami/1679316023/155" rel="noopener noreferrer" target="_blank">&gt;&gt;155</a> <br> でたわね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:36.34 ID:zJrU3NsZ0<> トワころ一緒にDAY1見てたとは <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:37.43 ID:nSYbArS90<> フブちゃん見てると応援したくなるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:37.82 ID:7vqhGECa0<> フブちゃん草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:37.96 ID:+YO6hboL0<> ぺこらのクワガタどう面白くするの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:39.17 ID:SQx8qt880<> ぺっさんゴキブリ作ってんのかと思ったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:40.13 ID:RF6eSws60<> <a href="../test/read.cgi/livemegami/1679316023/83" rel="noopener noreferrer" target="_blank">&gt;&gt;83</a> <br> 加藤純一のこと気にしてるのお前だけやで <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:41.35 ID:4ti0yuH00<> <a href="../test/read.cgi/livemegami/1679316023/55" rel="noopener noreferrer" target="_blank">&gt;&gt;55</a> <br> 7期生は全員深層組で行くか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:43.13 ID:KfMmJtDU0<> <a href="../test/read.cgi/livemegami/1679316023/160" rel="noopener noreferrer" target="_blank">&gt;&gt;160</a> <br> ギャハハハハ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:49.94 ID:0lSF4d6C0<> <a href="../test/read.cgi/livemegami/1679316023/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> ニコニコ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:50.59 ID:KUUlVn4Q0<> <a href="../test/read.cgi/livemegami/1679316023/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> Twitterのきしょいノリやめて <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:51.58 ID:tNxYFLtH0<> フブキっさん地味に歌強いよな <br> 腐れ外道とだいしきゅーだいしゅきどっちも伸びてるし <br> 一番オタクオタクしたオリソン出してくれるから好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:43:52.49 ID:UmA4yWao0<> <a href="../test/read.cgi/livemegami/1679316023/104" rel="noopener noreferrer" target="_blank">&gt;&gt;104</a> <br> 青鬼で60000だせるやついんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:54.57 ID:bnTFip5A0<> <a href="../test/read.cgi/livemegami/1679316023/185" rel="noopener noreferrer" target="_blank">&gt;&gt;185</a> <br> 無理です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:43:56.92 ID:a6YtH50T0<> <a href="../test/read.cgi/livemegami/1679316023/152" rel="noopener noreferrer" target="_blank">&gt;&gt;152</a> <br> あとペボットとスバルな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:03.57 ID:OjjNtef00<> <a href="../test/read.cgi/livemegami/1679316023/104" rel="noopener noreferrer" target="_blank">&gt;&gt;104</a> <br> 異様な気遣いが辞めれないとだな <br> 狂犬ムーブがなかなか出てこない <br> 初期に頭抜けたせいで叩かれすぎたかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:04.24 ID:R4eLiI5l0<> フブちゃん最高だね <br> 生ライブあったら絶対行くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:04.82 ID:UBB8CjtD0<> <a href="../test/read.cgi/livemegami/1679316023/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> ルールー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:08.68 ID:aeSuctGm0<> <a href="../test/read.cgi/livemegami/1679316023/185" rel="noopener noreferrer" target="_blank">&gt;&gt;185</a> <br> ほんとにつまらないから困る <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:10.49 ID:1kaqiUck0<> <a href="../test/read.cgi/livemegami/1679316023/55" rel="noopener noreferrer" target="_blank">&gt;&gt;55</a> <br> みこちの赤スパ事件でもいち早くみこちを擁護してるし根は良い奴だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:10.17 ID:5r81J+9v0<> <a href="../test/read.cgi/livemegami/1679316023/117" rel="noopener noreferrer" target="_blank">&gt;&gt;117</a> <br> ワッカがみこめっととキメセク3Pする薄い本はよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:12.00 ID:dzmKFqD70<> モコピまーたバグったか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:12.68 ID:+N0LJQGY0<> <a href="../test/read.cgi/livemegami/1679316023/45" rel="noopener noreferrer" target="_blank">&gt;&gt;45</a> <br> 凍結！→凍結じゃない <br> ツイッターはアホ鳥！→自分の怠慢でログインできなくなっただけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:14.54 ID:0CUygSTL0<> やっぱさくらみこちゃんが一番かわいくて面白いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:14.86 ID:dHKZW16V0<> ころねって、やってるゲームが見る気しないんよな <br> ゲーム変えるだけで数字改善するんじゃないの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:17.53 ID:lMS/UEV60<> <a href="../test/read.cgi/livemegami/1679316023/155" rel="noopener noreferrer" target="_blank">&gt;&gt;155</a> <br> これで今日も寝れる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:21.75 ID:PmIfZH7c0<> 大使放流でぺっさん登山中 <br> ぺこみこの絆あります <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:21.68 ID:z0+I4cgX0<> 今、純がやってるゲーム誰かホロでやりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:22.60 ID:VDg7ysBf0<> 白上フブキライブ3500円よりいいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:22.72 ID:4ti0yuH00<> <a href="../test/read.cgi/livemegami/1679316023/180" rel="noopener noreferrer" target="_blank">&gt;&gt;180</a> <br> 今のTwitter社に電話番とかいう役立たずは雇ってませんｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:24.96 ID:WpAQ6LRI0<> wakka終わってた気がしたけど曲だけ生きてんのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:25.33 ID:uO1mgx7+0<> 純、トワ、ころさんでえぺやる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:26.95 ID:tuygLwVy0<> 何故黒色のブロックで作ろうとしたのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:27.47 ID:GhZZzP2I0<> <a href="../test/read.cgi/livemegami/1679316023/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> ニコニコ動画 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:28.65 ID:bAFTUuXW0<> 同情スパチャどりやあああああああ <br> 感ポル王！感ポル王！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:29.56 ID:oyj0Z4Bz0<> white foxってアニメ制作会社じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:29.26 ID:KpP2tzDq0<> みこち終わってぺこら6,000登山は視聴者被りすぎじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:29.90 ID:FtbwShSY0<> <a href="../test/read.cgi/livemegami/1679316023/55" rel="noopener noreferrer" target="_blank">&gt;&gt;55</a> <br> この人どのライブに行ったの？1日目？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:33.81 ID:Jf6r+6XE0<> みこめっとがﾄﾞｩﾙﾄﾞｩﾙすぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:33.80 ID:iE6UKzw+0<> このコラボ頼む <br> ダスピとスタテン <br> 　あくすいVSねねトワ <br> スパイスラブとねぎゆー <br> 　あくスバVSぺこねね or あくぺこVSスバねね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/03/20(月) 21:44:36.87 ID:t8V9aBqQ0<> ふぶちゃん声出してワロタ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:37.29 ID:JMvEsUm90<> ぺこみこくるぞ！！！！！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:37.90 ID:ydoyT3vO0<> さてフブちゃん見るか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:39.98 ID:Si8kku6D0<> ぺこみこの衝撃に備えろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:40.88 ID:oF+eLxTt0<> <a href="../test/read.cgi/livemegami/1679316023/160" rel="noopener noreferrer" target="_blank">&gt;&gt;160</a> <br> もうぬかれてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:43.95 ID:csb+kmEA0<> <a href="../test/read.cgi/livemegami/1679316023/200" rel="noopener noreferrer" target="_blank">&gt;&gt;200</a> <br> ぺこらとグウェルではグウェルについてたのに… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:45.64 ID:J/qRal3D0<> フブちゃんのバカ笑いほんとすこんぶ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:45.99 ID:GhZZzP2I0<> ついにライブの話します <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:46.68 ID:Q9VMaTXc0<> <a href="../test/read.cgi/livemegami/1679316023/104" rel="noopener noreferrer" target="_blank">&gt;&gt;104</a> <br> 英語喋ればミームになるんだからもっとENと絡めばワンチャン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:46.73 ID:a6YtH50T0<> くるか！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/03/20(月) 21:44:47.42 ID:JMvEsUm90<> ホロ27きます！！！！！！！！ <>
