名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/04/23(日) 18:10:16.15 ID:ABS8FUKR0<> です <>デスぺこらvsデスピサロ 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:15:22.81 ID:hwFldNw30<> ダイの大冒険読んで <br> ｢メガンテってそう撃つのかよ｣って思ったよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:23.15 ID:oUDdmxID0<> <a href="../test/read.cgi/livemegami/1682241016/121" rel="noopener noreferrer" target="_blank">&gt;&gt;121</a> <br> 単発多くて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:22.91 ID:wEyOhqiG0<> ブレスデスコンボで全滅だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:25.84 ID:7VNdQ2fy0<> こんなに目要る？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:27.46 ID:qa12qRvF0<> あれ？武器持ってねーじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:27.49 ID:5Ypo1Rjn0<> 最終形態どりゃあああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:27.89 ID:HfiJalgB0<> <a href="../test/read.cgi/livemegami/1682241016/147" rel="noopener noreferrer" target="_blank">&gt;&gt;147</a> <br> 諸説はあるぅ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:33.03 ID:B9rtg7MM0<> デスぺこらどりぁぁぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:36.19 ID:qAkIGKIV0<> やっぱデスピサロって神だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:15:36.60 ID:wcYNShAL0<> <a href="../test/read.cgi/livemegami/1682241016/210" rel="noopener noreferrer" target="_blank">&gt;&gt;210</a> <br> でも後世に種残してるから… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:36.82 ID:4YVgPAb10<> クリフト終わってるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:37.50 ID:MIfqqD1b0<> これが最終形態のように見えますが実はまだあります… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:15:39.37 ID:hwFldNw30<> デスピサロといえばこれよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:40.09 ID:qa12qRvF0<> だっ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:40.02 ID:8j5IxuY00<> 頭を吹き飛ばされたらもう一つ頭を作ればいいじゃない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:41.47 ID:PpEQZzum0<> 最終形態来たか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:45.01 ID:bcUfrcob0<> まだ倒れないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:47.42 ID:aLjA5G5f0<> <a href="../test/read.cgi/livemegami/1682241016/147" rel="noopener noreferrer" target="_blank">&gt;&gt;147</a> <br> まじぃ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:47.97 ID:OzAXXbgy0<> クリフトのMPこれじゃ厳しいなw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:47.80 ID:w20/kgsK0<> ジジイ引っ込めてミネア出してフバーハ入れろよ&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:48.21 ID:NEBgBXO10<> 最終デスペコラどりゃあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:49.16 ID:DDUw9xJR0<> <a href="../test/read.cgi/livemegami/1682241016/228" rel="noopener noreferrer" target="_blank">&gt;&gt;228</a> <br> みこちやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:49.49 ID:bzf3k6Bc0<> あらかわいいお顔 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:50.68 ID:vhCITFQl0<> だっせぇ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:51.10 ID:qNRBy5HX0<> デスピサロってセルやラヴォス第２形態に似てるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:51.93 ID:kJvJP94P0<> このデザインみるとやっぱ11のラスボスてゴミだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:15:51.93 ID:RnXMN0ih0<> <a href="../test/read.cgi/livemegami/1682241016/73" rel="noopener noreferrer" target="_blank">&gt;&gt;73</a> <br> ござる&#12316;&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:15:55.22 ID:GAig9M7n0<> 魔王の風格 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:56.49 ID:ATq9Mq/C0<> マホカンタされたらもうじじいの出番ないやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:57.39 ID:qa12qRvF0<> <a href="../test/read.cgi/livemegami/1682241016/253" rel="noopener noreferrer" target="_blank">&gt;&gt;253</a> <br> やっぱ武器持つよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:15:59.81 ID:l0O/iuf00<> ぺっさんみたことねーのお？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:00.80 ID:OymWJbUx0<> デスピサロ長いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:01.18 ID:ezfu3sOj0<> コレコレ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:01.75 ID:A+euOYw/0<> 神BGMです <br> ホロアン集合してください <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:02.05 ID:mXJcatmX0<> デスぺこら完全体どりゃああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:03.29 ID:64vj15700<> コレコレ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:04.04 ID:yR5MnhyG0<> クリフトのMP終わってて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:07.15 ID:ZLWgxG6o0<> 頭とお腹どっちに脳みそあるんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:07.32 ID:3zGAZpf50<> ねねちASMRだああああああああああああああああ <br> https://twitter.com/momosuzunene/status/1650065541271535617 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:10.40 ID:cox9zoTI0<> マリン泣きそうやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:11.63 ID:HF5EbYAT0<> BGM良ッ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:12.77 ID:91lMDAPe0<> こくヌキ復活 <br>  <br> https://i.imgur.com/TD7BgCx.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:12.92 ID:8h6PhpJL0<> メルさん質です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:15.27 ID:iUtZuo2K0<> <a href="../test/read.cgi/livemegami/1682241016/147" rel="noopener noreferrer" target="_blank">&gt;&gt;147</a> <br> オルゴデミーラキーファ説ぐらい信憑性ある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:17.08 ID:by312Hh30<> <a href="../test/read.cgi/livemegami/1682241016/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> 切り札は取っておくもんだろう？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:18.52 ID:c3WdYZO40<> ガンマのイラスト商売 <br>  <br> 山ちゃん　0スクラップ <br> ↓ <br> rpr＆dtto 500スクラップ <br> ↓ <br> こはく　1000スクラップ <br> ↓ <br> ひなーの＆りりむ　2000スクラップ <br>  <br> 順調に値上げしてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:20.50 ID:PpEQZzum0<> これ厳しくね？ <br> MPないやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:20.37 ID:4XwHZTnc0<> マリンまじ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:21.42 ID:L3J51X070<> さかまたはどうも顔に特徴がない <br> 一番くじのタペストリーも思った <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:23.27 ID:pDWi1I2G0<> マリン泣いてね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:25.89 ID:r0hJ4w9x0<> PS版って逃げる何回かで会心の裏技使える？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:27.66 ID:DLbiSNb30<> これ勝てるんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:31.79 ID:HfiJalgB0<> <a href="../test/read.cgi/livemegami/1682241016/253" rel="noopener noreferrer" target="_blank">&gt;&gt;253</a> <br> え、そうだっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:31.81 ID:cox9zoTI0<> マリン～&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:32.82 ID:NPIFi1Yg0<> <a href="../test/read.cgi/livemegami/1682241016/275" rel="noopener noreferrer" target="_blank">&gt;&gt;275</a> <br> どの枠？みおしゃ見てんだけど&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:33.71 ID:rSA6MfBA0<> デスペコラ勝てる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:34.06 ID:hUJ1Kmad0<> 輝く息どりゃああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:37.25 ID:hwFldNw30<> けんじゃのいしもっと使うべきだったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:38.86 ID:DLbiSNb30<> デレたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:39.77 ID:yR5MnhyG0<> いてつく波動きちゃー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:42.02 ID:PpEQZzum0<> 100越え全体攻撃はアカン <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:41.83 ID:kPchGstb0<> マリン、シてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:43.89 ID:64vj15700<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> 加藤純一だいじょうぶ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:43.93 ID:dh5m4xUB0<> <a href="../test/read.cgi/livemegami/1682241016/285" rel="noopener noreferrer" target="_blank">&gt;&gt;285</a> <br> 流石にもっとあるだろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:48.27 ID:a9upxI2T0<> ギバラの嫁にして激推しの彼女orocaたそはいいぞ&#128525; <br> https://i.imgur.com/dtkVuMy.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:49.79 ID:NSLql7oA0<> マリン急に泣いてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:52.28 ID:5Ypo1Rjn0<> これ負けそうピオリムかけないと上取れない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:53.07 ID:iUtZuo2K0<> <a href="../test/read.cgi/livemegami/1682241016/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> 樋口楓のラブレターが1500スクラップだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:16:56.26 ID:hwFldNw30<> 雲行き怪しいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:16:56.00 ID:V7461Skc0<> <a href="../test/read.cgi/livemegami/1682241016/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> 実績って大事なんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:00.05 ID:n+VnCSSK0<> イヤホンつけてフラついてるチャリが車線に飛び出してきたからクラクション鳴らしたんだけどめっちゃ睨まれたわ <br> これ俺が間違ってる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:01.40 ID:iyEL6twN0<> <a href="../test/read.cgi/livemegami/1682241016/197" rel="noopener noreferrer" target="_blank">&gt;&gt;197</a> <br> あくたんもコラボ4回てゆうてた <br> なんか大規模なのあるぽいのかな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:31.66 ID:sKHDBtil0<> <a href="../test/read.cgi/livemegami/1682241016/209" rel="noopener noreferrer" target="_blank">&gt;&gt;209</a> <br> モンスターズやってりゃ嫌でも目に入るよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:23.54 ID:le6zktJ10<> <a href="../test/read.cgi/livemegami/1682241016/222" rel="noopener noreferrer" target="_blank">&gt;&gt;222</a> <br> 11は配信でやるゲームの候補に入ってたんだがドラクエおじさんが1～3やってからやれって指示してから無くなった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:34.62 ID:U3FHBtDv0<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> ふ～ど強すぎるから嫁がでるのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:39.61 ID:PpEQZzum0<> フバーハないと息2回で全滅や <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:41.34 ID:1bJaZpdC0<> 急にクソゲーになったぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:41.34 ID:ZLWgxG6o0<> ぺこら負けそうじゃね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:26.90 ID:yR5MnhyG0<> 鬼畜コンボきたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:28.22 ID:iK4sLh9s0<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> これわためとぼっさんも出るイベントだけど大丈夫？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:08.00 ID:W7wa8Kuv0<> <a href="../test/read.cgi/livemegami/1682241016/294" rel="noopener noreferrer" target="_blank">&gt;&gt;294</a> <br> 黒くなるだけだよ <br> 演出もほぼない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:43.89 ID:qa12qRvF0<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> きちゃあああああああああああああ <br> https://i.imgur.com/Elbr3sU.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:07.44 ID:tlWtuPSO0<> <a href="../test/read.cgi/livemegami/1682241016/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> 商売上手やな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:17:10.72 ID:hwFldNw30<> マリンまじか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:46.43 ID:yR5MnhyG0<> 鬼畜コンボきたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:17:47.60 ID:EsxfhrF/0<> メル全部おもろいわ <br> これ要注目だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:12.62 ID:sKHDBtil0<> <a href="../test/read.cgi/livemegami/1682241016/209" rel="noopener noreferrer" target="_blank">&gt;&gt;209</a> <br> モンスターズやってりゃ嫌でも目に入るよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:49.59 ID:4YVgPAb10<> 毎回フバーハかけるつもりじゃないと <br> ぺこーら火力のみでやるしかないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:50.28 ID:WpBwKX6y0<> テメッ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:15.29 ID:qa12qRvF0<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> きちゃあああああああああああああ <br> https://i.imgur.com/Elbr3sU.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:15.23 ID:2ChoCh5g0<> マリン泣いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:16.84 ID:YclV7xZt0<> <a href="../test/read.cgi/livemegami/1682241016/242" rel="noopener noreferrer" target="_blank">&gt;&gt;242</a> <br> メガンテは作品によって表現方法が違う <br> ロト紋じゃただの自爆だったし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:17.46 ID:WpBwKX6y0<> テメッ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:17.37 ID:cox9zoTI0<> 一味総出で慰めてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:54.25 ID:cUDxaWM00<> <a href="../test/read.cgi/livemegami/1682241016/308" rel="noopener noreferrer" target="_blank">&gt;&gt;308</a> <br> はいいてつくはどう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:19.58 ID:rFOS4UfC0<> けんじゃの石アリーナに持たせちゃ駄目だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:57.51 ID:fb6kfilR0<> ぺこら全滅します・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:17:58.25 ID:OymWJbUx0<> <a href="../test/read.cgi/livemegami/1682241016/312" rel="noopener noreferrer" target="_blank">&gt;&gt;312</a> <br> お前が正しい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:18:00.05 ID:SyXQjfIg0<> ドラクエのブレス系火力エグイよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:00.08 ID:fYPb+CjB0<> これ適正レベルなの？勝てそうにないけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:05.06 ID:KxTvdun70<> <a href="../test/read.cgi/livemegami/1682241016/42" rel="noopener noreferrer" target="_blank">&gt;&gt;42</a> <br> おかゆ <br> ルイ <br> ミオしゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:18:05.65 ID:91lMDAPe0<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> 2チームに分かれるらしいから1人減っても4対4できる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:10.77 ID:ve50c7vN0<> ここの人らってなんでこんな僻地で実況してんの？ <br> st実じゃいかんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:11.02 ID:w20/kgsK0<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> こくじんとうとう名前変えたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:18:12.32 ID:iUtZuo2K0<> <a href="../test/read.cgi/livemegami/1682241016/209" rel="noopener noreferrer" target="_blank">&gt;&gt;209</a> <br> 何ならバトエン世代だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:15.17 ID:PpEQZzum0<> これ勝てんわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:17.00 ID:YSyOxhtZ0<> ドラクエ三大裏設定 <br>  <br> バーバラ=金のドラゴン <br> キーファ=オルゴデミーラ <br>  <br> あとは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:18:17.67 ID:vPAPDRkg0<> ファミコン版のデスピサロはこんな顔二つなかったよなぁ <br> ダサい改変だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:18.18 ID:Rm2ZQGE40<> ぺこら接戦うますぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:19.68 ID:WpBwKX6y0<> 姫～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:21.07 ID:CouYdHLr0<> ぺこらが配信でクリアしたドラクエ <br> 1 <br> 2 <br> 4(予定) <br> 5 <br> 8 <br> 11 <br> ビル2 <br> DMJ <br> DMJ2 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:26.34 ID:ukbywgOd0<> 卍がvaloでアセンダント目指す配信←同接どれぐらい出る？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:26.41 ID:ezfu3sOj0<> 11まででドレアム様より強いのってどんだけいるの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:28.61 ID:ilhnufSS0<> <a href="../test/read.cgi/livemegami/1682241016/287" rel="noopener noreferrer" target="_blank">&gt;&gt;287</a> <br> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:29.03 ID:n+VnCSSK0<> <a href="../test/read.cgi/livemegami/1682241016/339" rel="noopener noreferrer" target="_blank">&gt;&gt;339</a> <br> ありがとう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:30.75 ID:ZLWgxG6o0<> んな姫死にました&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:18:31.27 ID:dh5m4xUB0<> <a href="../test/read.cgi/livemegami/1682241016/283" rel="noopener noreferrer" target="_blank">&gt;&gt;283</a> <br> かっさんいるってことはこの企業は差別を推奨してるってこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:18:32.15 ID:QzrxhVhd0<> <a href="../test/read.cgi/livemegami/1682241016/312" rel="noopener noreferrer" target="_blank">&gt;&gt;312</a> <br> ひき殺していいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:32.51 ID:5Ypo1Rjn0<> これは攻撃ぺこーらで残り3人をサポートに回して持久戦が正解か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:34.54 ID:DLbiSNb30<> これ負けたろｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:35.81 ID:CKc3ouf70<> <a href="../test/read.cgi/livemegami/1682241016/346" rel="noopener noreferrer" target="_blank">&gt;&gt;346</a> <br> 女はやらないだろ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:37.82 ID:2NwIwQXa0<> マリン&#128525;&#128525;&#128525;&#128525;&#128525; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:39.93 ID:wOU3amaF0<> <a href="../test/read.cgi/livemegami/1682241016/337" rel="noopener noreferrer" target="_blank">&gt;&gt;337</a> <br> アタッカーをヒーラー役にするのは愚かだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:18:42.31 ID:LIB6M7Le0<> ぺこちゃんがんばえー！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:43.64 ID:64vj15700<> <a href="../test/read.cgi/livemegami/1682241016/348" rel="noopener noreferrer" target="_blank">&gt;&gt;348</a> <br> チャモロ=テリー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:43.85 ID:zPfHL0+j0<> マリンやっぱ相当効いてたんやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:44.37 ID:fb6kfilR0<> デスピサロやるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:47.32 ID:PSiQvW530<> <a href="../test/read.cgi/livemegami/1682241016/312" rel="noopener noreferrer" target="_blank">&gt;&gt;312</a> <br> クラクションはあんまり鳴らしちゃいけないよ <br> 確かそんなルールがある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:49.93 ID:NEBgBXO10<> いてつくと息がきついな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:50.31 ID:xl5Cnesz0<> マリンってトワ配信に配慮して変更したん？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:18:54.50 ID:DFDOjRfr0<> <a href="../test/read.cgi/livemegami/1682241016/349" rel="noopener noreferrer" target="_blank">&gt;&gt;349</a> <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:19:00.41 ID:JoeX2Kc50<> メルさん…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/04/23(日) 18:19:00.72 ID:ee+nC/ap0<> <a href="../test/read.cgi/livemegami/1682241016/14" rel="noopener noreferrer" target="_blank">&gt;&gt;14</a> <br> ネタにされてるけど苦しかったろうになぁ <br> 家族が動かなくなってくとこみてるのどういう気分だったんだろ&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:19:01.68 ID:ezfu3sOj0<> <a href="../test/read.cgi/livemegami/1682241016/348" rel="noopener noreferrer" target="_blank">&gt;&gt;348</a> <br> テリー＝エスターク <br> チャモロ＝エビルプリースト <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:19:02.00 ID:nyg0sU4C0<> ぶっちゃけレベル上げてボコるのが好きなんで雑魚としか思わんが <br> ぺこらはこのレベルでよく戦ってるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/04/23(日) 18:19:02.67 ID:YclV7xZt0<> <a href="../test/read.cgi/livemegami/1682241016/340" rel="noopener noreferrer" target="_blank">&gt;&gt;340</a> <br> だからフバーハがあるんよ <>
