名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/11/29(火) 21:18:55.14 ID:8WUE78S10<> えっちすぎる <>6期のエロライブ王 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:33.53 ID:OTM1FDcC0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> めっちゃこよりだなぁって <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:34.83 ID:vA8u0wl10<> 歌舞伎町の女王様歌って欲しい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:36.00 ID:YWFl7HTv0<> <a href="../test/read.cgi/livemegami/1669724335/163" rel="noopener noreferrer" target="_blank">&gt;&gt;163</a> <br> 今歌ってるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:35.69 ID:7AyVAvjL0<> 音量が小さいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:37.36 ID:pp9PYDl+0<> スパチャ抜けてヤバそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:38.20 ID:9WDaqMT70<> エロが足りない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:40.63 ID:FIViDL9b0<> エロで登山した分エロがなくなればその分げざんするってこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:40.92 ID:HqwYjdf40<> うーん停滞停滞です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:41.17 ID:M58fXTN+0<> 反復横飛びやって10万目指せ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:42.11 ID:+Iq2LiO10<> この歌、下品であんまよくなくね？ <br> 過大評価では？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:42.84 ID:USOaYQ030<> <a href="../test/read.cgi/livemegami/1669724335/90" rel="noopener noreferrer" target="_blank">&gt;&gt;90</a> <br> 声がしょぼい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:42.91 ID:QepFRVnr0<> ホロライブ全員側転しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:43.47 ID:woOadsSz0<> 去年はマスクキャラで話題にはなったが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:45.17 ID:ESa2N8a20<> エロ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:45.86 ID:jQubA6Wj0<> <a href="../test/read.cgi/livemegami/1669724335/226" rel="noopener noreferrer" target="_blank">&gt;&gt;226</a> <br> コヨーテも飛ばんやろがい！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:46.96 ID:yX/LBCNM0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> こよりの勝ち <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:47.50 ID:RcN54OaS0<> まだ20分だった… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:47.70 ID:v7mImqAc0<> <a href="../test/read.cgi/livemegami/1669724335/224" rel="noopener noreferrer" target="_blank">&gt;&gt;224</a> <br> あくあいろぱれっとの時だっけ？ <br> 結構遡るんやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:49.99 ID:/DaxraH60<> しゃかまたのこの声聞き取りづらいわ <br> ぽえぽえの声で歌ってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:50.76 ID:rbw/CA600<> 今日はゲストこないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:51.08 ID:BTPWp78o0<> エロライブさいこおおおおおお <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:51.44 ID:XEkXtR/90<> <a href="../test/read.cgi/livemegami/1669724335/9" rel="noopener noreferrer" target="_blank">&gt;&gt;9</a> <br> これは多分収録やな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:52.60 ID:Ayjf/YX60<> <a href="../test/read.cgi/livemegami/1669724335/172" rel="noopener noreferrer" target="_blank">&gt;&gt;172</a> <br> 厳密にはあくあのみ <br> ゲスト前ソロパートで10万でいいならすいちゃんとかも <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:52.80 ID:nmcmycNf0<> 茶番下山するこよりと歌下山するクロエ <br> こよクロいいコンビだな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:53.21 ID:PeOENv1V0<> もっと胸揺らして！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:53.27 ID:qH/81NYL0<> かわいいガワでわちゃわちゃするのが見たいのであって <br> 微妙なカラオケが見たいわけじゃないんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:53.63 ID:gOL3BhqN0<> これ沙花叉歌わんかったら13万いけたやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:54.50 ID:GWClK47x0<> めっちゃ生感はあるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:55.12 ID:S0NtdtNw0<> まじでゲストないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:55.12 ID:xR+lXrDa0<> ゲストパートか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:55.62 ID:aVgRthxV0<> なんか色々勿体ないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:55.77 ID:3nh5wbrv0<> ぶっちゃけ質よりニーズを満たしているかどうかだよな <br>  <br>  <br> 「ファンは生で頑張ってるさかまた」を見たいわけやからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:57.07 ID:ROiZLXvD0<> マスクオフ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:57.84 ID:Ih7Q45l70<> マスク取れおっぱいみせろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:59.05 ID:7yM5kieu0<> え？まだですか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:21:59.11 ID:vx2wMsaT0<> 後ろ姿のシルエット草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:59.13 ID:Ic4468T90<> まだ20分か･･･ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:59.40 ID:UCbss9DK0<> その声で歌え&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:21:59.34 ID:yR1gnoKH0<> <a href="../test/read.cgi/livemegami/1669724335/28" rel="noopener noreferrer" target="_blank">&gt;&gt;28</a> <br> ハギギシリしながら見てるんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:00.28 ID:9hFmmDwL0<> このギャップはウケが悪そう&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:00.33 ID:Tjpy6LiJ0<> 本格的なボーカル採用しようよ <br> 配信が面白ければすべてが許されるけど6期の配信レベルで歌も質ないのキツいよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:00.80 ID:hOAsc03b0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> なにこれー&#128552; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:00.94 ID:xQ8h3Zug0<> いうてもまだ20分やぞ時間はある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:01.22 ID:FwTXDEVd0<> <a href="../test/read.cgi/livemegami/1669724335/213" rel="noopener noreferrer" target="_blank">&gt;&gt;213</a> <br> 罪と罰好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:01.79 ID:XqFsTDc40<> おっぱいみせろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:02.88 ID:He6dB5Ns0<> 9.8万どりゃあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:02.96 ID:IUzhKTcO0<> はぁ&#127812;&#128166;&#128166; <br>  <br> https://imgur.com/IIctix4.gif <br> https://imgur.com/LrNcYPw.gif <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:02.87 ID:8S3TP2Vk0<> なんか盛り上がりに欠けとるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:03.26 ID:hqnnVgNd0<> 生歌って言ってもユラユラ揺れるだけで普段の歌枠と変わらんじゃん <br> しかも下手だし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:03.73 ID:dAMMMs5P0<> これじゃさかまたは歌勢としてやってくのは難しいだろな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:04.08 ID:oGR7MWTY0<> 新しいスタジオのせいかしらんけど、高音が曇るから余計に残念な感じになる <br> メルさんからずっとこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:04.26 ID:QEm1KuZZ0<> さかまたチンコです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:04.45 ID:/ZcwWpfx0<> どっちかというと下山は選曲の方が大きい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:04.59 ID:hSdPQ4Lo0<> ゲスト無しソロライブはそいつのファンにとっては最高だし <br> スパチャも投げやすいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:07.97 ID:yYrOJGkh0<> 急に静かになるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:08.23 ID:x66Jz6aB0<> さかまたは電波ソングとかそういうほうが需要あるけど好みの歌がな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:08.41 ID:zKXKRcN70<> <a href="../test/read.cgi/livemegami/1669724335/217" rel="noopener noreferrer" target="_blank">&gt;&gt;217</a> <br> 真面目な話スタンプ連打で弾かれてる説がある <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:08.90 ID:EUqcjVYF0<> 緊張でガチガチなんもだいぶマシになったか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:09.81 ID:hcOgACDm0<> しゃかまたの抜き有りライブめっちゃいいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:10.50 ID:TBeuplEX0<> バランスボールとかどうだ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:11.55 ID:2pUMgxZ/0<> このフードどうやってくっついてんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:11.70 ID:ZVQC1cK80<> そもそも何でライブで歌いたがるの？にじさんじみたいに自分で考えたらドラマでも見せてくれよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:12.78 ID:fzZgmLMR0<> <a href="../test/read.cgi/livemegami/1669724335/264" rel="noopener noreferrer" target="_blank">&gt;&gt;264</a> <br> 俺も椎名林檎は苦手 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:15.42 ID:/s0hXe5b0<> 頼むから歌える人採用してくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:15.75 ID:NZ6ncg510<> 98,413 人が視聴中  24 分前にライブ配信開始  <br>  <br> 唄終了で登山開始ＷＷＷＷ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:17.61 ID:+Iq2LiO10<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 質の大洪水 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:18.15 ID:UjpLcbIn0<> １人でストレッチとかしてるだけでも10万行きそう <br> 最強のガワ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:18.55 ID:PIQKrJKA0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> リリエル&#12316;&#128519; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:18.84 ID:pi+qcbOb0<> <a href="../test/read.cgi/livemegami/1669724335/232" rel="noopener noreferrer" target="_blank">&gt;&gt;232</a> <br> 一周年というのは活動で1番大事なイベントだぞ <br> 適当な記念ライブと比較すんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:18.65 ID:CpxO+zhY0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 本物には勝てねえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:22.37 ID:Zs5QrZ6f0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> ここにいたんだね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:22.65 ID:PLT0g4hq0<> １０万行きそうだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:24.29 ID:yX/LBCNM0<> ほんとえっちだなこいつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:25.06 ID:ESa2N8a20<> 仮面を外すな！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:25.87 ID:E2OEgPHk0<> 地味に上向いたぞ10万いけるか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:25.48 ID:OTneOubB0<> 知らん曲きたああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:26.05 ID:GWClK47x0<> 知らない曲どりゃあああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:26.76 ID:3nh5wbrv0<> 難しい歌ばっかりやんけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:27.56 ID:qr3y2O4C0<> 知らん曲どりゃああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:28.24 ID:9wSAgjtj0<> 仮にだけど <br> バックダンサー出てきたらコラボってことでいいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:28.87 ID:HqwYjdf40<> 顔出したら登山！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:29.11 ID:mcnnd6AX0<> 仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな仮面とるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:29.87 ID:Oouc1zWX0<> 知らない曲ばっかで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:30.35 ID:JF90OSlV0<> エロ売りはマリン直伝かな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:30.70 ID:vx2wMsaT0<> また知らん曲&#128552; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:30.38 ID:FuMiJDU20<> <a href="../test/read.cgi/livemegami/1669724335/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> マネキンのパンツなんか見てどーすんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:30.52 ID:lCdQWOMd0<> キングヌーどりゃあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:31.58 ID:Dr9hDh7E0<> 静かな演奏)  <br> (長瀬ソロ)ふーん エッチじゃーん 我が友よ 冒険者よ ふーん エッチじゃーん 旅立つ人よ 勇者であれ  <br> (トキオコーラス)ハー ハー ハー(高音)  <br> (城島茂)アガナトゥーラブ(超高音)  <br> (演奏盛り上がり)  <br> (ここからＴＯＫＩＯ&肩を組んだなんj民大合唱)  <br> ふーん！！！！！！！！！！エッチじゃーん！！！！！！！！！！！！！！！！！！！！  <br> 我～が友よ！！！！！！！！！！！！！！！！！！！！冒険者よ！！！！！！！！！！！！！！！！！！！！  <br> ふーん！！！！！！！！！！！！！！！！！！！！エッチじゃーん！！！！！！！！！！  <br> 旅立つー！！！！！！！！！！人よ！！！！！！！！！！  <br> 勇者であれ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！  <br> (ﾁｬﾁｬﾁｬ!!!!!!!!!!!!!!!!!!!!!!!)  <br> ふんエッチじゃーん！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:32.26 ID:JcOgkbRR0<> <a href="../test/read.cgi/livemegami/1669724335/158" rel="noopener noreferrer" target="_blank">&gt;&gt;158</a> <br> パンツ見えたら儲けだなくらいなもんで <br> そこまで真剣に見に行くのお前くらいだよ多分 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:33.52 ID:JLIcWE7+0<> <a href="../test/read.cgi/livemegami/1669724335/232" rel="noopener noreferrer" target="_blank">&gt;&gt;232</a> <br> ライブは5期が最弱だわ <br> あ、一期はそもそも数にいれてない <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:34.08 ID:hOAsc03b0<> キングヌーどりゃあああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:34.27 ID:lqte+5Ir0<> 10万くっぞw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:34.58 ID:7yM5kieu0<> まぁでもゲストなしだしな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:34.62 ID:eLQJWwA70<> 歌の合間に激登山 <br> なんでや！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:36.15 ID:NUwQnt2I0<> 選曲がよくないわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:36.91 ID:1sWjmIK90<> 普段の声が好きなだけであの歌声は別に好きじゃないんやろなぁみんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:37.10 ID:Ih7Q45l70<> 知らない曲ですね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:37.34 ID:v/noL/PE0<> 99000どりゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:36.96 ID:fKCxdtvs0<> セトリに難がある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:37.90 ID:UMt9Q2cd0<> むずい曲ばっか選ぶなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:38.92 ID:jqvOvihG0<> なんでそう難しい曲ばっか歌うねん！！！！！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:39.14 ID:UOwwd/K00<> お、いくか10万 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:39.78 ID:xOKt+ioM0<> 選曲のセンス？ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:40.04 ID:yX/LBCNM0<> 知らない曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:40.53 ID:qoEFroCi0<> この可愛い曲は登山やろな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:40.21 ID:16SZqdWd0<> いいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:40.63 ID:2pUMgxZ/0<> キングヌー知らねぇえええええええ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:40.67 ID:B52o8VbD0<> ズコー！の予感 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:40.61 ID:Mtg7MUOG0<> キングヌーどりゃああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:41.11 ID:bLt0xGHS0<> ぺこルーナ並の声量 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:41.29 ID:XSWou+810<> King Gnuどりゃあああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:41.63 ID:jSWkFTsI0<> 知らない曲やめて&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:42.14 ID:xm1EU/fR0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 質では勝ってるやんこよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:42.68 ID:+kZ078j30<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> ガチの質 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:41.22 ID:o5HJGKhs0<> クロアン気持ちわるいなと思ってたけどクロエ全肯定信者の方が気持ち悪くてひいたわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:42.20 ID:PvS2Y77T0<> つねた！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:37.75 ID:3EYMozhV0<> 知らん曲やめろ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:44.36 ID:3nh5wbrv0<> なんで生パートでこんなムズい歌ばっか選んだwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:44.82 ID:L4oLFqSD0<> 選曲が地味なんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:45.95 ID:F+jXvi1a0<> King Gnuどりゃあああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:45.56 ID:WLSHqWXJ0<> もっと知ってる曲歌え&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:46.38 ID:CzCkY2fi0<> 個人的には折角3Dライブなんだから歌よりダンスに力入れて欲しい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:46.45 ID:AN6heZ7m0<> <a href="../test/read.cgi/livemegami/1669724335/176" rel="noopener noreferrer" target="_blank">&gt;&gt;176</a> <br> 画像おもろすぎやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:46.11 ID:yY89yXeS0<> １０万どりゃああああああああああああああああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:46.63 ID:Ngry/11/0<> エロダンスで登山してる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:46.67 ID:kJ8+N3Eo0<> ｷﾝｸﾞﾇｩきたああああああああああああああああああああ <br> しかし渋い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:47.55 ID:HqwYjdf40<> 10万くっぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:47.89 ID:nmcmycNf0<> <a href="../test/read.cgi/livemegami/1669724335/286" rel="noopener noreferrer" target="_blank">&gt;&gt;286</a> <br> ニーズ言い出したらエロエロ歌エロ歌エロ告知新曲エロやろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:47.73 ID:+M7dZTKW0<> 仮面とるなぁよーーーー <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:48.04 ID:ooMdYMvM0<> キングヌーどりゃああああああああああああああああ！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:48.43 ID:8CxXOg1A0<> 10万どりゃああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:49.08 ID:EHFwYkET0<> エッッッ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:50.43 ID:wt8GrUeR0<> さかまたの腕くるくるするダンスちょっとおもろいよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:50.59 ID:hBTB9EcA0<> キャラ声で歌うほうが良いんだけどなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:50.77 ID:aIn/LsS50<> 知らん曲ばっかや <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:50.59 ID:nrRAkOer0<> オケしょっぼw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:51.29 ID:/fwTGF4H0<> いくいくいく！10万 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:52.22 ID:He6dB5Ns0<> 9.9万どりゃあああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:53.09 ID:jurzGrOy0<> 茶盤入れろ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:53.09 ID:Dlxy9G8Q0<> なんだよこの選曲 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/11/29(火) 21:22:55.89 ID:OswPw72L0<> <a href="../test/read.cgi/livemegami/1669724335/232" rel="noopener noreferrer" target="_blank">&gt;&gt;232</a> <br> ホロ自体が大きくなっててそりゃ初ライブだからそうなる <br> 来年からが本番って感じ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:56.75 ID:ItoQxn9J0<> 歌で売りたいやつのライブとしては歌パートが退屈 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/11/29(火) 21:22:58.16 ID:5h4HjEKr0<> オウガ「これオリ曲？」 <>
