名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/01/27(金) 22:42:20.87 ID:yy5GyaAj0<> みてください <>んなクラ 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:46:58.65 ID:DP/IhAJq0<> <a href="../test/read.cgi/livemegami/1674826940/170" rel="noopener noreferrer" target="_blank">&gt;&gt;170</a> <br> どういうこと？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:46:58.62 ID:nvRn2WCH0<> https://pbs.twimg.com/media/Fne7OB1acAAM_au.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:46:59.03 ID:HAziiHt10<> クリアボディなんて使ってっから <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:46:59.22 ID:UJxDpaW00<> ラミィ10000どりゃああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:00.36 ID:aonpdnGF0<> しゃーねーあくあみたるか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:01.10 ID:XPe1UYz30<> あくたんめっちゃ登山してるやん <br> 煽られてたのはなんだったんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:01.97 ID:Q6EpoEwf0<> (  ･&#7620;&#7109;･&#7621; )ドラゴンアローさあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:02.30 ID:1zP9vCkU0<> あくたんわるだくみ知らんのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:01.84 ID:ue6+bi7c0<> <a href="../test/read.cgi/livemegami/1674826940/170" rel="noopener noreferrer" target="_blank">&gt;&gt;170</a> <br> やっぱ聞こえたよな？ <br> 後でアーカイブ見返すけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:02.60 ID:Pkr5sRvB0<> スバルと日南は自身の配信時間変更してまでぺこらのスウジームーブを手伝わされたのか <br> 大変だな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:04.41 ID:0IqO9I2W0<> <a href="../test/read.cgi/livemegami/1674826940/246" rel="noopener noreferrer" target="_blank">&gt;&gt;246</a> <br> まあ2時間あけるのが無難でしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:07.63 ID:lluK9PCv0<> フレアさあ <br> そう思ってるならホロメンと共有しとけよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:07.94 ID:9cv970HV0<> 健常な人ほど病みやすいということがよくわかった配信でしたね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:08.55 ID:dYAmKyab0<> <a href="../test/read.cgi/livemegami/1674826940/170" rel="noopener noreferrer" target="_blank">&gt;&gt;170</a> <br> 地声じゃないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:08.80 ID:Nqz9uyO/0<> <a href="../test/read.cgi/livemegami/1674826940/113" rel="noopener noreferrer" target="_blank">&gt;&gt;113</a> <br> 初期の頃は3連続北海道とかあったからこれでもマシになったんだぞ <br> そもそもピンポイントとかやってる方がおかしいんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:09.62 ID:H2sFRgxV0<> でもドゲザは突破できないだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:08.80 ID:v3ol6kD40<> ノエルのHなASMRを聞くためにスバルは入会しないんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:09.95 ID:3049ibqI0<> あくたんピンチです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:10.60 ID:wtd+YgTj0<> ラミィゴミゲーで1万出てるけど許されたな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:13.20 ID:MpJVeciB0<> ホロメンが桃鉄とかジオゲッサーやったら高確率で日南市引き当てる現象なんなん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:16.77 ID:svCMpEbG0<> べこねねの先にゲーム終わった後のデートがめっちゃ自然な会話で良かった <br> 煽りもいけるしマジで相性良いだろこの二人 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:18.02 ID:5BPVbvw60<> <a href="../test/read.cgi/livemegami/1674826940/243" rel="noopener noreferrer" target="_blank">&gt;&gt;243</a> <br> 個別シングルなんて完全に運 <br> ノエルとねねがまさか観戦だけって <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:19.85 ID:dYAmKyab0<> ルーナ喉になんかいます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:23.03 ID:9sudUK3Z0<> (&#42022; ^)o(^ &#42022;)爆速登山 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:23.86 ID:zr0oBGC20<> 424 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/01/27(金) 22:31:41.88 ID:dmyhDDUf0 <br> ぺこらもコラボ頼みになったな <br> 単独だとみこちに負ける時もあるもんなw <br>  <br> 746 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/01/27(金) 22:38:18.65 ID:dmyhDDUf0 <br> 残念ながらぺこらの数字に意味はありませんwσ(^_^; <br>  <br>  <br> 手帳持ちさぁ <br> そんなジジイくさい顔文字50過ぎた親父しか使ってるとこ見たことないんだけど？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:25.41 ID:H2sFRgxV0<> ここ変えるの！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:26.64 ID:lOBoyVFc0<> そういえばあの面子でぺこらだけ裏の顔ないんだよな <br> 他2人は理解がありそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:47:28.46 ID:HC7rg4HX0<> なんでクリアボディなんだよ今いかく環境じゃないやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:33.10 ID:mdNlgFdM0<> あくたんもこたんの方が面白いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:35.18 ID:4szDMbff0<> <a href="../test/read.cgi/livemegami/1674826940/281" rel="noopener noreferrer" target="_blank">&gt;&gt;281</a> <br> 相変わらず仕事が早い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:36.24 ID:t+mOE+aU0<> あくたん妥協のせいで負けそう&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:47:37.00 ID:Pc1HPds40<> ぺこねねは普通にタイマンコラボで見たいな <br> ねねちがタメ口でぺっさん殴れるのはいあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:40.37 ID:P0NJf0lT0<> <a href="../test/read.cgi/livemegami/1674826940/296" rel="noopener noreferrer" target="_blank">&gt;&gt;296</a> <br> スバルはおかゆ一筋なんで <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:40.02 ID:JUzy34LO0<> <a href="../test/read.cgi/livemegami/1674826940/298" rel="noopener noreferrer" target="_blank">&gt;&gt;298</a> <br> 動画の評判もいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:47:42.81 ID:HC7rg4HX0<> なにしてんの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:42.96 ID:PBaNRR/U0<> んな「喉になんか居る」 <br>  <br> えっ・・・？&#127812;&#128166; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:45.18 ID:pEG0Y9sR0<> ジオゲッサーこれなら小豆vs3期生とかでもいけるな <br> 絶対小豆勝つけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:45.76 ID:OGwfhEk80<> 天月ゲームなんでもできんだな、すげえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:46.32 ID:BkNYA8N+0<> ルーナカレーパンに喉やられました… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:46.95 ID:6HVJPmWG0<> ホロライブ飽きたんだけど俺健常者になった？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:47:47.28 ID:QDqJtpaE0<> <a href="../test/read.cgi/livemegami/1674826940/136" rel="noopener noreferrer" target="_blank">&gt;&gt;136</a> <br> 華枯れちゃった… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:53.74 ID:aonpdnGF0<> <a href="../test/read.cgi/livemegami/1674826940/275" rel="noopener noreferrer" target="_blank">&gt;&gt;275</a> <br> ランクマ耐久でもないんだろ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:53.62 ID:9oM2b9EW0<> 何やってんだたくあん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:55.66 ID:lluK9PCv0<> ノエルディスコ付けたまま配信しろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:47:55.85 ID:8wVxEB7E0<> ひどい&#128557; <br> https://i.imgur.com/yc4Tk7B.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:47:56.64 ID:l7dAxxAJ0<> <a href="../test/read.cgi/livemegami/1674826940/300" rel="noopener noreferrer" target="_blank">&gt;&gt;300</a> <br> でもぺこちゃんの隣はこよのものだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:57.92 ID:CIPzPiYo0<> <a href="../test/read.cgi/livemegami/1674826940/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> ドラクエだから指示厨おじさんが集まったんだけど？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:57.64 ID:k8TSjwvA0<> あくたんが！あくたんがゲーム配信してる！ <br> ありがとう！ありがとう！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:58.39 ID:64vfEGVd0<> あくあがリスナーのラジコンになっちまった… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:47:59.30 ID:93RmCRxE0<> ホロメンって配信切ったあと軽くコラボ反省会みたいのやるらしいし <br> いま高速で謝罪しあってるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:02.42 ID:RzmigHFy0<> <a href="../test/read.cgi/livemegami/1674826940/213" rel="noopener noreferrer" target="_blank">&gt;&gt;213</a> <br> いやござるメソッドならこの被りで一万超えは一軍なんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:03.35 ID:DP/IhAJq0<> <a href="../test/read.cgi/livemegami/1674826940/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> 健常 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:04.92 ID:lBdOS7gC0<> あくたんまだへたっぴだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:05.27 ID:q+TkO2tX0<> みこちなんの映画みるんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:08.23 ID:h8uKuaFL0<> ラミィ注意書きのとこでFEをRPG扱いしてるけどなんか勘違いしてない? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:11.08 ID:w5mJRBzD0<> https://i.imgur.com/J1PLk2W.jpg <br> 集合体恐怖症&#128560; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:11.95 ID:v3ol6kD40<> <a href="../test/read.cgi/livemegami/1674826940/312" rel="noopener noreferrer" target="_blank">&gt;&gt;312</a> <br> &#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:12.79 ID:wtd+YgTj0<> <a href="../test/read.cgi/livemegami/1674826940/313" rel="noopener noreferrer" target="_blank">&gt;&gt;313</a> <br> &#129300; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:12.71 ID:GcOysr8U0<> ぺこねねに <br> トワ混ざってきたらどうする？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:14.08 ID:t+mOE+aU0<> 負け筋しか選んでなくて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:14.28 ID:+NGdc8fy0<> おいクソガキお前だけやぞ配信してないの <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:15.12 ID:Q6EpoEwf0<> <a href="../test/read.cgi/livemegami/1674826940/281" rel="noopener noreferrer" target="_blank">&gt;&gt;281</a> <br> (  ･&#7620;&#7109;･&#7621; )どんな速度で仕事でしてんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:18.35 ID:L2DpIAvu0<> レート戦はシーズン1にやるべきだったわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:20.25 ID:+bKufCOk0<> 真の強者は不意打ちを外さない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:24.37 ID:3nz8Y3E80<> ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!! <br> https://i.imgur.com/6atnt5V.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:26.31 ID:tZZ6F+2F0<> <a href="../test/read.cgi/livemegami/1674826940/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> 今やってるパズルゲーも難解なんだけどな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:28.29 ID:e7RtEsBC0<> やべえ <br> まじでハゲた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:28.82 ID:skuZUKLx0<> ふいうちはスーパーボール級だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:30.71 ID:3M8f/2mC0<> <a href="../test/read.cgi/livemegami/1674826940/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> あれこそ、つまんねーことすんなよ！だよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:33.40 ID:UgPc1Rxd0<> あまねちゃこねーの？ <br> マイクラでもいいからルーナと絡んでくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:33.74 ID:VXKV2lw60<> あくたん見に行ったら普通にコメント読んでない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:34.39 ID:dmyhDDUf0<> <a href="../test/read.cgi/livemegami/1674826940/304" rel="noopener noreferrer" target="_blank">&gt;&gt;304</a> <br> 効いてるねσ(^_^; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:35.90 ID:01fdlisx0<> 待って、あくたん普通にコメント見ながらランクマしてるけど <br>  <br>  <br> こより以下？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:36.15 ID:jFxM3i5d0<> んなクラこの状況で9000集めてるの怖いよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:36.76 ID:93RmCRxE0<> <a href="../test/read.cgi/livemegami/1674826940/335" rel="noopener noreferrer" target="_blank">&gt;&gt;335</a> <br> きついな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:37.83 ID:pDmvXe3+0<> そもそも日南の配信はホロと別の日にすれば良いだけやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:37.83 ID:DP/IhAJq0<> <a href="../test/read.cgi/livemegami/1674826940/334" rel="noopener noreferrer" target="_blank">&gt;&gt;334</a> <br> シミュレーションRPGってFEが作ったジャンルだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:38.75 ID:dYAmKyab0<> <a href="../test/read.cgi/livemegami/1674826940/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> ホロアン卒業できたらな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:39.30 ID:HAziiHt10<> お互いモンボだなって感じの択してんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:40.87 ID:Lb68wsJF0<> <a href="../test/read.cgi/livemegami/1674826940/136" rel="noopener noreferrer" target="_blank">&gt;&gt;136</a> <br> ルーナのマイクラあんま求められてないな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:42.42 ID:X7InY8+A0<> 正直マスボまでいくのはレンタル使ったほうが楽だわ <br> 遊ぶのはマスボに行ってからチャプチャプしたほうがいい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:43.86 ID:wzQ8zAdr0<> にじ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:43.67 ID:hiFcQv3X0<> 身代わりも知らないのかよw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:44.89 ID:+YD27Eoq0<> <a href="../test/read.cgi/livemegami/1674826940/274" rel="noopener noreferrer" target="_blank">&gt;&gt;274</a> <br> ぺこらは自信をネタにされるより本気でイジられるの嫌がるからね <br> まぁ仕方ないよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:45.82 ID:Pkr5sRvB0<> ぺこらのスウジームーブって他者に迷惑をかける事多いよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:45.80 ID:XnMXK+Jm0<> たくあんめちゃ初心者やな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:45.80 ID:OrijjKN50<> 最初から最後まで面白かった特に最後の焦り具合が最高 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:47.29 ID:HC7rg4HX0<> あくたん明日もランクマやってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:48.82 ID:udw/0tQp0<> ガンソは2話くらい見て終わりか？ <br> 4話は見ないよな？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:51.86 ID:QDqJtpaE0<> <a href="../test/read.cgi/livemegami/1674826940/352" rel="noopener noreferrer" target="_blank">&gt;&gt;352</a> <br> 今更？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:52.16 ID:MWzUvAcd0<> あくたんもテンポわりぃな&#128524; <br> しゃあねえんなたん観るか&#128170; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:53.36 ID:nuy7XVVZ0<> コメント見ながらランクマはやっぱ質微妙だなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:48:53.72 ID:iQhjvp9u0<> ルーナ虹です <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:55.61 ID:ShKFVbHK0<> ねねち知らんフリして引っ張ったの偉いぞ <br> ホロ以外の仕事をこんなにタイトに入れるならからかって当然だわ <br> 防ぐのはヤリスギだがあせらせるくらいはホロファンとしても嬉しく思う <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:55.73 ID:wtd+YgTj0<> <a href="../test/read.cgi/livemegami/1674826940/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> アニメも卒業しろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:56.25 ID:PSGtlZxe0<> あくたんのコメ欄グロすぎる <br> また病んじゃうよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:56.86 ID:H2sFRgxV0<> まあ不意打ち連打で身代わりさえ壊せば勝ちだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:48:57.91 ID:lt55pEDn0<> あくたんコメント見ながら戦ってんのかよ他行くわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:06.25 ID:wEeS7NJQ0<> <a href="../test/read.cgi/livemegami/1674826940/316" rel="noopener noreferrer" target="_blank">&gt;&gt;316</a> <br> 小豆は海外、他のメンバーは日本にすれば <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:49:06.59 ID:HC7rg4HX0<> こんなに忘れることある？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:06.84 ID:OGwfhEk80<> <a href="../test/read.cgi/livemegami/1674826940/352" rel="noopener noreferrer" target="_blank">&gt;&gt;352</a> <br> そりゃしょーもねえプライドなんてねえからな <br> なーにがコメ欄見ないじゃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:07.11 ID:ScUc0MGl0<> <a href="../test/read.cgi/livemegami/1674826940/316" rel="noopener noreferrer" target="_blank">&gt;&gt;316</a> <br> ハンデ1時間つけたらいい勝負になりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:49:09.05 ID:FTocn39q0<> みがわり相手にふいうち！？ <br> あくたん、お前船降りろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:11.50 ID:+bKufCOk0<> でも勝ちだなこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:11.89 ID:lluK9PCv0<> フレア草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:17.32 ID:zr6QllXA0<> <a href="../test/read.cgi/livemegami/1674826940/309" rel="noopener noreferrer" target="_blank">&gt;&gt;309</a> <br> 負けたとき用の絵先に書いておいて文字をあとで足してるんだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:18.29 ID:DP/IhAJq0<> ガンソ民ぺこーらを叩いています <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:19.17 ID:mfBCxCrK0<> 虹消えちゃいそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:20.12 ID:a9gGVhiF0<> <a href="../test/read.cgi/livemegami/1674826940/229" rel="noopener noreferrer" target="_blank">&gt;&gt;229</a> <br> 憧れの先輩とコラボした後に興奮覚めやらぬままやるエロ配信とか超盛り上がりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:49:22.52 ID:RzmigHFy0<> かなたそ～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:24.26 ID:jkm3Y5NP0<> <a href="../test/read.cgi/livemegami/1674826940/319" rel="noopener noreferrer" target="_blank">&gt;&gt;319</a> <br> ホロライブ飽きてるのにホロアンにいるなら真のガイジだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:26.04 ID:w5mJRBzD0<> https://i.imgur.com/Rc1o5eW.jpg <br> 俺は買うぞ <br> 8800円な <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:27.88 ID:WelViFAa0<> あくたん、SVの新仕様分からないならともかく身代わり分からないってもうただの記憶喪失だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:28.00 ID:WABqv/GO0<> <a href="../test/read.cgi/livemegami/1674826940/352" rel="noopener noreferrer" target="_blank">&gt;&gt;352</a> <br> あくたんはもう完全にリモコンだよ <br> ポケモンストーリー本編もそうだったし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:32.76 ID:lOBoyVFc0<> <a href="../test/read.cgi/livemegami/1674826940/239" rel="noopener noreferrer" target="_blank">&gt;&gt;239</a> <br> ドラクエおじさんは自分達が特別害悪だったと自覚しなよ <br> ゲームの問題じゃない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:33.03 ID:wzQ8zAdr0<> ルーナ虹を見て感傷に浸ってます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:32.68 ID:s2OvcdNn0<> <a href="../test/read.cgi/livemegami/1674826940/344" rel="noopener noreferrer" target="_blank">&gt;&gt;344</a> <br> どうしてもGって文字から始めたいんです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:49:33.77 ID:hiFcQv3X0<> あくたん勝ちです <br> 相手も弱い <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:49:38.20 ID:RzmigHFy0<> <a href="../test/read.cgi/livemegami/1674826940/335" rel="noopener noreferrer" target="_blank">&gt;&gt;335</a> <br> 山ちゃんセンターじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:42.45 ID:jm41a+JF0<> ノエルが基本的に先輩に強く言えないからこのゲームに関してはスバルとの相性最悪だったと思うわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:43.05 ID:5BPVbvw60<> 野うさぎはフレンドと同じマップで遊ぶことできるの教えとけよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/01/27(金) 22:49:44.45 ID:Vbm7tghV0<> <a href="../test/read.cgi/livemegami/1674826940/270" rel="noopener noreferrer" target="_blank">&gt;&gt;270</a> <br> ゴージャス松野？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:44.77 ID:3E5hXLKa0<> <a href="../test/read.cgi/livemegami/1674826940/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> ホロメンと絡む気ないホロ鯖とかやる意味ある？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:46.28 ID:9sudUK3Z0<> <a href="../test/read.cgi/livemegami/1674826940/335" rel="noopener noreferrer" target="_blank">&gt;&gt;335</a> <br> 山田まだいるぺこじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:49.72 ID:ZukSxUkm0<> 崖の上のんなたん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:50.09 ID:PIgakvNM0<> ノエスバの方見てないけどぺこねねの方は <br> 雰囲気が学生時代の遠足だかで班でみんなで目的地探してる感じを思い出したわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/01/27(金) 22:49:51.75 ID:+YD27Eoq0<> <a href="../test/read.cgi/livemegami/1674826940/391" rel="noopener noreferrer" target="_blank">&gt;&gt;391</a> <br> 絶対ぶっかける奴いるわ <>
