名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2023/08/30(水) 19:18:42.36 ID:mgMQN/aj0<> 五分五分ってところか <>ホロライブvsホリゾンタル 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:22.27 ID:PxAN0Wv80<> にぃな萎えてました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:23.11 ID:1oFVVYla0<> こいつ俺にそっくりで草 <br>  <br> https://i.imgur.com/gwZdWfh.png <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:23.14 ID:CmgpdeSW0<> にぃなマネージャーに怒られました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:24.21 ID:g796m/D20<> にぃなマネージャーにお気持ちです <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:24.13 ID:1MbicAkY0<> にぃなまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:25.45 ID:0xt30Bq60<> ほろぞんこれ誰得なんだこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:25.85 ID:p/bk7SX90<> 普通に知らない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:28.67 ID:hFiR4hT10<> にぃな萎えてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:29.61 ID:xeP/16180<> にぃな泣きました <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:30.39 ID:Qe5ptXac0<> <a href="../test/read.cgi/livemegami/1693390722/3" rel="noopener noreferrer" target="_blank">&gt;&gt;3</a> <br> ペルソナは毎回数字弱いからね <br> 1万くらいまでじわじわと登山するよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:31.01 ID:G3prYnWH0<> ホロスターズ強すぎw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:31.17 ID:QrkHnh/S0<> フブキ…さようなら&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:31.42 ID:HHaBSB8A0<> https://i.imgur.com/JQzmdo0.jpg <br> https://i.imgur.com/9QvafVd.jpg <br> https://i.imgur.com/fFnBxZZ.jpg <br>  <br> ホリゾンタルが作り上げた悲しき獣 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:31.86 ID:3IXNG7p40<> <a href="../test/read.cgi/livemegami/1693390722/157" rel="noopener noreferrer" target="_blank">&gt;&gt;157</a> <br> そんなもんか <br> 尊重します <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:32.28 ID:1BEWAjNy0<> 公式のチャットで盛り上がってるやつが17000人近くいるのになんでホロスタ見ないの？ <br> https://i.imgur.com/v3aVP6o.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:33.37 ID:qnsE85I70<> すいちゃんって <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> 頭良かったんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:34.24 ID:J/e1ozUN0<> なんやそれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:34.19 ID:qY6YdzEz0<> PVEモード紹介する気ある？案件初めてか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:34.69 ID:HGYv4Gfv0<> にぃなまずい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:35.07 ID:0tmaKD5J0<> ぶいありうむ厳しすぎるだろ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:35.64 ID:PgQj+J/C0<> ぺーこらFGOにあげるわ <br>  <br> 英霊としてテキトーに使ってやってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:36.81 ID:d8CQTJZR0<> にぃなお気持ちしてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:37.81 ID:im19ScP60<> <a href="../test/read.cgi/livemegami/1693390722/34" rel="noopener noreferrer" target="_blank">&gt;&gt;34</a> <br> マリンもおるやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:38.92 ID:ZoK0Lsab0<> お前らの負け <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:38.93 ID:/349SRv80<> もう寄付僕 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:39.67 ID:7rwXDcH30<> OW大会ホロメン誰も枠取らないの?それでこれしか出ないってマジ? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:42.27 ID:cxg0beD30<> <a href="../test/read.cgi/livemegami/1693390722/157" rel="noopener noreferrer" target="_blank">&gt;&gt;157</a> <br> ギャバババババババババババババババババババババババババババｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:42.97 ID:mrlNCLDq0<> ペルソナ5長過ぎやろ&#128553; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:42.96 ID:EfVGxvjv0<> にぃな、マネに注意されて萎えました <br> お気持ちです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:43.78 ID:eFYADFlj0<> <a href="../test/read.cgi/livemegami/1693390722/157" rel="noopener noreferrer" target="_blank">&gt;&gt;157</a> <br> 興味無いだけで毛嫌いはしてないわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:43.61 ID:yjxME1jb0<> ウキウキで空き巣しようとしたらすいちゃんがバフゲー引っ提げて被せてきました <br> これがこよりの不憫属性か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:43.99 ID:Iq5XdRyP0<> バリマネちゃん意外と厳しいんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:44.55 ID:rGJlOrNO0<> そもそもガチャとか本人の実力でも何でもないからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:45.50 ID:49iT3mqR0<> 月見と言ったらマック？ケンタ？ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> いいえコメダです <br> https://i.imgur.com/OI0VsRK.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:46.12 ID:JzdjWrTy0<> 1番右のやつウエンツ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:47.98 ID:YTTm5gPR0<> にぃな&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:48.29 ID:AcS5GehT0<> <a href="../test/read.cgi/livemegami/1693390722/3" rel="noopener noreferrer" target="_blank">&gt;&gt;3</a> <br> 歯茎溶けちゃった… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:48.72 ID:mTVZzjXk0<> ホリゾン成功したら&#128293;もホリメンになってしまうんか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:51.04 ID:F/nMIVAo0<> <a href="../test/read.cgi/livemegami/1693390722/157" rel="noopener noreferrer" target="_blank">&gt;&gt;157</a> <br> 消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ消せ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:52.59 ID:d8CQTJZR0<> にぃなまさかこいつファンネル使いか？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:53.27 ID:kHEp4m6K0<> <a href="../test/read.cgi/livemegami/1693390722/187" rel="noopener noreferrer" target="_blank">&gt;&gt;187</a> <br> まじで親方の一人勝ち <br> 案件先含めてそれ以外全部負け <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:54.44 ID:4UmAJlRL0<> すいちゃんまともだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:54.74 ID:Q8eiJuv00<> すまんうめちの方で見てたからわからない！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:55.33 ID:c3lMlIG60<> <a href="../test/read.cgi/livemegami/1693390722/65" rel="noopener noreferrer" target="_blank">&gt;&gt;65</a> <br> いいじゃん <br> 外から人が来る配信だし箱推しは別の配信行く奴も多いでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:55.84 ID:V5bo1Q6g0<> みこ逃げそうやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:56.39 ID:L91Av4Lx0<> すいちゃん亀をキと読めます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:56.43 ID:me7mEPYC0<> <a href="../test/read.cgi/livemegami/1693390722/54" rel="noopener noreferrer" target="_blank">&gt;&gt;54</a> <br> <a href="../test/read.cgi/livemegami/1693390722/182" rel="noopener noreferrer" target="_blank">&gt;&gt;182</a> <br> <a href="../test/read.cgi/livemegami/1693390722/184" rel="noopener noreferrer" target="_blank">&gt;&gt;184</a> <br> <a href="../test/read.cgi/livemegami/1693390722/185" rel="noopener noreferrer" target="_blank">&gt;&gt;185</a> <br> <a href="../test/read.cgi/livemegami/1693390722/186" rel="noopener noreferrer" target="_blank">&gt;&gt;186</a> <br> ぶいありうむっ！Varium part87 <br> https://egg.5ch.net/test/read.cgi/sugiuraayano/1693040408/ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:56.70 ID:VKGX3SYq0<> 歴史はあかんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:56.87 ID:hFiR4hT10<> にぃな泣いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:56.90 ID:BO5ASnds0<> あっさいなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:21:58.60 ID:AAYGS7Jv0<> チラ街やめろ <br> すいちゃんは見てない&#128545;&#128545;&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:21:58.95 ID:3tDx6CPO0<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> 急にどしたー？ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:00.30 ID:30AndFbS0<> すいちゃん『亀』をナチュラルに『き』と読みました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:00.61 ID:XR4BF1Ll0<> バリのマネ厳しいな <br> カメラの指示までするのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:02.08 ID:TYKkvzKN0<> ぎゅうしゃでええやろ日本語クソやな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:04.48 ID:U5GacXMK0<> <a href="../test/read.cgi/livemegami/1693390722/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> いやヴァロは最高3万超えてたぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:04.70 ID:Eyt1F/JW0<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> ただの倶楽部です <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:06.25 ID:d8CQTJZR0<> にぃなファンネル！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:07.89 ID:0t5gRPmF0<> すいちゃんコメントチラーミィしてる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:10.30 ID:vTzB5op60<> アキロゼARK <br> こより <br> ホリスタ <br> すいせい漢字 <br> ねねちDNA <br> スバルAZKiクソガキ20時 <br> みこち21時 <br> ペコラFGO <br> 湊あくあ <br>  <br> スレ壊れちゃう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:10.60 ID:EiUVqqnT0<> こよりは早くメタルギア続きやれ <br> アーマードコアとセットおじファンを取り込むチャンスだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:10.84 ID:yx/vOnew0<> <a href="../test/read.cgi/livemegami/1693390722/58" rel="noopener noreferrer" target="_blank">&gt;&gt;58</a> <br> は？紐のコスプレしてた事なんてないんだが？&#128527; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:11.28 ID:sDtr/Qsu0<> にぃな祭にテンション低かったのは怒られたからか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:11.28 ID:PgQj+J/C0<> 誰だよるし男 <br>  <br> TSしたる！なのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:13.43 ID:AgSLqLEc0<> バリウムみたいなとこでもマネージャーいるんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:14.41 ID:2lQkggwQ0<> 漢字でGOは低遅延にしたほうがいいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:16.93 ID:c46HEDGG0<> <a href="../test/read.cgi/livemegami/1693390722/219" rel="noopener noreferrer" target="_blank">&gt;&gt;219</a> <br> スプラでやったら参加あり得るかもな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:19.12 ID:RfzL8twy0<> すいせい戦国武将は知らないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:18.99 ID:FigKVZ0e0<> <a href="../test/read.cgi/livemegami/1693390722/153" rel="noopener noreferrer" target="_blank">&gt;&gt;153</a> <br> ぺこら結構危なかったんじゃね <br> 無言マリパや4皇会議で使ってギリギリだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:20.13 ID:SqzH5JKE0<> るーちゃん、ここにいたんだね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:21.64 ID:+08FpUII0<> 歴史嫌いなんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:21.85 ID:bf55n7Pb0<> すいちゃん長宗我部読めんのかよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:24.37 ID:I4gRtUi00<> すいちゃん・・・？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:25.76 ID:J/e1ozUN0<> 戦国無双やってれば分かるやつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:26.75 ID:yx1C2EKC0<> すいせいざっこ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:27.93 ID:5p4nksHw0<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> アステルまんこだろこいつ <br> アステルのイメージするホロメンを撃った時のリスナーまんますぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:29.18 ID:ZQoVn79K0<> バリのマネージャーちゃんと配信見てんのか… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:30.15 ID:oBkkmws90<> 漢字でGOのレベル高いやつってさ <br> そもそも漢字とか以前にそんな言葉自体知らないってのが出てくるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:31.73 ID:22C5+9wF0<> 戦国BASARAで覚えたわ&#9786;&#9786; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:32.70 ID:p/bk7SX90<> 長宗我部って刀剣乱舞に出てこなかったっけ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:34.22 ID:DMVt5h+n0<> ぺこらFGOおわれまてんとかみこちマリン英霊召喚するしかないやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:35.37 ID:EkVzd1DB0<> 35Pって馬鹿なんか？ <br> それともわざと？ <br>  <br> 667 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/08/30(水) 18:28:13.77 ID:rGJlOrNO0 <br> みこち王、ゴールデンタイムど真ん中21時きました <br> ぺっさんは逃げてください <br>  <br> 296 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/08/30(水) 18:51:17.17 ID:rGJlOrNO0 <br> ぺっさんまさか逃亡？w <br>  <br> 65 名無し＠18歳未満の入場禁止 無断転載禁止 sage 2023/08/30(水) 19:19:50.42 ID:rGJlOrNO0 <br> ぺっさんガチャとか卑怯すぎるな <br> しかも意地悪く枠取りを遅くしてまでな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:36.00 ID:RTCawvE80<> 信長の野望やれよ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:36.22 ID:pcd0OAQB0<> <a href="../test/read.cgi/livemegami/1693390722/58" rel="noopener noreferrer" target="_blank">&gt;&gt;58</a> <br> 団長こういうの大体いるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:37.07 ID:2lQkggwQ0<> すいちゃん歴女ではありません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:37.23 ID:3TbDwEYn0<> すいちゃん歴女要素ないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:38.03 ID:3mVyifzd0<> おいおいホロスタ婆さんめちゃくちゃイキりまくってるわwツイッターおもろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:38.78 ID:G7QSThxR0<> にぃないいね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:39.63 ID:EwL7dxTO0<> ちょうそかべ読めないはヲタク失格だよすいちゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:41.57 ID:mYbI0QkU0<> <a href="../test/read.cgi/livemegami/1693390722/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> いや流石にまだヴァロの方が出てるぞ <br> ホロメン配信し出したらわからんけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:42.06 ID:5VzH0/Po0<> そのスレ埋まってるけど <br> <a href="../test/read.cgi/livemegami/1693390722/228" rel="noopener noreferrer" target="_blank">&gt;&gt;228</a> <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:43.78 ID:LMhBRsKf0<> <a href="../test/read.cgi/livemegami/1693390722/244" rel="noopener noreferrer" target="_blank">&gt;&gt;244</a> <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> か <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:43.79 ID:+0ELrJvu0<> すいちゃん日本史全く噛じってないです… <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:45.54 ID:vUTDIByk0<> すいちゃんいきなり頭悪くなりました... <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:45.78 ID:2S2N++Z80<> すいちゃん官吏読めません… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:46.59 ID:rGJlOrNO0<> 普段は早く枠を取るのにこういう時はわざと遅くしてだまし討ちみたいな事すんのな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:47.74 ID:qYjwghCl0<> ぺこらスカディ引くんか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:47.99 ID:PYeJ7tsk0<> 個人枠遅らせたのに2万いかないってヤバくないか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:49.74 ID:g796m/D20<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> 蒼き清浄なる世界の為に!!! <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:22:49.80 ID:CmgpdeSW0<> にぃなにそれ言うならもっとテコ入れするところがあるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:49.62 ID:9geX/Fyr0<> <a href="../test/read.cgi/livemegami/1693390722/153" rel="noopener noreferrer" target="_blank">&gt;&gt;153</a> <br> 今月こよなつでだいぶ稼いでたけどそれでも勝てないのか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:50.57 ID:2/cC5tJM0<> <a href="../test/read.cgi/livemegami/1693390722/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> ヴァロはみんな枠とって公式が35000 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:52.24 ID:AWKoT2t90<> 信長の野望やると強いので大体覚える長宗我部 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:53.50 ID:3TbDwEYn0<> すいちゃんいきなりポンコツになったな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:53.87 ID:rvWbpIys0<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> ｸｶｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:54.40 ID:idFAoIHj0<> すいちゃん終わりだよ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:54.93 ID:zxxNWSjC0<> <a href="../test/read.cgi/livemegami/1693390722/98" rel="noopener noreferrer" target="_blank">&gt;&gt;98</a> <br> まぁそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:56.21 ID:8SreDbJA0<> コメチラすいせい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:56.73 ID:CGjFdc0p0<> カンニングしよwwwwwww <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:57.49 ID:xQdhqvoZ0<> <a href="../test/read.cgi/livemegami/1693390722/33" rel="noopener noreferrer" target="_blank">&gt;&gt;33</a> <br> おまえ面白いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:22:58.09 ID:JazyVIUQ0<> 信長の野望やってれば読めるやつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:00.48 ID:J/e1ozUN0<> カンニングすなあ～w <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:00.73 ID:LMkQOBwh0<> 親方しかホロメン出てたない時点で1.6万とか普通に大成功やん <br> お前らまた負けたの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:01.32 ID:frY1DhiV0<> <a href="../test/read.cgi/livemegami/1693390722/263" rel="noopener noreferrer" target="_blank">&gt;&gt;263</a> <br> 35pってやべえな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:02.28 ID:im19ScP60<> 22分なのに全然ホロスタ始まらんやん時間大丈夫か <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:06.63 ID:Eyt1F/JW0<> 2万はさすがに無理だったか <br> あとはゲームつまらんから他に吸われるだけだし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:07.04 ID:TDZB5mYQ0<> <a href="../test/read.cgi/livemegami/1693390722/194" rel="noopener noreferrer" target="_blank">&gt;&gt;194</a> <br> どうせ倶楽部だろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:07.66 ID:DK/6On7b0<> 堂々とカンニング始めてて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:07.54 ID:CBd+K0Z90<> ホリライブ以下はホリメンに入れよ <br> 恥ずかしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:10.26 ID:UAOoXkoy0<> ここの奴らぺこみこ対立煽りを娯楽と思ってる感あるよな <br> 普通にドン引きだわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:10.34 ID:h7ryq1HK0<> はーよやれよ… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:11.20 ID:yx/vOnew0<> 親方 <br> 最初、みやびって呼んだのに後はみやびさんって言い直してるのなぜ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:12.00 ID:B7M2Jbg+0<> カンニングしよう！は草 <br> 堂々とやるのはおもろい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:13.01 ID:EojajZ9G0<> <a href="../test/read.cgi/livemegami/1693390722/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> ヴァロは公式だけで3万で合計同接なら8万ぐらいってたはず <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:14.23 ID:Mb6ohh/m0<> すまん <br> ホリゾンタル面白い？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:15.72 ID:2lQkggwQ0<> す俺恥 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:16.08 ID:pAHannmu0<> お前らVS16000人 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:16.43 ID:yx1C2EKC0<> <a href="../test/read.cgi/livemegami/1693390722/262" rel="noopener noreferrer" target="_blank">&gt;&gt;262</a> <br> いうてピックアップしてるしそこまできつくないぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2023/08/30(水) 19:23:17.31 ID:boGFtZFZ0<> にぃな花火大会後にカメラダメ出しされて泣きました <br> バリ運営だいぶプロデュースしてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:17.38 ID:exjTSd0w0<> にぃなお口ゆるゆるです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:20.58 ID:XR4BF1Ll0<> にぃなお口ゆるゆるです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2023/08/30(水) 19:23:20.98 ID:WiUGJgZh0<> <a href="../test/read.cgi/livemegami/1693390722/181" rel="noopener noreferrer" target="_blank">&gt;&gt;181</a> <br> valoは枠ありで3.5万です… <>
