名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/12/21(水) 21:05:28.31 ID:2TRQ0TTW0<> という夢 <>サプライズゲスト：ラプラスダークネス 	
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:12:55.85 ID:Mglg9GPj0<> 冬のコンビニおでんなら安心だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:12:55.95 ID:Lr7C7Eom0<> スバル泣いてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:12:59.52 ID:AkQkJqaE0<> なんか結束感つよまってない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:12:59.31 ID:COPfhz9b0<> みこスバ早いだろ <br> もっと人集まってからにしろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:01.42 ID:8lt9v3VN0<> 【悲報】あくたん、インターホンネタ効いていない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:02.47 ID:NAZ9nA0J0<> さかまた帰れよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:02.80 ID:5YnOXjmU0<> でゃまれ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:03.22 ID:i/TF1urd0<> それくらいで良いんだよあくたん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:03.78 ID:EDcvYYYE0<> おでん合うか？ <br> 鍋とはまた違うような <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:06.65 ID:UA6b/fgg0<> はやく外のストリーマー入れないと凍死するぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:06.78 ID:sue5IKQW0<> 俺もみこスバと体液交換したい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:06.87 ID:auV3X8l50<> 何か、今日のholox雰囲気いいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:10.50 ID:wyoH6Vie0<> <a href="../test/read.cgi/livemegami/1671624328/420" rel="noopener noreferrer" target="_blank">&gt;&gt;420</a> <br> 俺くんは？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:10.51 ID:UuFE0oKF0<> でゃまれ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:11.55 ID:NAZ9nA0J0<> さかまたデバフすぎるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:18.25 ID:/tvs6cyt0<> <a href="../test/read.cgi/livemegami/1671624328/481" rel="noopener noreferrer" target="_blank">&gt;&gt;481</a> <br> 効いてないぐらいのメンタルなら配信しろ&#129324; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:18.65 ID:jnPnZkBX0<> ルイが静かなぶんござるが喋ろうや&#128517; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:20.54 ID:VvcDFnBV0<> 山田甦れ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:21.03 ID:K2pyAfFL0<> あくたんいかないでえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:22.44 ID:WwQPsKL80<> おわっときますかｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:22.87 ID:FVUu5aR30<> なんかこよりがリーダーみたいだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:23.77 ID:TfvXyOi/0<> <a href="../test/read.cgi/livemegami/1671624328/325" rel="noopener noreferrer" target="_blank">&gt;&gt;325</a> <br> 今日はお仕事で喉使ったから喉休め兼ねてお休みぺこ！予想 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:23.78 ID:I24DKNal0<> おかゆのおまんこを枕にして眠りたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:26.83 ID:xbKhP4CL0<> <a href="../test/read.cgi/livemegami/1671624328/338" rel="noopener noreferrer" target="_blank">&gt;&gt;338</a> <br> ( ^)o(^ )… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:27.99 ID:ayA0UQY/0<> 6期スタテンみこスバ <br>  <br> こんだけ集まって全部質なしってどうなってんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:28.70 ID:I20wtYMf0<> 6期生の絆ええやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:31.04 ID:CUY28E5e0<> 闇鍋なのに置きに行きすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:31.79 ID:HOXEhAjT0<> やっぱラプラス復帰無理そうだよな <br> もう4人でやっていく覚悟決めてるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:35.28 ID:MnOi/WEU0<> ( ^)o(^ )効いてると思ったか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:37.42 ID:NC4OymB00<> ござる喋れてます <br> 4人バランスいいです <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:38.12 ID:M69QgpcP0<> 山田いないとこいつら仲良いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:39.09 ID:Jy7OSc/L0<> 冷凍餃子鍋に打ち込んだら美味しかった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:39.40 ID:6UG36bm60<> まつりたこ焼き食いながらスタテン見てます・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:40.25 ID:qCKiuk1q0<> ルイはもう黙れ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:40.07 ID:d5PoNHnE0<> スタテンとホロックスで会話の情報量の差20倍くらいあるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:42.34 ID:h8likQvo0<> <a href="../test/read.cgi/livemegami/1671624328/377" rel="noopener noreferrer" target="_blank">&gt;&gt;377</a> <br> やっぱここ見てるだろうこいつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:42.91 ID:55ybtwBt0<> <a href="../test/read.cgi/livemegami/1671624328/540" rel="noopener noreferrer" target="_blank">&gt;&gt;540</a> <br> 実質もうそんな感じでしょ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:43.71 ID:NAZ9nA0J0<> さかまた消えろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:43.97 ID:LBRvNRGU0<> <a href="../test/read.cgi/livemegami/1671624328/481" rel="noopener noreferrer" target="_blank">&gt;&gt;481</a> <br> そもそもまじで何言ってんの？って感じだったし隣とかだぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:44.22 ID:l+H+Hqbf0<> <a href="../test/read.cgi/livemegami/1671624328/489" rel="noopener noreferrer" target="_blank">&gt;&gt;489</a> <br> 正常だよそれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:44.94 ID:eeqsPoWu0<> スバル「努力でどうにでもなるんだよ人気なんてものは！」 <br> スバルチャレンジャー精神捨ててません <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:49.59 ID:UI33+9wA0<> <a href="../test/read.cgi/livemegami/1671624328/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> 最近オフコラボやってるやつ多いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:52.62 ID:03Rec/Kg0<> 4人で楽しそうだなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:52.62 ID:xzEqN1T10<> <a href="../test/read.cgi/livemegami/1671624328/528" rel="noopener noreferrer" target="_blank">&gt;&gt;528</a> <br> 別にまずくはならなそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:53.98 ID:j00HBDKJ0<> ルイの声圧やばい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:56.92 ID:NAZ9nA0J0<> さかまた邪魔 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:13:59.64 ID:Pd5PpHaz0<> インターホンと言えば昼のアキロゼ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:13:59.83 ID:CVcDpCBb0<> こよりつまらんからシャシャるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:00.51 ID:Fc5M4MsZ0<> <a href="../test/read.cgi/livemegami/1671624328/547" rel="noopener noreferrer" target="_blank">&gt;&gt;547</a> <br> だから今日やったんだと思ってるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:01.00 ID:1X+YH6VI0<> holoxこの四人だと華がねーな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:02.43 ID:HNHfcm520<> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)データを捨てろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:04.09 ID:UA6b/fgg0<> いつラプラスダークネスから大切なお知らせ出るか賭けようぜ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:04.47 ID:iAD7Rx3W0<> ルイおば？ｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:04.92 ID:NUbleE7Y0<> 【急募】おでんは鍋か <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:04.97 ID:NAZ9nA0J0<> さかまたかえれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:05.89 ID:EC4QvWRs0<> <a href="../test/read.cgi/livemegami/1671624328/547" rel="noopener noreferrer" target="_blank">&gt;&gt;547</a> <br> この配信見ながら泣いてそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:07.53 ID:Jx7r5AUx0<> お前ら実況を一つにまとめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:09.24 ID:Lr7C7Eom0<> なんでスバルみこに連絡飛ばしたのにナンジャモ戦行くねん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:09.43 ID:nFI6OrCr0<> ぜったいクサい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:10.66 ID:o2X4Ww8G0<> 山田いたらもっと尖ったモノ持ってこれてたのに <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:11.28 ID:F1LneHjA0<> ござる大丈夫？話せてる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:12.06 ID:NAZ9nA0J0<> さかまたつまんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:12.29 ID:ayA0UQY/0<> <a href="../test/read.cgi/livemegami/1671624328/481" rel="noopener noreferrer" target="_blank">&gt;&gt;481</a> <br> じゃあはよ交換会か色違い配信やれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:13.66 ID:1MM3E55u0<> 効いてないアピールするのは効いてる証拠だぞ <br> 山田もそうだったじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:14.56 ID:M69QgpcP0<> ルイつまんね <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:16.40 ID:KcF7O1JT0<> 鍋にうなぎ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:16.70 ID:AkQkJqaE0<> やっぱ山田だけちょっとノリが違ってたんだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:18.08 ID:sue5IKQW0<> <a href="../test/read.cgi/livemegami/1671624328/420" rel="noopener noreferrer" target="_blank">&gt;&gt;420</a> <br> これ完成度高すぎて怖い <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:18.20 ID:NAZ9nA0J0<> さかまたいらんわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:18.47 ID:3csc9qi00<> ヴォエ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:19.69 ID:DC00Kmjc0<> みこち、情けない数字だなあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:19.82 ID:tfFpFhYX0<> まさか大会に出ないの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:21.70 ID:QPJ72jd40<> いきなりナンジャモ行くんか？ <br> アホじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:22.74 ID:M69QgpcP0<> <a href="../test/read.cgi/livemegami/1671624328/580" rel="noopener noreferrer" target="_blank">&gt;&gt;580</a> <br> はなせてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:24.16 ID:b/l1oSUM0<> <a href="../test/read.cgi/livemegami/1671624328/544" rel="noopener noreferrer" target="_blank">&gt;&gt;544</a> <br> 他はともかくとしてみこスバまで質ないのは痛いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:25.89 ID:NAZ9nA0J0<> さかまた帰ってくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:25.73 ID:Bp8GjpaE0<> ATMから引き出した金で作る鍋～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:26.63 ID:55ybtwBt0<> <a href="../test/read.cgi/livemegami/1671624328/569" rel="noopener noreferrer" target="_blank">&gt;&gt;569</a> <br> ラプちゃん帰ってきて…&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:26.65 ID:ry0ifstd0<> <a href="../test/read.cgi/livemegami/1671624328/574" rel="noopener noreferrer" target="_blank">&gt;&gt;574</a> <br> そろそろいい加減にしろよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:26.70 ID:lS4g+rXI0<> しゃかまた普通じゃねーか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:27.73 ID:vAozl7l40<> 普通にうまそうな鍋じゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:28.42 ID:1SWbsQUy0<> 4人だとめっちゃ楽しそうじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:29.72 ID:Qzi5pf/r0<> すいちゃんスタテンでオリ曲ほしい <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:29.96 ID:aNS7yFHG0<> ATMの金で買った蒲焼き&#129402; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:29.64 ID:cJ0lz4cl0<> <a href="../test/read.cgi/livemegami/1671624328/310" rel="noopener noreferrer" target="_blank">&gt;&gt;310</a> <br> ぎゃははｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:30.99 ID:Mglg9GPj0<> 味壊れるだろw <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:32.60 ID:F1LneHjA0<> ござる鰻食べれません…… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:32.62 ID:NC4OymB00<> ルイルイ精力つけに来てます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:36.45 ID:NAZ9nA0J0<> さかまた邪魔だわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:37.29 ID:97Y5tlqq0<> うなぎが！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:37.53 ID:ikJhrPs90<> 山田いないとござるが末っ子感でるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:39.75 ID:d5PoNHnE0<> クロアン通報ボタンぽちー&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:43.36 ID:ZOys53r50<> <a href="../test/read.cgi/livemegami/1671624328/405" rel="noopener noreferrer" target="_blank">&gt;&gt;405</a> <br> モチベに差がありすぎるからしゃーない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:43.52 ID:8lt9v3VN0<> <a href="../test/read.cgi/livemegami/1671624328/310" rel="noopener noreferrer" target="_blank">&gt;&gt;310</a> <br> これすき <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:47.72 ID:l+H+Hqbf0<> でっかw <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:47.47 ID:kmqgWcUT0<> 山田、今だインターホン鳴らせ！ <br> ここで復帰しろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:48.41 ID:TRrqu12G0<> <a href="../test/read.cgi/livemegami/1671624328/549" rel="noopener noreferrer" target="_blank">&gt;&gt;549</a> <br> ござる語尾出てこない時は喋れてる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:49.16 ID:LBRvNRGU0<> <a href="../test/read.cgi/livemegami/1671624328/569" rel="noopener noreferrer" target="_blank">&gt;&gt;569</a> <br> あーあ総帥がいればなぁ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:49.45 ID:sue5IKQW0<> しゅばかわゆ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:49.64 ID:bdNwNX5i0<> スバルがデカすぎて草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:50.07 ID:n1zmUkaG0<> うなぎの蒲焼をネタに使うとか金持ちマウントか？ATMの件もあるしマジで燃えるぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:52.03 ID:NAZ9nA0J0<> さかまたいらんわこいつ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:52.17 ID:LW/ocSvI0<> カメラなんでみんな使わなくなったん？ <br>  <br> https://pbs.twimg.com/media/EqAoye-VQAAPVYJ?format=jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:52.87 ID:xalhLz7V0<> 蒲焼の味無くなりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:53.13 ID:TLUZ60gF0<> 蒲焼、中国産だぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:53.33 ID:UI33+9wA0<> <a href="../test/read.cgi/livemegami/1671624328/367" rel="noopener noreferrer" target="_blank">&gt;&gt;367</a> <br> スタテンはAPEXを介して集まったゲーム仲間だし大して仲は良くないだろう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:53.83 ID:beyA657t0<> あくたんて面白いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:54.53 ID:jqbuDOgZ0<> アーマードコア6がきたら <br> スタテンでやってほしいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:56.04 ID:h7EnX8Wh0<> あんまり豪華な食べ物出さないようにリスナーに気を使ってるだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:58.00 ID:j00HBDKJ0<> ルイテンション上がるときついな <br> 声が俺の耳に合わない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:14:58.98 ID:NAZ9nA0J0<> さかまたおもんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:14:59.91 ID:OOF5BqyT0<> BGMちょっとでかいわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:00.83 ID:NC4OymB00<> <a href="../test/read.cgi/livemegami/1671624328/310" rel="noopener noreferrer" target="_blank">&gt;&gt;310</a> <br> こんな大人しい連中じゃなかった定期 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:04.45 ID:IL66VvIa0<> 鍋にチーズケーキ入れたら教えて <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:05.06 ID:+hOMIP+L0<> ちょっと待って <br>  <br> 4万人弱が3人が家できゃっきゃしてるのを外から覗いてるんだけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:05.48 ID:NAZ9nA0J0<> さかまたデバフ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:06.91 ID:qCKiuk1q0<> <a href="../test/read.cgi/livemegami/1671624328/575" rel="noopener noreferrer" target="_blank">&gt;&gt;575</a> <br> まだ本性分かってなくて草 <br> 見てるわけないぞｗ <br> この間の６期生記念枠も絶対見てないぞｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:07.40 ID:6j2TOffk0<> 山田元気かな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:08.88 ID:F1LneHjA0<> チョコレートか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:09.24 ID:jVZLAv5k0<> 山ちゃんは辞めへんでー！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:10.45 ID:qBOACop10<> 4人コラボ慣れとかないとな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:12.57 ID:In1NPr/40<> <a href="../test/read.cgi/livemegami/1671624328/462" rel="noopener noreferrer" target="_blank">&gt;&gt;462</a> <br> 同接4000以下のはあちゃま歌枠の方が飛んでるけど… <br> https://pbs.twimg.com/media/FkgDfAnUUAAWb-i?format=jpg&name=large <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:15.66 ID:c/ceJSPo0<> ござるがめちゃくちゃ馴染んでて泣ける&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:16.81 ID:EDcvYYYE0<> 蒲焼きぐちゃぐちゃになりそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:19.18 ID:gXNnJ3X/0<> なんか山田いないと空気いいな… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:20.44 ID:nFI6OrCr0<> うわっ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:20.67 ID:KcF7O1JT0<> こよりさあ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:20.91 ID:03Rec/Kg0<> こよさぁ･･･ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:21.38 ID:3V8mkRGK0<> パイナップル無いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:21.54 ID:xzEqN1T10<> うなぎの油と臭みが悪さしそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:21.92 ID:Mglg9GPj0<> は？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:21.93 ID:2MmTpKaN0<> データを捨てろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:22.83 ID:aNS7yFHG0<> パイナップル&#129314;&#129314;&#129314;&#129326;&#129326;&#129326;&#129326;&#129326; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:23.76 ID:UuFE0oKF0<> パイナップルどりゃああああああああああああああああああああ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:23.96 ID:AkQkJqaE0<> ようやく闇らしいネタ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:24.01 ID:8lt9v3VN0<> あくぺこ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:24.12 ID:UA6b/fgg0<> <a href="../test/read.cgi/livemegami/1671624328/310" rel="noopener noreferrer" target="_blank">&gt;&gt;310</a> <br> 普通に悲しくなったわ辞めんなよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:24.44 ID:iCVt7Sdc0<> この中だと餃子が強敵か？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:25.73 ID:GkESrFHn0<> ６期なんか今日楽しいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:27.09 ID:moWniq0z0<> スバルでっか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:28.31 ID:iAD7Rx3W0<> こよ・・・ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:29.66 ID:GYDvE8n60<> 何だかんだ山田いた方が纏まりあるよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:29.79 ID:6oTUcjaD0<> ？？？「ぺこちゃんガード！」 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:31.01 ID:7LDbDNrH0<> トワ終わりたそうにしすぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:30.90 ID:lLzn72jb0<> ガチ恋距離すばう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:31.53 ID:FVUu5aR30<> ネンビ冷めちゃった <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:32.20 ID:NC4OymB00<> パイナップルは許されないわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:32.24 ID:xalhLz7V0<> あったかパインはあり <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:15:33.05 ID:ndfJZ4910<> 山田どこ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:15:34.68 ID:c/ceJSPo0<> このコヨーテつまみだせ <>
